id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total,anio,mes,dia,trimestre,gasto_por_noche
9795,2022-02-20,Honduras,Aerea,Negocios,Ahuachapan,10,471,2022,2,20,1,47.1
9796,2022-11-25,Estados Unidos,Aerea,Ocio,Sonsonate,11,1557,2022,11,25,4,141.55
9797,2022-04-27,Guatemala,Terrestre,Familiares,Ahuachapan,8,1220,2022,4,27,2,152.5
9798,2022-04-01,Estados Unidos,Terrestre,Negocios,Sonsonate,2,1709,2022,4,1,2,854.5
9799,2023-04-07,Honduras,Aerea,Ocio,La Paz,7,413,2023,4,7,2,59.0
9800,2021-10-24,Nicaragua,Terrestre,Ocio,La Libertad,5,1906,2021,10,24,4,381.2
9801,2024-02-10,Honduras,Aerea,Ocio,Ahuachapan,5,1993,2024,2,10,1,398.6
9802,2024-06-07,Estados Unidos,Aerea,Familiares,Ahuachapan,5,149,2024,6,7,2,29.8
9803,2024-01-25,Guatemala,Terrestre,Ocio,Usulutan,5,1373,2024,1,25,1,274.6
9804,2023-08-08,Honduras,Terrestre,Familiares,La Paz,1,1941,2023,8,8,3,1941.0
9805,2022-11-11,Estados Unidos,Aerea,Negocios,Santa Ana,8,1417,2022,11,11,4,177.12
9806,2022-01-13,Guatemala,Terrestre,Ocio,Sonsonate,2,949,2022,1,13,1,474.5
9807,2024-03-25,Nicaragua,Terrestre,Ocio,San Miguel,7,1753,2024,3,25,1,250.43
9808,2022-02-25,Estados Unidos,Terrestre,Ocio,Sonsonate,5,2452,2022,2,25,1,490.4
9809,2021-04-15,Guatemala,Terrestre,Ocio,Ahuachapan,4,1704,2021,4,15,2,426.0
9810,2021-11-26,Honduras,Aerea,Negocios,La Paz,2,1066,2021,11,26,4,533.0
9811,2022-03-15,Estados Unidos,Terrestre,Ocio,La Libertad,11,2315,2022,3,15,1,210.45
9812,2024-03-01,Estados Unidos,Aerea,Familiares,La Paz,4,534,2024,3,1,1,133.5
9813,2022-01-17,Estados Unidos,Aerea,Familiares,Santa Ana,6,166,2022,1,17,1,27.67
9814,2021-05-18,Estados Unidos,Aerea,Negocios,Santa Ana,9,2011,2021,5,18,2,223.44
9815,2023-08-01,Estados Unidos,Terrestre,Religioso,Usulutan,5,1412,2023,8,1,3,282.4
9816,2023-04-23,Estados Unidos,Aerea,Ocio,Ahuachapan,3,324,2023,4,23,2,108.0
9817,2021-09-27,Estados Unidos,Aerea,Familiares,San Salvador,3,1444,2021,9,27,3,481.33
9818,2022-01-31,Guatemala,Terrestre,Ocio,La Libertad,5,2237,2022,1,31,1,447.4
9819,2023-07-02,Estados Unidos,Terrestre,Ocio,Sonsonate,4,1614,2023,7,2,3,403.5
9820,2022-04-09,Estados Unidos,Aerea,Negocios,San Miguel,8,2067,2022,4,9,2,258.38
9821,2022-03-26,Estados Unidos,Terrestre,Negocios,Ahuachapan,1,888,2022,3,26,1,888.0
9822,2024-09-16,Estados Unidos,Terrestre,Ocio,Santa Ana,10,1894,2024,9,16,3,189.4
9823,2024-06-30,Estados Unidos,Terrestre,Negocios,Usulutan,3,494,2024,6,30,2,164.67
9824,2024-08-01,Estados Unidos,Aerea,Familiares,Santa Ana,5,873,2024,8,1,3,174.6
9825,2024-07-21,Honduras,Terrestre,Familiares,Ahuachapan,4,1021,2024,7,21,3,255.25
9826,2021-01-20,Estados Unidos,Aerea,Familiares,La Libertad,1,1078,2021,1,20,1,1078.0
9827,2021-08-27,Estados Unidos,Terrestre,Negocios,Ahuachapan,5,2142,2021,8,27,3,428.4
9828,2024-07-17,Honduras,Terrestre,Salud,Ahuachapan,1,943,2024,7,17,3,943.0
9829,2022-02-22,Guatemala,Terrestre,Ocio,La Paz,8,295,2022,2,22,1,36.88
9830,2024-08-26,Guatemala,Terrestre,Ocio,San Salvador,10,2060,2024,8,26,3,206.0
9831,2023-11-21,Nicaragua,Terrestre,Familiares,San Miguel,6,1608,2023,11,21,4,268.0
9832,2024-02-02,Estados Unidos,Terrestre,Ocio,Santa Ana,7,199,2024,2,2,1,28.43
9833,2021-07-05,España,Aerea,Familiares,San Salvador,9,1575,2021,7,5,3,175.0
9834,2024-02-26,Canada,Terrestre,Ocio,Sonsonate,11,2143,2024,2,26,1,194.82
9835,2024-05-18,Estados Unidos,Aerea,Familiares,San Salvador,8,1956,2024,5,18,2,244.5
9836,2024-12-08,Canada,Aerea,Familiares,Ahuachapan,1,2367,2024,12,8,4,2367.0
9837,2024-07-28,Honduras,Terrestre,Religioso,Santa Ana,2,1616,2024,7,28,3,808.0
9838,2021-09-10,Costa Rica,Terrestre,Negocios,San Miguel,2,598,2021,9,10,3,299.0
9839,2021-01-19,Honduras,Aerea,Negocios,La Paz,3,299,2021,1,19,1,99.67
9840,2022-12-13,Honduras,Terrestre,Negocios,San Miguel,5,2487,2022,12,13,4,497.4
9841,2024-03-05,Estados Unidos,Terrestre,Ocio,Ahuachapan,6,477,2024,3,5,1,79.5
9842,2021-08-11,Guatemala,Terrestre,Religioso,Santa Ana,3,231,2021,8,11,3,77.0
9843,2021-01-03,Estados Unidos,Aerea,Familiares,Sonsonate,6,1514,2021,1,3,1,252.33
9844,2024-06-13,Estados Unidos,Terrestre,Religioso,Usulutan,6,704,2024,6,13,2,117.33
9845,2023-05-04,España,Terrestre,Religioso,San Salvador,10,1163,2023,5,4,2,116.3
9846,2021-08-16,Estados Unidos,Aerea,Ocio,La Paz,3,2235,2021,8,16,3,745.0
9847,2023-07-02,Honduras,Terrestre,Ocio,San Miguel,4,2477,2023,7,2,3,619.25
9848,2022-05-14,Estados Unidos,Aerea,Familiares,La Paz,4,567,2022,5,14,2,141.75
9849,2022-06-05,Estados Unidos,Aerea,Negocios,San Miguel,1,625,2022,6,5,2,625.0
9850,2022-12-03,Guatemala,Aerea,Ocio,San Salvador,10,256,2022,12,3,4,25.6
9851,2023-07-06,Estados Unidos,Aerea,Ocio,San Salvador,1,917,2023,7,6,3,917.0
9852,2024-03-08,España,Aerea,Ocio,San Salvador,4,1960,2024,3,8,1,490.0
9853,2024-07-23,Estados Unidos,Terrestre,Negocios,Sonsonate,8,2424,2024,7,23,3,303.0
9854,2021-10-18,Estados Unidos,Terrestre,Familiares,La Paz,9,1192,2021,10,18,4,132.44
9855,2023-12-13,Estados Unidos,Aerea,Familiares,Santa Ana,6,2135,2023,12,13,4,355.83
9856,2024-02-08,Estados Unidos,Aerea,Familiares,Sonsonate,3,2076,2024,2,8,1,692.0
9857,2022-12-16,Estados Unidos,Aerea,Ocio,Usulutan,1,181,2022,12,16,4,181.0
9858,2023-08-06,Guatemala,Aerea,Ocio,San Salvador,4,905,2023,8,6,3,226.25
9859,2022-10-10,Guatemala,Terrestre,Ocio,San Salvador,2,1757,2022,10,10,4,878.5
9860,2023-10-25,Estados Unidos,Aerea,Familiares,San Miguel,7,2125,2023,10,25,4,303.57
9861,2022-11-15,Estados Unidos,Aerea,Negocios,Santa Ana,3,686,2022,11,15,4,228.67
9862,2023-05-20,Nicaragua,Terrestre,Familiares,San Miguel,8,1543,2023,5,20,2,192.88
9863,2023-12-07,Guatemala,Terrestre,Religioso,Usulutan,9,748,2023,12,7,4,83.11
9864,2021-04-04,Estados Unidos,Aerea,Negocios,Usulutan,4,757,2021,4,4,2,189.25
9865,2023-07-29,Honduras,Terrestre,Familiares,Santa Ana,5,816,2023,7,29,3,163.2
9866,2022-07-14,Honduras,Aerea,Familiares,Usulutan,5,1054,2022,7,14,3,210.8
9867,2021-08-01,Honduras,Terrestre,Ocio,Santa Ana,8,1211,2021,8,1,3,151.38
9868,2022-03-12,Nicaragua,Aerea,Familiares,La Libertad,1,1104,2022,3,12,1,1104.0
9869,2023-05-02,Estados Unidos,Terrestre,Ocio,Sonsonate,6,2410,2023,5,2,2,401.67
9870,2022-05-23,Estados Unidos,Aerea,Familiares,La Libertad,11,1177,2022,5,23,2,107.0
9871,2023-04-16,Estados Unidos,Aerea,Ocio,Usulutan,2,1290,2023,4,16,2,645.0
9872,2022-10-13,Mexico,Terrestre,Familiares,Santa Ana,9,2421,2022,10,13,4,269.0
9873,2021-07-24,Estados Unidos,Aerea,Ocio,La Paz,7,2242,2021,7,24,3,320.29
9874,2022-01-16,Guatemala,Aerea,Familiares,Sonsonate,11,211,2022,1,16,1,19.18
9875,2024-01-02,Honduras,Aerea,Familiares,La Libertad,10,329,2024,1,2,1,32.9
9876,2024-01-05,Guatemala,Aerea,Negocios,Ahuachapan,9,2344,2024,1,5,1,260.44
9877,2021-03-18,Estados Unidos,Terrestre,Familiares,San Miguel,10,1940,2021,3,18,1,194.0
9878,2023-03-27,Estados Unidos,Terrestre,Familiares,San Miguel,4,2443,2023,3,27,1,610.75
9879,2023-02-07,Estados Unidos,Aerea,Ocio,San Salvador,5,1427,2023,2,7,1,285.4
9880,2022-02-14,Estados Unidos,Aerea,Religioso,Sonsonate,11,2303,2022,2,14,1,209.36
9881,2021-04-16,Estados Unidos,Terrestre,Familiares,La Paz,10,991,2021,4,16,2,99.1
9882,2022-07-05,Honduras,Aerea,Ocio,La Paz,7,1567,2022,7,5,3,223.86
9883,2023-04-06,Canada,Terrestre,Familiares,Santa Ana,3,293,2023,4,6,2,97.67
9884,2024-07-22,Guatemala,Aerea,Familiares,Santa Ana,8,848,2024,7,22,3,106.0
9885,2021-03-29,Guatemala,Aerea,Negocios,Usulutan,7,2366,2021,3,29,1,338.0
9886,2023-05-31,Guatemala,Terrestre,Ocio,San Salvador,11,2195,2023,5,31,2,199.55
9887,2024-01-06,Estados Unidos,Terrestre,Familiares,San Miguel,6,1969,2024,1,6,1,328.17
9888,2024-01-06,Estados Unidos,Terrestre,Familiares,La Paz,8,339,2024,1,6,1,42.38
9889,2022-06-24,Estados Unidos,Terrestre,Familiares,Santa Ana,2,1117,2022,6,24,2,558.5
9890,2021-09-02,Honduras,Aerea,Salud,La Libertad,5,1220,2021,9,2,3,244.0
9891,2022-08-01,España,Aerea,Familiares,San Miguel,9,2389,2022,8,1,3,265.44
9892,2024-11-06,Estados Unidos,Aerea,Religioso,Santa Ana,8,222,2024,11,6,4,27.75
9893,2023-09-09,Estados Unidos,Aerea,Familiares,Ahuachapan,1,703,2023,9,9,3,703.0
9894,2022-12-18,Estados Unidos,Aerea,Familiares,San Salvador,10,1466,2022,12,18,4,146.6
9895,2021-05-22,Estados Unidos,Aerea,Familiares,San Salvador,8,1991,2021,5,22,2,248.88
9896,2023-06-12,Guatemala,Terrestre,Familiares,La Libertad,2,583,2023,6,12,2,291.5
9897,2024-10-23,Honduras,Aerea,Familiares,Sonsonate,7,2027,2024,10,23,4,289.57
9898,2024-01-13,Honduras,Terrestre,Familiares,Ahuachapan,1,1614,2024,1,13,1,1614.0
9899,2024-03-12,Guatemala,Aerea,Familiares,La Paz,3,1482,2024,3,12,1,494.0
9900,2021-12-18,Estados Unidos,Terrestre,Ocio,San Salvador,7,593,2021,12,18,4,84.71
9901,2022-06-29,Costa Rica,Terrestre,Familiares,Usulutan,10,521,2022,6,29,2,52.1
9902,2023-07-02,Honduras,Terrestre,Salud,La Paz,1,1125,2023,7,2,3,1125.0
9903,2021-06-01,Estados Unidos,Aerea,Ocio,La Libertad,11,712,2021,6,1,2,64.73
9904,2024-03-27,Estados Unidos,Aerea,Familiares,La Libertad,9,2197,2024,3,27,1,244.11
9905,2022-10-15,Nicaragua,Aerea,Familiares,Sonsonate,4,2282,2022,10,15,4,570.5
9906,2023-08-16,Estados Unidos,Terrestre,Ocio,Usulutan,5,1671,2023,8,16,3,334.2
9907,2023-02-02,Guatemala,Terrestre,Ocio,San Miguel,3,1415,2023,2,2,1,471.67
9908,2024-08-19,Estados Unidos,Aerea,Familiares,San Salvador,9,1335,2024,8,19,3,148.33
9909,2022-09-16,Nicaragua,Aerea,Familiares,La Libertad,11,2110,2022,9,16,3,191.82
9910,2022-10-18,Guatemala,Terrestre,Ocio,Santa Ana,6,2400,2022,10,18,4,400.0
9911,2022-03-26,Guatemala,Terrestre,Familiares,La Paz,7,1111,2022,3,26,1,158.71
9912,2022-12-22,Mexico,Aerea,Familiares,La Paz,8,1835,2022,12,22,4,229.38
9913,2024-06-01,Costa Rica,Terrestre,Familiares,San Miguel,1,392,2024,6,1,2,392.0
9914,2021-02-12,Nicaragua,Aerea,Ocio,Santa Ana,1,2003,2021,2,12,1,2003.0
9915,2021-09-21,Estados Unidos,Terrestre,Negocios,La Paz,6,1497,2021,9,21,3,249.5
9916,2023-10-24,Estados Unidos,Terrestre,Familiares,San Miguel,6,1135,2023,10,24,4,189.17
9917,2024-07-15,Estados Unidos,Aerea,Familiares,San Miguel,1,2450,2024,7,15,3,2450.0
9918,2022-08-19,Estados Unidos,Aerea,Familiares,Santa Ana,8,1995,2022,8,19,3,249.38
9919,2023-11-06,Canada,Terrestre,Ocio,Ahuachapan,10,2243,2023,11,6,4,224.3
9920,2024-09-19,Canada,Terrestre,Ocio,San Miguel,7,1141,2024,9,19,3,163.0
9921,2023-12-19,Guatemala,Terrestre,Familiares,La Paz,7,1985,2023,12,19,4,283.57
9922,2023-10-10,Estados Unidos,Aerea,Familiares,La Libertad,4,2189,2023,10,10,4,547.25
9923,2021-06-26,Estados Unidos,Terrestre,Religioso,Sonsonate,5,1666,2021,6,26,2,333.2
9924,2021-03-04,Estados Unidos,Terrestre,Ocio,Usulutan,8,2123,2021,3,4,1,265.38
9925,2023-08-16,Estados Unidos,Terrestre,Ocio,San Miguel,10,1727,2023,8,16,3,172.7
9926,2023-09-30,Guatemala,Aerea,Familiares,Ahuachapan,9,1856,2023,9,30,3,206.22
9927,2022-07-15,Guatemala,Aerea,Familiares,San Salvador,4,157,2022,7,15,3,39.25
9928,2024-08-23,Canada,Aerea,Ocio,San Salvador,9,2257,2024,8,23,3,250.78
9929,2024-06-23,Estados Unidos,Aerea,Familiares,San Salvador,10,1700,2024,6,23,2,170.0
9930,2024-08-05,Estados Unidos,Terrestre,Familiares,San Salvador,10,720,2024,8,5,3,72.0
9931,2023-08-13,Mexico,Aerea,Familiares,San Salvador,9,759,2023,8,13,3,84.33
9932,2024-09-17,Guatemala,Aerea,Ocio,Santa Ana,9,1579,2024,9,17,3,175.44
9933,2023-04-30,Estados Unidos,Terrestre,Salud,La Libertad,3,946,2023,4,30,2,315.33
9934,2024-07-02,Estados Unidos,Aerea,Familiares,Sonsonate,4,358,2024,7,2,3,89.5
9935,2022-08-27,Nicaragua,Terrestre,Salud,San Salvador,5,1888,2022,8,27,3,377.6
9936,2022-08-29,Honduras,Aerea,Ocio,Ahuachapan,6,1234,2022,8,29,3,205.67
9937,2023-04-10,Mexico,Aerea,Negocios,La Paz,10,2218,2023,4,10,2,221.8
9938,2024-05-07,Estados Unidos,Aerea,Familiares,Ahuachapan,6,942,2024,5,7,2,157.0
9939,2024-07-18,Honduras,Terrestre,Familiares,San Miguel,10,1799,2024,7,18,3,179.9
9940,2023-01-16,Guatemala,Terrestre,Ocio,La Paz,1,844,2023,1,16,1,844.0
9941,2022-07-12,Estados Unidos,Terrestre,Salud,Sonsonate,4,1348,2022,7,12,3,337.0
9942,2021-03-05,España,Aerea,Ocio,Usulutan,10,985,2021,3,5,1,98.5
9943,2024-06-07,Guatemala,Aerea,Ocio,San Miguel,7,482,2024,6,7,2,68.86
9944,2023-07-31,Canada,Terrestre,Ocio,San Salvador,11,625,2023,7,31,3,56.82
9945,2021-09-06,Mexico,Terrestre,Religioso,San Salvador,8,2148,2021,9,6,3,268.5
9946,2024-06-23,Estados Unidos,Terrestre,Ocio,La Libertad,8,727,2024,6,23,2,90.88
9947,2023-07-29,Guatemala,Terrestre,Ocio,Usulutan,6,1520,2023,7,29,3,253.33
9948,2021-06-06,Estados Unidos,Terrestre,Familiares,Usulutan,3,671,2021,6,6,2,223.67
9949,2023-01-05,Honduras,Aerea,Salud,Ahuachapan,4,316,2023,1,5,1,79.0
9950,2023-09-12,Guatemala,Aerea,Familiares,La Paz,4,2261,2023,9,12,3,565.25
9951,2024-01-17,Honduras,Aerea,Ocio,Ahuachapan,6,946,2024,1,17,1,157.67
9952,2024-08-29,Estados Unidos,Aerea,Familiares,La Paz,4,425,2024,8,29,3,106.25
9953,2023-12-26,Honduras,Aerea,Familiares,Santa Ana,5,130,2023,12,26,4,26.0
9954,2022-10-24,Estados Unidos,Aerea,Familiares,San Miguel,6,1252,2022,10,24,4,208.67
9955,2023-11-10,Estados Unidos,Aerea,Familiares,La Paz,11,1798,2023,11,10,4,163.45
9956,2021-02-02,Honduras,Terrestre,Ocio,San Salvador,3,1075,2021,2,2,1,358.33
9957,2022-07-12,Estados Unidos,Aerea,Salud,San Salvador,3,513,2022,7,12,3,171.0
9958,2021-03-14,Estados Unidos,Aerea,Negocios,La Paz,7,2315,2021,3,14,1,330.71
9959,2023-04-05,Estados Unidos,Terrestre,Familiares,Santa Ana,1,2330,2023,4,5,2,2330.0
9960,2024-09-28,Estados Unidos,Terrestre,Familiares,Ahuachapan,4,1498,2024,9,28,3,374.5
9961,2024-03-02,Estados Unidos,Aerea,Ocio,San Miguel,3,855,2024,3,2,1,285.0
9962,2023-12-15,Honduras,Terrestre,Familiares,Sonsonate,5,1841,2023,12,15,4,368.2
9963,2021-03-02,Honduras,Aerea,Negocios,San Miguel,2,1654,2021,3,2,1,827.0
9964,2021-09-29,Estados Unidos,Aerea,Negocios,La Paz,10,899,2021,9,29,3,89.9
9965,2021-09-03,Estados Unidos,Aerea,Negocios,Sonsonate,9,2213,2021,9,3,3,245.89
9966,2024-04-14,Estados Unidos,Aerea,Ocio,La Paz,5,2046,2024,4,14,2,409.2
9967,2022-09-20,Honduras,Terrestre,Salud,Sonsonate,10,1719,2022,9,20,3,171.9
9968,2024-09-02,Estados Unidos,Terrestre,Ocio,Ahuachapan,4,484,2024,9,2,3,121.0
9969,2022-12-06,Estados Unidos,Aerea,Salud,San Salvador,4,514,2022,12,6,4,128.5
9970,2022-10-24,Estados Unidos,Aerea,Religioso,Ahuachapan,7,2074,2022,10,24,4,296.29
9971,2024-02-29,Estados Unidos,Aerea,Familiares,San Salvador,4,1731,2024,2,29,1,432.75
9972,2024-01-31,Honduras,Aerea,Religioso,Sonsonate,10,1987,2024,1,31,1,198.7
9973,2021-11-06,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1158,2021,11,6,4,144.75
9974,2024-08-08,Estados Unidos,Aerea,Ocio,La Libertad,1,2093,2024,8,8,3,2093.0
9975,2022-05-10,Estados Unidos,Aerea,Familiares,San Miguel,10,1055,2022,5,10,2,105.5
9976,2024-10-16,Costa Rica,Terrestre,Familiares,Usulutan,11,1162,2024,10,16,4,105.64
9977,2021-12-04,Honduras,Aerea,Ocio,Ahuachapan,6,1823,2021,12,4,4,303.83
9978,2022-08-02,Estados Unidos,Terrestre,Salud,San Salvador,9,769,2022,8,2,3,85.44
9979,2021-01-10,Estados Unidos,Aerea,Familiares,San Miguel,5,1855,2021,1,10,1,371.0
9980,2021-02-18,Mexico,Terrestre,Ocio,Santa Ana,5,1037,2021,2,18,1,207.4
9981,2022-09-15,Estados Unidos,Aerea,Ocio,Usulutan,4,1803,2022,9,15,3,450.75
9982,2024-09-06,España,Aerea,Salud,Usulutan,9,2168,2024,9,6,3,240.89
9983,2023-01-01,Estados Unidos,Aerea,Ocio,Usulutan,2,1264,2023,1,1,1,632.0
9984,2023-03-06,Estados Unidos,Terrestre,Religioso,Usulutan,9,1298,2023,3,6,1,144.22
9985,2023-08-29,Honduras,Terrestre,Salud,Ahuachapan,6,226,2023,8,29,3,37.67
9986,2021-05-13,Guatemala,Aerea,Religioso,Santa Ana,10,2358,2021,5,13,2,235.8
9987,2021-03-24,España,Aerea,Ocio,Sonsonate,8,261,2021,3,24,1,32.62
9988,2021-02-26,Honduras,Aerea,Familiares,San Miguel,4,1748,2021,2,26,1,437.0
9989,2022-01-11,Estados Unidos,Terrestre,Ocio,La Libertad,4,605,2022,1,11,1,151.25
9990,2021-12-15,Honduras,Terrestre,Ocio,Santa Ana,10,2113,2021,12,15,4,211.3
9991,2021-09-28,Nicaragua,Aerea,Salud,Usulutan,1,2283,2021,9,28,3,2283.0
9992,2021-04-21,Guatemala,Aerea,Negocios,San Salvador,6,696,2021,4,21,2,116.0
9993,2023-05-19,Estados Unidos,Terrestre,Ocio,La Paz,2,1320,2023,5,19,2,660.0
9994,2023-06-06,Estados Unidos,Aerea,Familiares,San Miguel,5,862,2023,6,6,2,172.4
9995,2021-03-17,Estados Unidos,Aerea,Ocio,La Paz,3,1227,2021,3,17,1,409.0
9996,2024-03-27,Nicaragua,Aerea,Ocio,Ahuachapan,2,725,2024,3,27,1,362.5
9997,2021-11-25,Estados Unidos,Aerea,Familiares,Ahuachapan,10,726,2021,11,25,4,72.6
9998,2021-05-02,Estados Unidos,Terrestre,Ocio,San Miguel,1,542,2021,5,2,2,542.0
9999,2021-02-10,Honduras,Terrestre,Familiares,San Salvador,9,737,2021,2,10,1,81.89
10000,2024-04-05,Estados Unidos,Terrestre,Religioso,San Miguel,1,2089,2024,4,5,2,2089.0
10001,2023-07-11,Guatemala,Terrestre,Familiares,La Libertad,8,611,2023,7,11,3,76.38
10002,2022-10-04,Mexico,Terrestre,Familiares,Sonsonate,6,1634,2022,10,4,4,272.33
10003,2023-11-13,Estados Unidos,Aerea,Ocio,San Salvador,4,750,2023,11,13,4,187.5
10004,2021-10-06,Estados Unidos,Aerea,Salud,La Paz,9,1941,2021,10,6,4,215.67
10005,2023-02-02,Guatemala,Aerea,Religioso,Sonsonate,1,231,2023,2,2,1,231.0
10006,2022-04-14,Honduras,Terrestre,Ocio,La Libertad,4,1797,2022,4,14,2,449.25
10007,2024-11-24,Guatemala,Terrestre,Ocio,San Miguel,11,154,2024,11,24,4,14.0
10008,2021-01-09,Estados Unidos,Terrestre,Familiares,Santa Ana,10,784,2021,1,9,1,78.4
10009,2021-01-13,Estados Unidos,Aerea,Familiares,Ahuachapan,7,2476,2021,1,13,1,353.71
10010,2023-07-13,Honduras,Aerea,Familiares,San Miguel,4,1455,2023,7,13,3,363.75
10011,2023-07-12,Estados Unidos,Aerea,Negocios,La Paz,11,1172,2023,7,12,3,106.55
10012,2023-12-12,Honduras,Terrestre,Ocio,La Libertad,1,2079,2023,12,12,4,2079.0
10013,2024-05-17,Guatemala,Aerea,Negocios,Usulutan,4,812,2024,5,17,2,203.0
10014,2024-11-26,Guatemala,Terrestre,Negocios,San Salvador,11,492,2024,11,26,4,44.73
10015,2024-04-29,Canada,Aerea,Familiares,La Libertad,11,2010,2024,4,29,2,182.73
10016,2023-12-11,Estados Unidos,Aerea,Familiares,La Libertad,6,2444,2023,12,11,4,407.33
10017,2024-11-17,Estados Unidos,Aerea,Ocio,Sonsonate,8,2248,2024,11,17,4,281.0
10018,2022-10-15,Guatemala,Terrestre,Negocios,Usulutan,2,2419,2022,10,15,4,1209.5
10019,2022-09-13,Estados Unidos,Aerea,Negocios,La Paz,9,449,2022,9,13,3,49.89
10020,2024-08-16,Guatemala,Aerea,Familiares,La Paz,7,888,2024,8,16,3,126.86
10021,2021-07-15,España,Aerea,Religioso,La Libertad,6,1155,2021,7,15,3,192.5
10022,2022-02-21,Mexico,Aerea,Familiares,Usulutan,3,518,2022,2,21,1,172.67
10023,2022-10-26,Guatemala,Aerea,Familiares,Ahuachapan,4,2081,2022,10,26,4,520.25
10024,2024-12-14,Canada,Terrestre,Familiares,San Salvador,8,1381,2024,12,14,4,172.62
10025,2024-10-11,Estados Unidos,Terrestre,Familiares,La Libertad,7,149,2024,10,11,4,21.29
10026,2021-05-28,Guatemala,Aerea,Familiares,San Miguel,6,1261,2021,5,28,2,210.17
10027,2023-09-28,Estados Unidos,Terrestre,Familiares,Usulutan,7,1683,2023,9,28,3,240.43
10028,2024-10-20,Estados Unidos,Aerea,Familiares,San Miguel,9,2273,2024,10,20,4,252.56
10029,2021-12-30,Estados Unidos,Aerea,Familiares,San Miguel,5,2440,2021,12,30,4,488.0
10030,2022-02-06,Canada,Terrestre,Familiares,Ahuachapan,5,2392,2022,2,6,1,478.4
10031,2022-08-29,Honduras,Aerea,Familiares,San Salvador,11,2124,2022,8,29,3,193.09
10032,2021-08-17,Guatemala,Terrestre,Negocios,Usulutan,10,1961,2021,8,17,3,196.1
10033,2022-06-21,Estados Unidos,Terrestre,Familiares,San Miguel,7,1578,2022,6,21,2,225.43
10034,2021-09-25,Estados Unidos,Aerea,Ocio,San Miguel,7,1850,2021,9,25,3,264.29
10035,2024-11-29,Costa Rica,Aerea,Familiares,Sonsonate,5,1500,2024,11,29,4,300.0
10036,2023-11-01,Guatemala,Aerea,Ocio,La Paz,8,2181,2023,11,1,4,272.62
10037,2024-09-05,Guatemala,Aerea,Ocio,La Paz,6,1607,2024,9,5,3,267.83
10038,2021-05-06,Canada,Aerea,Ocio,La Paz,4,720,2021,5,6,2,180.0
10039,2021-11-02,Guatemala,Aerea,Ocio,San Miguel,9,1340,2021,11,2,4,148.89
10040,2024-01-18,Guatemala,Terrestre,Familiares,La Paz,2,317,2024,1,18,1,158.5
10041,2024-10-10,Estados Unidos,Terrestre,Negocios,Sonsonate,2,2491,2024,10,10,4,1245.5
10042,2022-09-20,Estados Unidos,Terrestre,Salud,La Libertad,5,2106,2022,9,20,3,421.2
10043,2024-10-07,Honduras,Aerea,Familiares,Usulutan,3,2483,2024,10,7,4,827.67
10044,2022-11-20,Estados Unidos,Aerea,Religioso,La Paz,3,2491,2022,11,20,4,830.33
10045,2023-11-04,Guatemala,Terrestre,Familiares,Ahuachapan,7,218,2023,11,4,4,31.14
10046,2024-07-04,Estados Unidos,Aerea,Ocio,Santa Ana,5,1571,2024,7,4,3,314.2
10047,2024-05-17,Estados Unidos,Terrestre,Ocio,Ahuachapan,6,709,2024,5,17,2,118.17
10048,2021-10-08,Guatemala,Aerea,Negocios,San Miguel,3,1945,2021,10,8,4,648.33
10049,2022-03-19,Estados Unidos,Terrestre,Familiares,Usulutan,8,198,2022,3,19,1,24.75
10050,2023-04-17,Canada,Terrestre,Familiares,San Salvador,5,1275,2023,4,17,2,255.0
10051,2022-01-24,Estados Unidos,Aerea,Familiares,San Salvador,8,1761,2022,1,24,1,220.12
10052,2022-09-09,Guatemala,Terrestre,Religioso,La Paz,4,1284,2022,9,9,3,321.0
10053,2021-05-27,Estados Unidos,Terrestre,Familiares,Ahuachapan,4,704,2021,5,27,2,176.0
10054,2024-07-26,Estados Unidos,Terrestre,Familiares,Usulutan,5,431,2024,7,26,3,86.2
10055,2022-06-05,Estados Unidos,Terrestre,Ocio,San Salvador,11,181,2022,6,5,2,16.45
10056,2022-09-22,Canada,Aerea,Ocio,San Salvador,8,1385,2022,9,22,3,173.12
10057,2022-03-10,Estados Unidos,Terrestre,Ocio,Sonsonate,4,221,2022,3,10,1,55.25
10058,2021-05-24,Nicaragua,Terrestre,Familiares,Ahuachapan,6,1898,2021,5,24,2,316.33
10059,2021-10-16,Estados Unidos,Aerea,Familiares,San Salvador,8,1877,2021,10,16,4,234.62
10060,2024-11-10,Estados Unidos,Terrestre,Familiares,Sonsonate,3,387,2024,11,10,4,129.0
10061,2021-01-14,Honduras,Terrestre,Familiares,San Miguel,6,1552,2021,1,14,1,258.67
10062,2021-09-14,Guatemala,Aerea,Familiares,San Salvador,7,2290,2021,9,14,3,327.14
10063,2024-10-01,Guatemala,Aerea,Familiares,Ahuachapan,8,2209,2024,10,1,4,276.12
10064,2024-09-30,Estados Unidos,Terrestre,Familiares,Usulutan,5,757,2024,9,30,3,151.4
10065,2024-11-24,Estados Unidos,Aerea,Familiares,San Miguel,4,2478,2024,11,24,4,619.5
10066,2024-05-15,Guatemala,Aerea,Ocio,San Miguel,10,1680,2024,5,15,2,168.0
