id_visita,idPais,idDepartamento,idTiempo,idMotivo,idVia,noches_estadia,gasto_total
9322,6,4,1224,2,2,11,316
9323,3,5,1287,2,2,2,1877
9324,2,2,774,5,1,8,1594
9325,7,4,215,3,2,7,1640
9326,6,6,847,1,1,10,1414
9327,5,5,279,3,1,2,1214
9328,2,7,471,3,1,5,250
9329,8,4,884,2,2,5,1300
9330,6,1,375,3,2,10,2088
9331,8,4,1353,2,2,2,210
9332,2,3,777,3,2,8,568
9333,5,5,1062,1,2,11,872
9334,3,8,1070,4,2,2,813
9335,2,8,60,3,2,7,281
9336,3,1,727,2,1,6,1254
9337,5,1,1143,2,2,7,1744
9338,1,2,599,2,1,9,2205
9339,4,5,1268,3,2,5,2450
9340,2,7,560,5,1,7,2372
9341,3,2,942,1,1,11,2158
9342,3,8,1456,3,2,11,538
9343,1,7,911,5,2,4,1699
9344,2,8,472,5,1,4,1840
9345,5,7,1394,2,2,10,1860
9346,3,3,33,3,2,9,2154
9347,8,7,203,2,2,7,1743
9348,3,4,439,2,2,8,1643
9349,3,6,1058,3,1,9,589
9350,6,1,392,3,2,11,1021
9351,5,5,890,3,1,7,888
9352,2,3,755,5,2,5,1648
9353,2,5,368,3,1,4,1497
9354,7,8,768,2,2,11,1756
9355,2,1,884,2,1,4,1841
9356,5,6,858,2,2,7,594
9357,5,3,1376,1,1,1,621
9358,6,1,506,4,2,11,2306
9359,3,8,598,2,1,1,1260
9360,5,3,380,3,2,8,2076
9361,2,7,51,2,2,6,2402
9362,3,4,679,2,2,1,428
9363,2,4,710,4,1,11,2055
9364,7,7,261,2,2,5,386
9365,7,5,80,3,1,8,2470
9366,2,1,660,3,2,1,1736
9367,2,1,692,1,2,10,2320
9368,5,1,437,1,1,8,174
9369,5,6,895,3,2,3,1510
9370,3,1,291,3,2,10,490
9371,6,3,481,3,2,10,785
9372,4,8,868,2,2,3,793
9373,2,1,59,2,2,4,249
9374,2,8,446,3,2,8,903
9375,3,8,1014,2,2,10,2198
9376,7,6,101,3,2,8,205
9377,3,6,524,2,2,2,317
9378,5,8,907,2,2,2,1785
9379,2,4,976,3,2,11,958
9380,8,5,1199,3,2,5,1026
9381,5,3,1153,3,1,1,170
9382,2,2,768,3,2,8,760
9383,2,3,1124,2,1,9,733
9384,2,7,1250,3,2,4,286
9385,7,2,189,2,2,8,1330
9386,5,7,1290,2,2,2,964
9387,3,3,783,2,2,11,1786
9388,2,1,406,2,2,7,1524
9389,2,2,76,2,1,5,157
9390,3,3,983,2,2,10,229
9391,2,8,1435,2,2,3,1602
9392,2,4,939,2,2,3,1614
9393,2,4,474,3,1,1,959
9394,2,4,921,3,2,1,439
9395,3,7,491,4,2,11,1891
9396,1,8,777,5,2,8,1961
9397,2,4,734,4,1,10,369
9398,5,8,459,2,1,5,1147
9399,2,5,919,2,2,8,1589
9400,3,6,74,1,1,4,1203
9401,8,3,1333,2,2,7,1462
9402,2,3,432,3,1,10,2180
9403,2,6,1115,1,1,11,951
9404,2,8,290,3,2,5,517
9405,3,2,809,3,2,4,1739
9406,5,8,203,2,1,11,1978
9407,2,2,1426,2,2,5,855
9408,2,4,466,3,1,4,2044
9409,4,1,1088,3,1,3,471
9410,3,4,1294,5,2,8,1618
9411,3,7,986,1,1,6,718
9412,8,1,200,4,2,1,188
9413,2,4,617,4,2,10,932
9414,1,4,78,3,1,6,128
9415,6,8,545,3,2,8,1712
9416,2,1,683,3,1,4,712
9417,3,5,139,2,2,2,2221
9418,3,6,971,2,1,4,2054
9419,4,8,787,3,2,9,1376
9420,2,8,772,5,2,7,1989
9421,5,2,333,5,2,10,2407
9422,6,7,1267,2,2,7,2007
9423,7,8,1006,2,1,2,2014
9424,1,5,409,2,2,3,424
9425,5,4,312,2,1,7,2257
9426,1,1,485,2,2,5,1377
9427,2,4,623,2,2,8,2385
9428,5,6,148,3,2,7,2152
9429,5,1,123,2,1,4,216
9430,2,3,532,5,1,11,2207
9431,2,4,329,2,2,4,2387
9432,3,1,568,2,2,8,2477
9433,2,4,1320,1,1,9,2016
9434,2,6,271,5,2,8,1610
9435,2,8,461,5,2,5,749
9436,6,4,343,3,1,1,2405
9437,2,2,1153,5,2,6,336
9438,7,6,1315,3,2,3,232
9439,2,2,340,2,1,4,1935
9440,3,4,1362,3,2,10,1265
9441,3,4,1328,2,2,1,2311
9442,3,6,30,3,2,5,1749
9443,7,6,1232,2,2,8,833
9444,5,2,1060,2,1,2,239
9445,5,7,455,2,1,6,1288
9446,2,3,73,3,2,11,2123
9447,5,6,1092,2,1,10,1063
9448,3,6,556,2,2,8,2119
9449,2,4,294,2,1,8,139
9450,1,5,707,2,1,7,657
9451,1,7,1000,3,2,11,148
9452,2,8,796,2,2,9,751
9453,1,7,606,3,1,7,523
9454,5,1,934,2,1,10,660
9455,2,5,830,5,1,6,244
9456,2,4,225,2,2,6,231
9457,6,8,779,2,2,4,1102
9458,5,8,818,3,2,8,729
9459,2,6,691,3,2,11,1859
9460,3,6,1028,2,1,2,2295
9461,3,6,345,5,1,10,2423
9462,3,3,632,2,2,2,520
9463,3,5,903,3,2,9,734
9464,3,1,304,2,2,8,630
9465,3,3,886,2,2,5,717
9466,1,2,434,3,2,3,1007
9467,6,8,36,2,1,4,1225
9468,5,4,22,2,1,3,1656
9469,8,6,498,2,2,5,1257
9470,4,3,1336,2,1,8,1860
9471,2,4,1428,3,2,3,1374
9472,8,4,1419,2,2,11,293
9473,2,2,207,4,2,4,1795
9474,2,7,303,3,2,9,1728
9475,3,7,660,3,1,4,500
9476,3,6,370,2,1,5,408
9477,3,3,1226,3,2,4,248
9478,5,7,170,2,1,6,2445
9479,2,7,649,1,2,6,908
9480,6,6,1312,3,1,6,1931
9481,2,5,250,3,1,5,1194
9482,8,6,1207,5,2,7,1170
9483,2,4,830,2,2,3,621
9484,3,8,1383,2,1,8,1752
9485,3,7,736,2,2,3,1033
9486,5,1,917,5,2,3,1763
9487,2,1,1244,2,1,4,2464
9488,2,6,1436,3,2,2,2313
9489,2,7,858,1,1,6,893
9490,3,3,1009,2,1,8,633
9491,6,8,990,2,1,10,582
9492,2,4,429,2,2,11,2021
9493,3,2,1398,2,1,11,386
9494,5,2,1407,5,2,9,2466
9495,2,7,1311,2,2,4,1486
9496,2,1,628,4,2,4,2095
9497,2,1,969,2,2,1,2230
9498,2,7,578,4,2,9,2285
9499,2,3,1340,2,2,2,1701
9500,2,5,740,2,2,4,2098
9501,2,1,414,2,2,7,2123
9502,5,1,9,2,2,8,1625
9503,5,7,539,3,2,10,1080
9504,5,7,222,3,1,2,612
9505,3,8,334,2,1,6,1462
9506,2,6,895,2,2,1,1440
9507,2,5,12,4,1,10,1791
9508,2,5,789,2,1,7,661
9509,3,8,467,2,2,2,1847
9510,8,1,388,3,1,6,819
9511,2,6,1331,3,1,10,514
9512,3,8,1228,2,2,3,2087
9513,3,4,1293,2,2,11,810
9514,7,4,1008,4,1,9,365
9515,2,3,770,1,2,4,2465
9516,2,7,999,3,2,2,2255
9517,4,2,779,2,2,2,1654
9518,2,8,1055,1,2,8,713
9519,3,1,24,1,1,2,518
9520,4,2,933,3,2,10,2005
9521,8,2,1396,2,2,2,294
9522,2,4,179,5,1,11,2081
9523,2,2,276,2,1,7,1694
9524,2,4,1434,2,1,1,388
9525,3,7,1087,5,2,1,1825
9526,3,4,751,3,1,6,747
9527,6,1,329,4,2,11,270
9528,3,3,248,3,1,10,1956
9529,3,8,713,2,2,8,909
9530,2,5,259,2,1,10,1195
9531,2,6,504,2,1,8,2050
9532,2,5,437,1,2,7,2234
9533,2,6,748,1,2,4,791
9534,5,5,881,1,1,6,2079
9535,3,8,394,3,1,9,494
9536,2,1,809,2,2,4,393
9537,3,1,524,2,2,8,1401
9538,2,2,1312,2,1,8,132
9539,2,6,1368,1,2,6,1199
9540,4,4,850,2,2,7,1829
9541,8,3,1000,1,1,1,883
9542,2,8,1271,1,2,2,492
9543,5,1,759,2,2,10,593
9544,3,8,197,5,2,10,2487
9545,2,6,750,5,1,5,2051
9546,5,1,981,3,2,4,515
9547,2,7,197,3,2,5,515
9548,2,3,1262,3,2,5,739
9549,2,6,828,2,2,10,2185
9550,2,8,194,3,2,3,527
9551,2,8,673,4,2,6,678
9552,2,8,434,2,2,1,1106
9553,3,2,376,2,2,4,1725
9554,5,6,1034,3,2,10,671
9555,2,3,196,2,1,10,1828
9556,2,4,437,4,1,4,746
9557,2,2,823,3,1,9,565
9558,1,8,740,2,1,1,1258
9559,2,4,141,5,1,9,2277
9560,4,4,811,2,2,8,240
9561,2,7,1086,2,2,10,2007
9562,8,7,513,4,1,11,2176
9563,2,4,316,3,2,2,665
9564,2,8,378,5,1,2,202
9565,3,7,1404,4,1,4,581
9566,3,1,950,2,1,6,881
9567,3,4,942,3,1,3,927
9568,2,7,1310,1,2,9,707
9569,2,2,787,2,2,7,1947
9570,3,8,888,3,2,1,272
9571,8,1,158,2,2,10,299
9572,8,7,862,3,2,4,1781
9573,3,3,588,2,2,3,1157
9574,2,4,344,3,1,4,1662
9575,2,5,579,5,2,11,1108
9576,7,5,1000,5,2,6,793
9577,7,7,1044,1,1,3,2142
9578,8,3,1363,2,1,9,155
9579,3,1,1123,3,2,10,1774
9580,4,2,160,3,1,9,2242
9581,7,1,820,2,2,4,2376
9582,3,5,120,2,1,9,738
9583,5,4,1219,2,2,2,1614
9584,2,2,659,2,2,9,1899
9585,3,8,681,5,2,4,1332
9586,8,6,216,3,1,10,1297
9587,2,5,238,1,2,4,1486
9588,5,3,547,2,1,11,1065
9589,2,2,235,2,1,10,1366
9590,7,1,801,1,2,3,653
9591,5,4,1449,3,2,2,552
9592,8,6,1178,3,1,8,1328
9593,5,5,847,3,1,5,210
9594,2,2,343,2,2,10,1430
9595,2,7,1181,5,2,11,1251
9596,5,5,454,3,1,6,1497
9597,2,3,76,4,2,3,2434
9598,5,5,658,1,1,4,1355
9599,2,4,714,3,1,2,2227
9600,1,1,1406,3,2,3,635
9601,2,1,260,1,1,10,1201
9602,1,3,1001,5,1,5,624
9603,5,3,1031,2,2,11,1654
9604,2,6,279,2,2,11,667
9605,3,2,659,1,1,4,1442
9606,1,8,36,2,2,10,2250
9607,5,5,1228,3,1,10,629
9608,2,3,892,1,2,2,1931
9609,8,2,526,2,1,2,1148
9610,2,3,78,2,1,6,1617
9611,2,3,453,5,2,9,2193
9612,5,6,458,2,2,7,2219
9613,2,4,1116,3,2,8,2395
9614,3,4,541,2,1,4,720
9615,5,4,1447,5,1,2,1889
9616,3,1,1434,2,1,7,1158
9617,2,2,318,2,2,1,990
9618,3,6,1452,2,2,1,1561
9619,3,1,212,2,2,5,355
9620,3,3,558,3,2,3,422
9621,7,8,84,2,2,6,2231
9622,2,4,1453,3,2,4,1013
9623,5,6,840,2,1,7,617
9624,5,1,484,2,2,1,1014
9625,5,7,1377,3,1,6,317
9626,3,1,136,2,2,2,1381
9627,2,8,36,3,1,3,2140
9628,2,8,1130,2,1,10,1763
9629,5,6,742,2,1,5,369
9630,3,5,726,2,2,6,1056
9631,2,4,1038,3,1,1,1188
9632,3,8,10,4,2,5,1529
9633,7,7,1403,1,2,3,266
9634,2,6,1367,3,1,9,608
9635,6,3,612,2,1,8,1250
9636,2,8,607,2,2,10,1252
9637,3,5,875,2,2,3,520
9638,3,8,1093,2,2,4,1789
9639,2,8,1010,2,1,10,935
9640,1,6,527,2,1,4,547
9641,3,1,493,2,2,9,2226
9642,2,4,1213,2,1,4,616
9643,5,2,962,2,2,9,921
9644,3,6,722,2,1,4,978
9645,6,1,36,5,1,6,1677
9646,2,6,1223,4,2,5,794
9647,2,4,886,3,1,11,330
9648,2,3,990,5,2,6,803
9649,5,3,1184,3,2,8,1163
9650,3,1,954,3,1,9,292
9651,6,4,217,2,2,2,2357
9652,5,7,53,2,2,1,820
9653,8,8,1150,2,1,2,728
9654,6,1,249,2,2,4,559
9655,2,5,1217,2,2,6,224
9656,2,3,114,2,2,5,687
9657,2,2,1139,3,1,4,1529
9658,2,3,1396,3,1,8,745
9659,3,3,1000,2,2,3,1225
9660,2,2,37,3,1,1,1038
9661,2,4,893,2,1,9,1802
9662,2,4,251,2,1,7,631
9663,2,8,1166,3,2,4,444
9664,2,3,981,4,1,10,2188
9665,2,6,1146,1,1,10,1125
9666,2,6,672,2,1,1,839
9667,2,3,960,2,2,9,1458
9668,7,3,73,2,2,3,1233
9669,2,2,414,3,2,4,1623
9670,4,8,25,2,1,4,398
9671,3,3,578,3,1,1,1756
9672,3,7,630,3,1,4,232
9673,3,1,93,5,2,10,1783
9674,2,6,1344,3,2,2,1776
9675,2,3,1312,1,2,4,2185
9676,5,1,1270,3,2,7,1868
9677,8,4,588,2,2,8,241
9678,8,7,635,2,1,7,2343
9679,5,3,94,2,2,1,2308
9680,2,5,1404,1,2,4,1413
9681,3,1,1452,3,2,7,1632
9682,3,6,1137,3,2,6,2076
9683,7,6,141,1,2,6,751
9684,2,5,1036,3,1,11,858
9685,1,1,1274,1,2,6,1446
9686,2,4,578,2,2,6,1452
9687,3,1,1327,5,2,6,864
9688,6,7,487,1,1,11,1312
9689,8,2,1030,5,1,6,1165
9690,5,3,1108,3,2,8,349
9691,2,1,558,2,1,11,708
9692,2,2,473,2,2,2,455
9693,2,5,1132,2,1,1,1732
9694,5,7,1111,3,2,6,1289
9695,3,5,459,2,2,7,522
9696,3,5,567,3,2,10,2466
9697,3,7,358,3,1,9,2295
9698,3,2,124,2,2,3,2259
9699,3,6,1036,2,2,1,1303
9700,1,5,202,2,2,6,2442
9701,2,2,697,2,2,10,1406
9702,5,2,1394,3,1,5,2319
9703,2,3,452,2,1,4,1247
9704,5,5,410,2,2,10,1500
9705,8,8,1014,3,2,10,454
9706,2,7,1100,5,2,7,1106
9707,2,8,598,2,2,5,268
9708,2,8,698,4,2,11,280
9709,2,4,571,4,2,4,197
9710,5,6,174,3,2,10,882
9711,2,2,959,2,1,10,2385
9712,2,6,381,2,1,10,332
9713,5,7,804,1,1,9,1286
9714,3,8,196,3,1,8,2370
9715,2,6,1075,3,1,4,1012
9716,3,8,509,1,2,4,1411
9717,5,5,787,3,2,10,2173
9718,2,8,349,2,1,9,151
9719,3,5,1415,3,2,8,1390
9720,7,3,1011,2,2,7,2265
9721,2,4,186,2,1,1,2255
9722,5,4,470,2,2,4,1587
9723,7,6,208,1,2,1,243
9724,7,6,10,1,1,5,2446
9725,3,7,378,2,2,4,1741
9726,5,2,639,2,2,7,2123
9727,5,2,1053,2,1,8,1828
9728,5,8,876,3,2,1,1219
9729,3,4,196,3,1,5,1682
9730,2,7,661,2,1,10,1592
9731,2,7,73,2,2,7,1144
9732,2,4,401,5,1,3,1605
9733,2,2,597,2,2,9,1387
9734,3,6,1023,2,1,8,2106
9735,8,3,404,3,1,5,1446
9736,8,1,605,3,1,3,478
9737,5,2,636,2,1,3,1415
9738,6,1,864,2,2,3,898
9739,6,3,1014,2,1,2,784
9740,4,8,545,2,2,1,2440
9741,2,6,416,2,2,1,2000
9742,2,4,972,3,1,9,715
9743,3,7,221,3,1,7,1926
9744,2,1,1033,2,2,7,2287
9745,5,5,745,3,1,10,765
9746,2,7,105,4,1,2,250
9747,2,6,915,1,2,4,1686
9748,2,5,1363,2,2,8,1471
9749,3,4,1072,2,1,6,1411
9750,3,7,1112,3,2,4,1386
9751,5,7,960,3,1,10,2087
9752,2,3,1455,3,1,3,1533
9753,3,1,1102,2,1,2,986
9754,5,7,337,2,2,11,2447
9755,5,1,1106,3,2,4,1153
9756,2,7,212,3,2,4,1291
9757,2,3,257,2,1,1,525
9758,2,4,871,2,1,8,1316
9759,5,8,320,3,2,8,1195
9760,2,3,1234,3,2,6,2442
9761,2,6,468,3,1,5,2375
9762,2,4,215,3,1,1,193
9763,5,4,1135,1,2,8,679
9764,3,7,1202,2,2,7,189
9765,3,3,173,3,1,11,2052
9766,3,2,687,3,2,3,639
9767,2,5,907,5,1,7,2127
9768,2,7,63,3,1,7,827
9769,2,8,758,2,1,2,1873
9770,2,3,957,3,2,10,154
9771,4,2,290,3,2,3,746
9772,3,8,20,2,1,7,2029
9773,5,1,884,2,1,9,280
9774,2,3,315,2,1,6,1567
9775,2,5,445,2,1,10,1004
9776,2,7,1195,2,2,4,343
9777,5,5,679,4,2,10,2458
9778,2,6,1367,2,2,4,248
9779,2,1,978,2,1,8,935
9780,5,8,1122,1,2,8,1203
9781,6,1,1054,3,2,10,1832
9782,2,5,930,3,1,9,2237
9783,2,2,1343,2,1,11,990
9784,2,5,409,2,1,4,2126
9785,5,3,396,1,1,5,827
9786,2,6,152,1,2,8,2307
9787,3,4,448,3,2,8,298
9788,3,3,210,3,1,3,222
9789,2,1,551,3,1,5,1317
9790,2,3,737,2,2,10,579
9791,2,1,1343,3,2,10,1953
9792,2,6,171,3,2,2,2354
9793,2,1,1394,2,1,6,1013
9794,3,6,1104,3,1,5,254
9795,5,8,1379,1,2,10,471
9796,2,2,1397,3,2,11,1557
9797,3,8,901,2,1,8,1220
9798,2,2,82,1,1,2,1709
9799,5,6,586,3,2,7,413
9800,7,5,1442,3,1,5,1906
9801,5,8,253,3,2,5,1993
9802,2,8,498,2,2,5,149
9803,3,7,379,3,1,5,1373
9804,5,6,1359,2,1,1,1941
9805,2,1,1236,1,2,8,1417
9806,3,2,1018,3,1,2,949
9807,7,4,1115,3,1,7,1753
9808,2,2,1192,3,1,5,2452
9809,3,8,588,3,1,4,1704
9810,5,6,853,1,2,2,1066
9811,2,5,1401,3,1,11,2315
9812,2,6,509,2,2,4,534
9813,2,1,1157,2,2,6,166
9814,2,1,631,1,2,9,2011
9815,2,7,1189,5,1,5,1412
9816,2,8,700,3,2,3,324
9817,2,3,80,2,2,3,1444
9818,3,5,467,3,1,5,2237
9819,2,2,497,3,1,4,1614
9820,2,4,216,1,2,8,2067
9821,2,8,572,1,1,1,888
9822,2,1,162,3,1,10,1894
9823,2,7,434,1,1,3,494
9824,2,1,394,2,2,5,873
9825,5,8,49,2,1,4,1021
9826,2,5,328,2,2,1,1078
9827,2,8,659,1,1,5,2142
9828,5,8,999,4,1,1,943
9829,3,6,441,3,1,8,295
9830,3,3,898,3,1,10,2060
9831,7,4,979,2,1,6,1608
9832,2,1,315,3,1,7,199
9833,6,3,1059,2,2,9,1575
9834,1,2,1195,3,1,11,2143
9835,2,3,784,2,2,8,1956
9836,1,8,20,2,2,1,2367
9837,5,1,875,5,1,2,1616
9838,8,4,30,1,1,2,598
9839,5,6,1097,1,2,3,299
9840,5,4,782,1,1,5,2487
9841,2,8,1266,3,1,6,477
9842,3,1,1037,5,1,3,231
9843,2,2,944,2,2,6,1514
9844,2,7,1021,5,1,6,704
9845,6,3,310,5,1,10,1163
9846,2,6,692,3,2,3,2235
9847,5,4,497,3,1,4,2477
9848,2,6,435,2,2,4,567
9849,2,4,100,1,2,1,625
9850,3,3,891,3,2,10,256
9851,2,3,1100,3,2,1,917
9852,6,3,105,3,2,4,1960
9853,2,2,1072,1,1,8,2424
9854,2,6,1101,2,1,9,1192
9855,2,1,89,2,2,6,2135
9856,2,2,1151,2,2,3,2076
9857,2,7,717,3,2,1,181
9858,3,3,478,3,2,4,905
9859,3,3,103,3,1,2,1757
9860,2,4,1339,2,2,7,2125
9861,2,1,125,1,2,3,686
9862,7,4,1328,2,1,8,1543
9863,3,7,396,5,1,9,748
9864,2,7,398,1,2,4,757
9865,5,1,864,2,1,5,816
9866,5,7,381,2,2,5,1054
9867,5,1,1170,3,1,8,1211
9868,7,5,1177,2,2,1,1104
9869,2,2,423,3,1,6,2410
9870,2,5,1238,2,2,11,1177
9871,2,7,199,3,2,2,1290
9872,4,1,1332,2,1,9,2421
9873,2,6,637,3,2,7,2242
9874,3,2,1001,2,2,11,211
9875,5,5,655,2,2,10,329
9876,3,8,389,1,2,9,2344
9877,2,4,1285,2,1,10,1940
9878,2,4,81,2,1,4,2443
9879,2,3,1164,3,2,5,1427
9880,2,2,1041,5,2,11,2303
9881,2,6,1034,2,1,10,991
9882,5,6,225,3,2,7,1567
9883,1,1,444,2,1,3,293
9884,3,1,1253,2,2,8,848
9885,3,7,12,1,2,7,2366
9886,3,3,234,3,1,11,2195
9887,2,4,1129,2,1,6,1969
9888,2,6,1129,2,1,8,339
9889,2,1,558,2,1,2,1117
9890,5,5,937,4,2,5,1220
9891,6,4,156,2,2,9,2389
9892,2,1,1008,5,2,8,222
9893,2,8,208,2,2,1,703
9894,2,3,598,2,2,10,1466
9895,2,3,1227,2,2,8,1991
9896,3,5,962,2,1,2,583
9897,5,2,1335,2,2,7,2027
9898,5,8,812,2,1,1,1614
9899,3,6,335,2,2,3,1482
9900,2,3,1446,3,1,7,593
9901,8,7,1452,2,1,10,521
9902,5,6,497,4,1,1,1125
9903,2,5,245,3,2,11,712
9904,2,5,867,2,2,9,2197
9905,7,2,518,2,2,4,2282
9906,2,7,39,3,1,5,1671
9907,3,4,610,3,1,3,1415
9908,2,3,611,2,2,9,1335
9909,7,5,233,2,2,11,2110
9910,3,1,364,3,1,6,2400
9911,3,6,572,2,1,7,1111
9912,4,6,870,2,2,8,1835
9913,8,4,985,2,1,1,392
9914,7,1,639,3,2,1,2003
9915,2,6,352,1,1,6,1497
9916,2,4,682,2,1,6,1135
9917,2,4,184,2,2,1,2450
9918,2,1,464,2,2,8,1995
9919,1,8,418,3,1,10,2243
9920,1,4,1114,3,1,7,1141
9921,3,6,34,2,1,7,1985
9922,2,5,159,2,2,4,2189
9923,2,2,466,5,1,5,1666
9924,2,7,584,3,1,8,2123
9925,2,4,39,3,1,10,1727
9926,3,8,350,2,2,9,1856
9927,3,3,816,2,2,4,157
9928,1,3,1460,3,2,9,2257
9929,2,3,1060,2,2,10,1700
9930,2,3,406,2,1,10,720
9931,4,3,219,2,2,9,759
9932,3,1,967,3,2,9,1579
9933,2,5,960,4,1,3,946
9934,2,2,1256,2,2,4,358
9935,7,3,649,4,1,5,1888
9936,5,8,1407,3,2,6,1234
9937,4,6,1402,1,2,10,2218
9938,2,8,1322,2,2,6,942
9939,5,4,4,2,1,10,1799
9940,3,6,859,3,1,1,844
9941,2,2,1250,4,1,4,1348
9942,6,7,1289,3,2,10,985
9943,3,4,498,3,2,7,482
9944,1,3,1103,3,1,11,625
9945,4,3,623,5,1,8,2148
9946,2,5,1060,3,1,8,727
9947,3,7,864,3,1,6,1520
9948,2,7,763,2,1,3,671
9949,5,8,473,4,2,4,316
9950,3,6,785,2,2,4,2261
9951,5,8,844,3,2,6,946
9952,2,6,1220,2,2,4,425
9953,5,1,1199,2,2,5,130
9954,2,4,699,2,2,6,1252
9955,2,6,959,2,2,11,1798
9956,5,3,1317,3,1,3,1075
9957,2,3,1250,4,2,3,513
9958,2,6,902,1,2,7,2315
9959,2,1,799,2,1,1,2330
9960,2,8,1270,2,1,4,1498
9961,2,4,487,3,2,3,855
9962,5,2,1210,2,1,5,1841
9963,5,4,647,1,2,2,1654
9964,2,6,938,1,2,10,899
9965,2,2,317,1,2,9,2213
9966,2,6,318,3,2,5,2046
9967,5,2,170,4,1,10,1719
9968,2,8,1344,3,1,4,484
9969,2,3,948,4,2,4,514
9970,2,8,699,5,2,7,2074
9971,2,3,44,2,2,4,1731
9972,5,2,1096,5,2,10,1987
9973,2,8,1349,2,2,8,1158
9974,2,5,779,3,2,1,2093
9975,2,4,1082,2,2,10,1055
9976,8,7,522,2,1,11,1162
9977,5,8,87,3,2,6,1823
9978,2,3,756,4,1,9,769
9979,2,4,573,2,2,5,1855
9980,4,1,1218,3,1,5,1037
9981,2,7,693,3,2,4,1803
9982,6,7,1410,4,2,9,2168
9983,2,7,887,3,2,2,1264
9984,2,7,135,5,1,9,1298
9985,5,8,543,4,1,6,226
9986,3,1,628,5,2,10,2358
9987,6,2,594,3,2,8,261
9988,5,4,1294,2,2,4,1748
9989,2,5,740,3,1,4,605
9990,5,1,973,3,1,10,2113
9991,7,7,1336,4,2,1,2283
9992,3,3,640,1,2,6,696
9993,2,6,560,3,1,2,1320
9994,2,4,1006,2,2,5,862
9995,2,6,469,3,2,3,1227
9996,7,8,867,3,2,2,725
9997,2,8,735,2,2,10,726
9998,2,4,8,3,1,1,542
9999,5,3,113,2,1,9,737
10000,2,4,1123,5,1,1,2089
10001,3,5,890,2,1,8,611
10002,4,2,191,2,1,6,1634
10003,2,3,592,3,2,4,750
10004,2,6,460,4,2,9,1941
10005,3,2,610,5,2,1,231
10006,5,5,849,3,1,4,1797
10007,3,4,1140,3,1,11,154
10008,2,1,241,2,1,10,784
10009,2,8,733,2,2,7,2476
10010,5,4,1052,2,2,4,1455
10011,2,6,761,1,2,11,1172
10012,5,5,1456,3,1,1,2079
10013,3,7,872,1,2,4,812
10014,3,3,541,1,1,11,492
10015,1,5,527,2,2,11,2010
10016,2,5,648,2,2,6,2444
10017,2,2,316,3,2,8,2248
10018,3,7,518,1,1,2,2419
10019,2,6,1132,1,2,9,449
10020,3,6,718,2,2,7,888
10021,6,5,767,5,2,6,1155
10022,4,7,1409,2,2,3,518
10023,3,8,179,2,2,4,2081
10024,1,3,249,2,1,8,1381
10025,2,5,882,2,1,7,149
10026,3,4,813,2,2,6,1261
10027,2,7,1098,2,1,7,1683
10028,2,4,275,2,2,9,2273
10029,2,4,926,2,2,5,2440
10030,1,8,75,2,1,5,2392
10031,5,3,1407,2,2,11,2124
10032,3,7,706,1,1,10,1961
10033,2,4,686,2,1,7,1578
10034,2,4,606,3,2,7,1850
10035,8,2,651,2,2,5,1500
10036,3,6,1380,3,2,8,2181
10037,3,6,697,3,2,6,1607
10038,1,6,638,3,2,4,720
10039,3,4,998,3,2,9,1340
10040,3,6,912,2,1,2,317
10041,2,2,1297,1,1,2,2491
10042,2,5,170,4,1,5,2106
10043,5,7,1050,2,2,3,2483
10044,2,6,587,5,2,3,2491
10045,3,8,1204,2,1,7,218
10046,2,1,667,3,2,5,1571
10047,2,8,872,3,1,6,709
10048,3,4,644,1,2,3,1945
10049,2,7,841,2,1,8,198
10050,1,3,1065,2,1,5,1275
10051,2,3,608,2,2,8,1761
10052,3,6,443,5,1,4,1284
10053,2,8,221,2,1,4,704
10054,2,7,1099,2,1,5,431
10055,2,3,100,3,1,11,181
10056,1,3,1071,3,2,8,1385
10057,2,2,1320,3,1,4,221
10058,7,8,210,2,1,6,1898
10059,2,3,109,2,2,8,1877
10060,2,2,185,2,1,3,387
10061,5,4,53,2,1,6,1552
10062,3,3,1295,2,2,7,2290
10063,3,8,56,2,2,8,2209
10064,2,7,978,2,1,5,757
10065,2,4,1140,2,2,4,2478
10066,3,4,613,3,2,10,1680
10067,4,8,1315,2,2,10,712
10068,2,2,1189,2,1,10,1339
10069,8,3,287,1,1,4,1255
10070,2,8,216,2,1,3,2165
10071,3,4,80,2,2,2,1041
10072,2,1,1105,3,1,10,233
10073,2,5,921,3,2,6,1405
10074,2,2,693,4,2,1,1740
10075,2,1,641,5,2,6,2225
10076,6,8,1225,3,1,5,560
10077,5,5,1026,2,2,2,2107
10078,5,8,843,3,2,10,1346
10079,2,5,168,2,2,11,458
10080,8,1,1330,5,2,5,1262
10081,3,6,1424,3,2,7,1950
10082,4,6,293,3,1,1,878
10083,2,4,1406,2,2,11,1978
10084,2,2,831,3,1,11,871
10085,6,7,963,2,2,5,990
10086,2,6,850,2,1,8,741
10087,4,2,552,3,2,11,1731
10088,2,8,1198,4,1,8,387
10089,3,1,646,2,1,8,1136
10090,4,7,1410,4,2,1,1310
10091,3,6,774,5,2,8,1431
10092,5,6,1085,5,1,8,1852
10093,2,3,341,1,1,5,737
10094,2,4,546,5,2,11,2154
10095,2,3,1292,2,2,11,397
10096,3,5,232,2,1,6,298
10097,5,8,1,3,1,2,210
10098,2,3,10,2,1,2,1572
10099,3,4,23,4,2,1,1303
