id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total
12772,2023-05-25,Costa Rica,Terrestre,Ocio,Ahuachapan,4,2310
12773,2021-12-09,Honduras,Terrestre,Ocio,San Salvador,7,1672
12774,2022-08-03,España,Terrestre,Familiares,Usulutan,9,2217
12775,2023-02-22,Honduras,Terrestre,Familiares,La Libertad,3,2094
12776,2021-11-17,Estados Unidos,Terrestre,Familiares,San Miguel,6,1619
12777,2023-04-02,España,Terrestre,Ocio,San Salvador,3,662
12778,2022-06-16,España,Terrestre,Familiares,Santa Ana,3,2489
12779,2024-08-05,Estados Unidos,Terrestre,Familiares,Ahuachapan,6,2476
12780,2022-05-07,Canada,Terrestre,Ocio,San Miguel,1,1922
12781,2022-09-04,Guatemala,Aerea,Ocio,Usulutan,1,1734
12782,2021-09-09,Costa Rica,Terrestre,Ocio,Sonsonate,4,1000
12783,2024-01-06,Canada,Aerea,Religioso,Ahuachapan,3,1305
12784,2024-11-16,Canada,Aerea,Ocio,La Libertad,7,2298
12785,2024-12-06,Mexico,Aerea,Ocio,La Libertad,7,404
12786,2021-06-22,Estados Unidos,Aerea,Ocio,Sonsonate,4,1265
12787,2023-05-25,Estados Unidos,Aerea,Ocio,La Libertad,7,2124
12788,2021-07-20,Estados Unidos,Terrestre,Ocio,San Miguel,4,1160
12789,2021-08-05,Estados Unidos,Aerea,Negocios,La Libertad,8,445
12790,2022-01-11,Estados Unidos,Terrestre,Negocios,Usulutan,4,2340
12791,2021-01-11,Honduras,Terrestre,Familiares,San Salvador,2,1452
12792,2023-11-02,Estados Unidos,Terrestre,Salud,La Libertad,10,184
12793,2023-06-11,Honduras,Aerea,Negocios,Santa Ana,4,193
12794,2022-03-11,Nicaragua,Terrestre,Salud,San Salvador,10,1939
12795,2023-03-29,Guatemala,Aerea,Familiares,La Paz,3,1441
12796,2024-10-28,Guatemala,Aerea,Ocio,Santa Ana,5,1971
12797,2024-07-20,Estados Unidos,Aerea,Familiares,La Paz,4,1401
12798,2023-07-20,Estados Unidos,Terrestre,Familiares,San Miguel,10,397
12799,2022-11-22,Guatemala,Terrestre,Familiares,Usulutan,6,1645
12800,2024-03-01,Honduras,Terrestre,Religioso,San Salvador,3,600
12801,2023-05-05,Guatemala,Aerea,Ocio,Santa Ana,3,1753
12802,2023-02-23,Honduras,Aerea,Familiares,Usulutan,4,1043
12803,2021-11-15,Estados Unidos,Terrestre,Familiares,Ahuachapan,3,1999
12804,2023-04-24,Estados Unidos,Aerea,Ocio,Ahuachapan,3,923
12805,2022-09-13,Honduras,Aerea,Familiares,Ahuachapan,4,1588
12806,2023-02-24,Estados Unidos,Aerea,Familiares,San Salvador,10,1657
12807,2024-04-06,Guatemala,Aerea,Familiares,San Miguel,8,1066
12808,2022-02-01,Honduras,Aerea,Familiares,Ahuachapan,7,1818
12809,2024-04-18,Estados Unidos,Aerea,Negocios,La Paz,1,487
12810,2023-12-18,Guatemala,Terrestre,Negocios,Sonsonate,4,1826
12811,2022-04-05,Honduras,Terrestre,Religioso,San Miguel,6,1154
12812,2021-03-02,Honduras,Terrestre,Ocio,San Miguel,7,347
12813,2022-01-04,Estados Unidos,Terrestre,Ocio,San Miguel,10,2214
12814,2024-02-19,Nicaragua,Terrestre,Negocios,La Libertad,11,1505
12815,2022-12-20,Estados Unidos,Terrestre,Familiares,San Miguel,9,380
12816,2022-06-30,Guatemala,Aerea,Ocio,Ahuachapan,11,567
12817,2023-11-07,Estados Unidos,Aerea,Familiares,Sonsonate,1,300
12818,2022-05-11,Estados Unidos,Terrestre,Familiares,Ahuachapan,1,1784
12819,2022-05-12,Estados Unidos,Terrestre,Negocios,San Miguel,2,1485
12820,2022-05-20,Estados Unidos,Aerea,Ocio,Sonsonate,4,1136
12821,2023-08-27,Estados Unidos,Aerea,Ocio,San Salvador,2,2182
12822,2024-08-31,Estados Unidos,Terrestre,Familiares,San Salvador,7,1256
12823,2023-12-29,Mexico,Terrestre,Familiares,La Libertad,10,1690
12824,2021-06-10,Estados Unidos,Aerea,Negocios,Ahuachapan,8,266
12825,2022-12-19,Mexico,Terrestre,Familiares,Sonsonate,1,1027
12826,2024-03-14,Mexico,Terrestre,Salud,Usulutan,10,2368
12827,2023-09-20,Guatemala,Aerea,Negocios,Ahuachapan,8,459
12828,2024-11-09,Guatemala,Aerea,Familiares,San Miguel,10,2295
12829,2021-09-26,Estados Unidos,Terrestre,Familiares,Santa Ana,9,1847
12830,2022-11-30,España,Terrestre,Familiares,San Salvador,9,893
12831,2023-05-15,Honduras,Aerea,Familiares,San Miguel,11,636
12832,2021-12-16,Costa Rica,Aerea,Familiares,Sonsonate,2,1254
12833,2021-04-20,Estados Unidos,Aerea,Familiares,La Paz,3,1070
12834,2022-02-11,Mexico,Aerea,Ocio,San Miguel,9,1909
12835,2022-10-12,Estados Unidos,Aerea,Salud,Usulutan,8,1722
12836,2021-02-20,Mexico,Terrestre,Familiares,Ahuachapan,11,1809
12837,2024-11-27,Estados Unidos,Aerea,Familiares,Usulutan,4,534
12838,2024-01-16,Guatemala,Terrestre,Religioso,Usulutan,5,253
12839,2023-12-28,Honduras,Aerea,Familiares,San Salvador,4,1111
12840,2022-08-19,Guatemala,Terrestre,Familiares,La Libertad,5,841
12841,2023-09-06,Estados Unidos,Terrestre,Familiares,Sonsonate,1,1728
12842,2023-12-02,Honduras,Aerea,Familiares,San Salvador,2,438
12843,2023-01-01,Estados Unidos,Aerea,Ocio,La Libertad,2,1275
12844,2021-02-26,Guatemala,Aerea,Familiares,La Libertad,5,533
12845,2023-01-08,Guatemala,Terrestre,Ocio,La Paz,2,292
12846,2021-07-15,Estados Unidos,Aerea,Ocio,La Libertad,1,1425
12847,2023-12-22,Honduras,Aerea,Negocios,San Salvador,11,957
12848,2024-07-10,Estados Unidos,Terrestre,Ocio,San Salvador,10,702
12849,2021-04-22,Estados Unidos,Terrestre,Familiares,San Miguel,5,692
12850,2023-02-04,Guatemala,Aerea,Familiares,Santa Ana,2,878
12851,2022-12-12,Canada,Terrestre,Religioso,Sonsonate,2,1181
12852,2024-04-16,Guatemala,Aerea,Familiares,Sonsonate,1,2229
12853,2023-08-06,Nicaragua,Aerea,Familiares,La Paz,10,903
12854,2021-01-26,Guatemala,Aerea,Religioso,Sonsonate,3,2490
12855,2022-02-14,Honduras,Aerea,Negocios,La Libertad,2,2435
12856,2023-01-28,Estados Unidos,Terrestre,Familiares,Usulutan,7,1999
12857,2022-06-15,Nicaragua,Aerea,Ocio,Ahuachapan,8,2396
12858,2024-09-02,Estados Unidos,Aerea,Familiares,San Salvador,9,2094
12859,2024-02-04,Guatemala,Terrestre,Ocio,La Libertad,8,1540
12860,2023-01-19,Estados Unidos,Aerea,Religioso,Ahuachapan,6,2438
12861,2021-09-03,Costa Rica,Terrestre,Negocios,Sonsonate,8,527
12862,2024-01-10,Honduras,Aerea,Familiares,San Miguel,1,1123
12863,2022-10-24,Mexico,Aerea,Ocio,San Miguel,9,186
12864,2023-06-28,Estados Unidos,Aerea,Familiares,Santa Ana,8,1833
12865,2022-01-31,Estados Unidos,Aerea,Ocio,Usulutan,3,2140
12866,2022-06-06,Estados Unidos,Aerea,Familiares,Usulutan,2,866
12867,2023-07-15,Guatemala,Aerea,Salud,Sonsonate,9,2103
12868,2021-09-21,Honduras,Aerea,Ocio,Usulutan,3,2343
12869,2023-03-01,Estados Unidos,Aerea,Familiares,La Paz,6,2379
12870,2024-07-21,Estados Unidos,Aerea,Ocio,San Salvador,2,839
12871,2021-06-21,Estados Unidos,Aerea,Familiares,La Libertad,5,1462
12872,2021-09-22,Honduras,Terrestre,Familiares,Sonsonate,6,483
12873,2023-11-16,Estados Unidos,Aerea,Familiares,San Salvador,9,894
12874,2022-04-21,España,Aerea,Familiares,San Miguel,4,473
12875,2021-12-22,Estados Unidos,Aerea,Familiares,Usulutan,10,409
12876,2023-11-16,Honduras,Terrestre,Ocio,La Libertad,9,454
12877,2021-02-03,Guatemala,Terrestre,Ocio,Sonsonate,7,1916
12878,2021-09-21,Estados Unidos,Aerea,Familiares,Sonsonate,9,2096
12879,2024-03-07,Honduras,Terrestre,Familiares,San Miguel,3,577
12880,2023-03-27,Estados Unidos,Terrestre,Ocio,Sonsonate,9,1215
12881,2023-05-25,Honduras,Aerea,Familiares,La Paz,7,1188
12882,2023-01-24,Guatemala,Aerea,Ocio,La Paz,7,1015
12883,2022-07-20,Estados Unidos,Aerea,Salud,La Libertad,6,1854
12884,2022-04-07,Nicaragua,Terrestre,Ocio,Usulutan,10,482
12885,2024-04-06,Honduras,Aerea,Ocio,La Libertad,2,1876
12886,2022-10-17,Honduras,Aerea,Ocio,San Salvador,7,648
12887,2021-03-22,Estados Unidos,Terrestre,Ocio,Santa Ana,8,2486
12888,2023-01-27,Estados Unidos,Terrestre,Familiares,San Salvador,10,1421
12889,2023-05-20,Estados Unidos,Terrestre,Ocio,Usulutan,1,2084
12890,2024-12-01,Canada,Terrestre,Ocio,San Miguel,8,1299
12891,2023-12-06,Costa Rica,Terrestre,Salud,Santa Ana,8,2376
12892,2022-08-22,Guatemala,Aerea,Familiares,Sonsonate,5,1721
12893,2023-03-18,Estados Unidos,Aerea,Ocio,Sonsonate,4,1716
12894,2023-12-13,Honduras,Terrestre,Ocio,San Salvador,2,604
12895,2023-09-11,Honduras,Aerea,Ocio,Ahuachapan,3,255
12896,2022-12-05,Nicaragua,Aerea,Familiares,Ahuachapan,3,1022
12897,2022-04-21,Estados Unidos,Aerea,Familiares,La Paz,6,1337
12898,2022-08-15,Estados Unidos,Terrestre,Familiares,La Paz,6,1677
12899,2021-01-16,Estados Unidos,Terrestre,Ocio,La Libertad,9,930
12900,2024-10-15,Estados Unidos,Terrestre,Ocio,La Libertad,8,1553
12901,2022-05-02,Honduras,Terrestre,Familiares,San Salvador,9,2162
12902,2022-12-07,Guatemala,Aerea,Negocios,Usulutan,11,800
12903,2024-03-10,Nicaragua,Aerea,Ocio,La Paz,1,1626
12904,2022-09-12,Estados Unidos,Aerea,Familiares,Usulutan,11,1835
12905,2023-10-16,Guatemala,Terrestre,Familiares,Sonsonate,10,1964
12906,2023-02-16,Guatemala,Terrestre,Familiares,San Miguel,1,2186
12907,2022-03-23,Estados Unidos,Aerea,Ocio,Usulutan,4,529
12908,2021-10-17,Guatemala,Aerea,Ocio,Sonsonate,5,284
12909,2021-07-28,Guatemala,Terrestre,Religioso,La Paz,7,1028
12910,2022-02-17,Mexico,Terrestre,Familiares,San Salvador,3,561
12911,2022-11-08,Estados Unidos,Aerea,Familiares,La Libertad,11,2342
12912,2024-12-21,Nicaragua,Terrestre,Familiares,Ahuachapan,11,1038
12913,2024-10-26,España,Aerea,Familiares,San Salvador,1,1733
12914,2022-10-26,Honduras,Aerea,Familiares,La Paz,8,410
12915,2021-10-17,Honduras,Aerea,Familiares,San Salvador,5,2245
12916,2024-12-26,Estados Unidos,Terrestre,Ocio,La Paz,5,1891
12917,2024-07-15,Guatemala,Terrestre,Ocio,Ahuachapan,6,1800
12918,2021-05-31,Honduras,Terrestre,Familiares,San Salvador,9,1393
12919,2024-07-02,Guatemala,Terrestre,Ocio,Ahuachapan,2,1713
12920,2024-10-08,Estados Unidos,Aerea,Ocio,Santa Ana,11,1831
12921,2024-11-01,Costa Rica,Terrestre,Familiares,Sonsonate,4,2437
12922,2023-05-05,Guatemala,Terrestre,Familiares,Usulutan,4,1083
12923,2024-10-13,España,Aerea,Familiares,Santa Ana,7,330
12924,2022-08-31,Guatemala,Aerea,Familiares,La Paz,6,683
12925,2022-01-05,Honduras,Terrestre,Ocio,Sonsonate,6,1962
12926,2024-06-04,Honduras,Aerea,Familiares,Santa Ana,10,1200
12927,2022-12-06,Guatemala,Aerea,Familiares,San Miguel,1,2322
12928,2024-08-19,Estados Unidos,Aerea,Familiares,Usulutan,9,1871
12929,2023-04-06,Estados Unidos,Terrestre,Familiares,San Salvador,7,545
12930,2023-10-02,Guatemala,Terrestre,Ocio,San Salvador,3,1969
12931,2024-11-13,Canada,Aerea,Ocio,Sonsonate,10,2235
12932,2022-01-12,Guatemala,Terrestre,Ocio,La Paz,4,421
12933,2023-08-31,Estados Unidos,Aerea,Ocio,San Miguel,1,870
12934,2021-04-28,Estados Unidos,Terrestre,Negocios,Santa Ana,2,269
12935,2023-10-26,Guatemala,Aerea,Ocio,La Paz,6,941
12936,2022-03-20,Guatemala,Terrestre,Religioso,Ahuachapan,7,965
12937,2024-10-07,Costa Rica,Terrestre,Familiares,San Salvador,5,459
12938,2023-01-25,Guatemala,Aerea,Religioso,La Libertad,2,1753
12939,2022-10-02,Estados Unidos,Terrestre,Ocio,Usulutan,7,2418
12940,2021-05-04,Guatemala,Aerea,Negocios,La Libertad,7,1253
12941,2022-10-20,Honduras,Terrestre,Ocio,La Paz,3,2337
12942,2024-07-24,Guatemala,Aerea,Familiares,San Salvador,1,836
12943,2023-04-02,Estados Unidos,Terrestre,Negocios,San Salvador,1,2350
12944,2024-11-18,Estados Unidos,Aerea,Familiares,La Libertad,11,2167
12945,2022-10-26,Honduras,Aerea,Familiares,La Libertad,8,2236
12946,2021-12-26,Estados Unidos,Terrestre,Familiares,San Miguel,7,1752
12947,2022-09-15,Estados Unidos,Terrestre,Ocio,Santa Ana,4,552
12948,2023-12-17,Estados Unidos,Terrestre,Ocio,Santa Ana,4,937
12949,2024-06-28,Costa Rica,Terrestre,Religioso,Ahuachapan,1,2258
12950,2023-07-08,Estados Unidos,Aerea,Familiares,La Libertad,1,1950
12951,2024-03-19,Honduras,Terrestre,Ocio,Ahuachapan,1,1119
12952,2022-03-28,Guatemala,Terrestre,Familiares,La Paz,8,1344
12953,2024-03-31,Guatemala,Aerea,Negocios,San Miguel,2,694
12954,2021-04-30,Honduras,Terrestre,Ocio,Sonsonate,7,593
12955,2022-08-05,Estados Unidos,Terrestre,Ocio,San Salvador,10,1975
12956,2024-10-06,Estados Unidos,Terrestre,Religioso,Usulutan,7,2094
12957,2021-04-09,Estados Unidos,Aerea,Familiares,San Salvador,7,349
12958,2024-04-05,Guatemala,Terrestre,Ocio,San Salvador,5,297
12959,2022-05-29,Costa Rica,Terrestre,Ocio,Santa Ana,6,2124
12960,2022-10-26,Costa Rica,Aerea,Familiares,La Libertad,11,1745
12961,2022-02-05,Honduras,Terrestre,Ocio,San Miguel,8,1585
12962,2021-12-31,Canada,Aerea,Familiares,San Miguel,4,888
12963,2024-09-11,España,Aerea,Ocio,Santa Ana,3,2146
12964,2022-08-04,Honduras,Aerea,Ocio,La Libertad,2,2498
12965,2022-09-13,Estados Unidos,Aerea,Ocio,Ahuachapan,4,663
12966,2023-04-08,Guatemala,Aerea,Familiares,Usulutan,1,1299
12967,2021-09-04,Costa Rica,Terrestre,Familiares,La Paz,4,234
12968,2022-03-10,Honduras,Aerea,Familiares,Santa Ana,4,257
12969,2024-01-22,Nicaragua,Terrestre,Ocio,La Libertad,9,958
12970,2024-07-15,Estados Unidos,Aerea,Familiares,La Paz,10,1086
12971,2022-09-07,Estados Unidos,Terrestre,Ocio,Usulutan,9,2150
12972,2023-08-01,Estados Unidos,Terrestre,Familiares,Santa Ana,6,2124
12973,2023-08-21,Estados Unidos,Terrestre,Ocio,San Salvador,3,1513
12974,2022-09-16,Canada,Terrestre,Familiares,La Paz,10,2437
12975,2021-11-17,Estados Unidos,Terrestre,Ocio,Santa Ana,9,1506
12976,2023-05-06,Guatemala,Terrestre,Religioso,Ahuachapan,6,1388
12977,2021-03-03,Estados Unidos,Aerea,Negocios,La Libertad,9,1994
12978,2021-10-27,Estados Unidos,Aerea,Ocio,San Salvador,10,524
12979,2022-02-07,Estados Unidos,Terrestre,Ocio,Ahuachapan,9,2026
12980,2023-08-13,España,Aerea,Religioso,La Libertad,11,2263
12981,2024-08-19,Honduras,Aerea,Ocio,Usulutan,4,1070
12982,2021-09-10,Honduras,Aerea,Ocio,Ahuachapan,3,1379
12983,2022-04-23,Canada,Aerea,Negocios,Sonsonate,1,2153
12984,2024-10-24,Costa Rica,Terrestre,Ocio,Sonsonate,5,1517
12985,2021-06-09,Guatemala,Terrestre,Familiares,Santa Ana,4,2205
12986,2023-08-19,Estados Unidos,Aerea,Familiares,La Paz,3,506
12987,2024-04-04,Estados Unidos,Aerea,Ocio,San Miguel,8,560
12988,2021-07-24,Estados Unidos,Aerea,Familiares,Ahuachapan,10,1673
12989,2024-07-14,Estados Unidos,Aerea,Ocio,La Paz,7,931
12990,2024-03-07,Estados Unidos,Terrestre,Ocio,Santa Ana,2,614
12991,2024-10-23,Estados Unidos,Aerea,Ocio,Santa Ana,9,1712
12992,2023-05-08,Mexico,Aerea,Negocios,San Miguel,8,2485
12993,2023-01-30,Nicaragua,Terrestre,Familiares,San Salvador,11,1829
12994,2022-12-22,Estados Unidos,Terrestre,Ocio,La Libertad,10,1009
12995,2023-11-07,Honduras,Aerea,Ocio,San Miguel,4,1484
12996,2021-03-09,Honduras,Aerea,Familiares,La Libertad,4,1030
12997,2021-05-13,Estados Unidos,Aerea,Familiares,Ahuachapan,7,1902
12998,2023-07-08,Honduras,Aerea,Ocio,Sonsonate,7,1533
12999,2022-03-06,Estados Unidos,Terrestre,Familiares,Sonsonate,4,1842
13000,2021-11-04,Estados Unidos,Aerea,Negocios,Santa Ana,1,1166
13001,2022-10-12,Guatemala,Aerea,Salud,Ahuachapan,6,791
13002,2024-04-12,Estados Unidos,Aerea,Familiares,Ahuachapan,6,1198
13003,2022-02-16,Estados Unidos,Terrestre,Ocio,Usulutan,3,2191
13004,2021-04-07,Guatemala,Terrestre,Familiares,Usulutan,5,1123
13005,2024-03-23,Costa Rica,Aerea,Familiares,La Paz,8,1261
13006,2024-06-19,Honduras,Terrestre,Ocio,Ahuachapan,4,1889
13007,2024-08-20,Honduras,Aerea,Familiares,La Paz,9,1617
13008,2024-08-01,Honduras,Terrestre,Ocio,San Salvador,10,1187
13009,2023-11-17,Honduras,Aerea,Familiares,Sonsonate,5,1037
13010,2024-11-26,Estados Unidos,Aerea,Ocio,San Salvador,5,263
13011,2024-10-15,Costa Rica,Terrestre,Familiares,La Libertad,7,247
13012,2023-12-20,Nicaragua,Terrestre,Ocio,Usulutan,1,1911
13013,2021-07-21,Estados Unidos,Aerea,Familiares,Santa Ana,6,668
13014,2023-02-01,Guatemala,Aerea,Familiares,La Paz,2,2314
13015,2023-05-24,Guatemala,Terrestre,Familiares,Sonsonate,3,2005
13016,2022-08-04,Estados Unidos,Terrestre,Salud,Ahuachapan,8,228
13017,2022-01-05,Estados Unidos,Terrestre,Familiares,Sonsonate,4,449
13018,2022-06-17,Estados Unidos,Aerea,Negocios,San Miguel,7,296
13019,2024-03-21,Mexico,Terrestre,Familiares,Santa Ana,10,583
13020,2024-01-31,Estados Unidos,Aerea,Ocio,Santa Ana,10,1493
13021,2023-06-18,Estados Unidos,Aerea,Negocios,San Miguel,5,179
13022,2022-08-30,Estados Unidos,Aerea,Ocio,Ahuachapan,2,1025
13023,2023-05-23,Honduras,Aerea,Familiares,Ahuachapan,1,146
13024,2024-06-06,Costa Rica,Terrestre,Familiares,Usulutan,5,1215
13025,2024-02-23,Guatemala,Aerea,Religioso,Sonsonate,4,755
13026,2023-02-09,Estados Unidos,Aerea,Ocio,Usulutan,6,2397
13027,2023-04-14,Guatemala,Aerea,Ocio,Sonsonate,3,729
13028,2023-09-26,Honduras,Terrestre,Familiares,Ahuachapan,2,1160
13029,2023-07-27,Honduras,Aerea,Ocio,La Paz,3,2194
13030,2021-08-24,Honduras,Aerea,Familiares,La Paz,4,449
13031,2021-06-11,Estados Unidos,Terrestre,Ocio,Santa Ana,6,317
13032,2022-07-08,Estados Unidos,Terrestre,Familiares,La Libertad,9,2000
13033,2023-02-27,Estados Unidos,Terrestre,Ocio,La Libertad,11,1416
13034,2024-10-08,Costa Rica,Terrestre,Ocio,Santa Ana,2,1175
13035,2023-12-28,Guatemala,Aerea,Ocio,Santa Ana,6,1157
13036,2024-04-11,Honduras,Aerea,Familiares,San Salvador,9,2384
13037,2022-07-13,Canada,Terrestre,Familiares,Ahuachapan,2,2282
13038,2021-09-18,Mexico,Terrestre,Ocio,Usulutan,1,517
13039,2021-08-05,Estados Unidos,Aerea,Ocio,Usulutan,11,787
13040,2024-02-22,Estados Unidos,Aerea,Ocio,Usulutan,8,2483
13041,2023-03-16,Costa Rica,Terrestre,Familiares,La Libertad,4,1571
13042,2024-03-31,España,Terrestre,Religioso,Sonsonate,2,1607
13043,2021-07-20,Guatemala,Aerea,Familiares,San Salvador,11,2231
13044,2022-02-06,Mexico,Aerea,Ocio,San Salvador,8,1611
13045,2021-10-02,Estados Unidos,Terrestre,Religioso,San Miguel,5,1068
13046,2021-07-25,Estados Unidos,Aerea,Ocio,Santa Ana,8,346
13047,2023-11-30,Guatemala,Aerea,Familiares,La Paz,4,510
13048,2024-07-20,Nicaragua,Aerea,Familiares,San Salvador,4,310
13049,2023-05-17,Guatemala,Aerea,Negocios,Santa Ana,11,1493
13050,2021-04-03,Guatemala,Terrestre,Ocio,San Salvador,5,1635
13051,2023-12-02,Estados Unidos,Terrestre,Ocio,San Miguel,11,281
13052,2022-01-14,Estados Unidos,Aerea,Ocio,La Paz,1,1411
13053,2024-02-05,Costa Rica,Aerea,Ocio,Santa Ana,10,2273
13054,2024-09-13,Estados Unidos,Terrestre,Religioso,La Paz,3,699
13055,2021-03-06,Honduras,Aerea,Religioso,La Paz,8,1304
13056,2021-12-31,Honduras,Terrestre,Familiares,Sonsonate,4,1529
13057,2023-04-01,Honduras,Aerea,Ocio,La Paz,1,378
13058,2023-11-14,España,Aerea,Ocio,La Paz,6,171
13059,2022-06-24,Estados Unidos,Aerea,Religioso,La Paz,6,620
13060,2023-12-22,Honduras,Terrestre,Familiares,La Libertad,2,2107
13061,2022-05-06,Estados Unidos,Terrestre,Negocios,Sonsonate,8,1663
13062,2024-07-20,Estados Unidos,Aerea,Ocio,La Libertad,4,1854
13063,2021-08-17,Guatemala,Aerea,Ocio,La Paz,8,1955
13064,2023-11-10,Estados Unidos,Aerea,Familiares,La Libertad,8,2224
13065,2021-01-03,Canada,Aerea,Ocio,Santa Ana,3,1897
13066,2024-12-15,Honduras,Terrestre,Familiares,San Miguel,5,2120
13067,2023-06-30,Estados Unidos,Aerea,Ocio,San Miguel,8,1524
13068,2021-11-03,Estados Unidos,Aerea,Negocios,San Miguel,1,1468
13069,2022-03-08,Estados Unidos,Aerea,Negocios,La Libertad,10,1509
13070,2021-05-16,Guatemala,Aerea,Ocio,Santa Ana,4,1675
13071,2022-05-30,Nicaragua,Terrestre,Familiares,San Salvador,3,1285
13072,2021-07-12,Guatemala,Terrestre,Familiares,Sonsonate,6,2244
13073,2024-12-09,Estados Unidos,Aerea,Familiares,San Miguel,11,1357
13074,2023-05-23,Estados Unidos,Aerea,Familiares,La Libertad,10,429
13075,2024-02-16,Estados Unidos,Terrestre,Familiares,Usulutan,8,1765
13076,2022-10-28,Guatemala,Terrestre,Familiares,Usulutan,9,876
13077,2021-07-28,Estados Unidos,Terrestre,Familiares,Usulutan,7,1104
13078,2023-08-10,Estados Unidos,Aerea,Familiares,San Salvador,11,1926
13079,2023-11-24,Estados Unidos,Aerea,Ocio,La Paz,3,1891
13080,2022-10-11,Guatemala,Terrestre,Ocio,Ahuachapan,5,2030
13081,2024-09-03,Guatemala,Aerea,Ocio,Santa Ana,5,2118
13082,2021-04-30,Nicaragua,Aerea,Ocio,Usulutan,1,646
13083,2022-09-19,Honduras,Terrestre,Ocio,San Miguel,2,460
13084,2022-06-09,Guatemala,Terrestre,Negocios,La Libertad,7,132
13085,2023-02-08,Estados Unidos,Terrestre,Familiares,San Salvador,4,1458
13086,2024-01-18,Estados Unidos,Aerea,Ocio,San Miguel,3,1749
13087,2022-05-27,Guatemala,Aerea,Ocio,San Salvador,4,819
13088,2021-02-16,Estados Unidos,Terrestre,Ocio,Sonsonate,7,1799
13089,2023-02-11,Estados Unidos,Terrestre,Ocio,La Paz,4,1577
13090,2023-01-10,Estados Unidos,Terrestre,Ocio,Sonsonate,9,2266
13091,2022-06-06,Estados Unidos,Terrestre,Negocios,La Libertad,7,2047
13092,2024-07-31,Estados Unidos,Aerea,Familiares,La Paz,2,210
13093,2024-11-01,Honduras,Terrestre,Ocio,La Libertad,10,1875
13094,2021-05-14,Estados Unidos,Aerea,Familiares,Santa Ana,4,1713
13095,2021-09-05,Estados Unidos,Terrestre,Ocio,La Libertad,4,357
13096,2024-09-03,Estados Unidos,Terrestre,Religioso,San Miguel,3,555
13097,2022-03-12,Honduras,Terrestre,Ocio,La Paz,1,1294
13098,2024-04-14,Honduras,Aerea,Ocio,Ahuachapan,9,1569
13099,2022-11-17,Estados Unidos,Terrestre,Familiares,La Libertad,5,1373
13100,2022-08-09,Honduras,Terrestre,Religioso,Ahuachapan,9,577
13101,2021-12-17,Estados Unidos,Aerea,Negocios,Sonsonate,8,529
13102,2021-05-23,Honduras,Terrestre,Ocio,Usulutan,10,458
13103,2023-08-25,Honduras,Aerea,Negocios,San Salvador,7,2041
13104,2023-03-15,Honduras,Aerea,Ocio,La Libertad,1,464
13105,2024-11-22,Honduras,Terrestre,Salud,La Paz,4,2362
13106,2022-12-19,Estados Unidos,Terrestre,Negocios,Usulutan,4,1207
13107,2022-10-05,Guatemala,Terrestre,Familiares,Sonsonate,4,622
13108,2024-10-24,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1853
13109,2022-05-16,España,Aerea,Familiares,San Miguel,6,204
13110,2022-01-05,Estados Unidos,Aerea,Familiares,La Paz,1,502
13111,2024-11-06,Estados Unidos,Terrestre,Ocio,Santa Ana,4,2185
13112,2024-01-15,Estados Unidos,Terrestre,Familiares,San Salvador,10,1395
13113,2023-02-26,Estados Unidos,Aerea,Religioso,Sonsonate,11,2341
13114,2023-01-09,Guatemala,Aerea,Familiares,San Salvador,7,1735
13115,2023-08-08,Guatemala,Aerea,Familiares,La Libertad,11,2154
13116,2024-09-10,Estados Unidos,Terrestre,Religioso,Usulutan,9,1712
13117,2022-06-06,Estados Unidos,Aerea,Familiares,Ahuachapan,2,1756
13118,2022-05-04,Honduras,Aerea,Familiares,San Salvador,2,313
13119,2022-02-01,Estados Unidos,Aerea,Familiares,La Libertad,5,1316
13120,2023-06-15,Guatemala,Terrestre,Familiares,San Miguel,5,1018
13121,2021-12-21,Guatemala,Aerea,Familiares,Sonsonate,7,199
13122,2023-08-05,Estados Unidos,Terrestre,Ocio,La Paz,4,364
13123,2021-10-15,Estados Unidos,Aerea,Familiares,Ahuachapan,4,2451
13124,2023-09-25,Honduras,Aerea,Negocios,Usulutan,2,1555
13125,2022-06-20,Estados Unidos,Aerea,Familiares,Usulutan,2,2008
13126,2024-08-07,Estados Unidos,Aerea,Familiares,Sonsonate,4,1059
13127,2023-05-01,Guatemala,Aerea,Ocio,La Paz,2,1373
13128,2023-04-18,Estados Unidos,Aerea,Negocios,San Miguel,2,642
13129,2021-06-17,Estados Unidos,Aerea,Familiares,La Paz,10,1410
13130,2023-08-08,Honduras,Terrestre,Familiares,San Salvador,4,1277
13131,2022-09-13,Canada,Aerea,Ocio,Ahuachapan,3,2359
13132,2022-03-04,Guatemala,Terrestre,Ocio,La Paz,10,566
13133,2022-05-05,Estados Unidos,Aerea,Familiares,Santa Ana,4,2099
13134,2021-12-21,Estados Unidos,Terrestre,Familiares,Usulutan,10,694
13135,2021-07-15,Guatemala,Terrestre,Religioso,Santa Ana,11,2454
13136,2022-06-29,Estados Unidos,Terrestre,Religioso,Usulutan,7,492
13137,2022-12-18,Estados Unidos,Terrestre,Familiares,San Salvador,3,285
13138,2023-04-04,Honduras,Aerea,Familiares,San Salvador,1,1370
