id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio
2620,2021-03-19,La Libertad,Ciudad,30,32,239
2621,2024-07-22,Usulutan,Playa,173,111,73
2622,2024-03-06,San Salvador,Ciudad,54,142,147
2623,2023-09-24,Sonsonate,Montaña,78,89,246
2624,2022-11-01,Usulutan,Montaña,57,170,180
2625,2024-06-28,San Salvador,Playa,158,148,90
2626,2024-10-03,San Salvador,Rural,178,15,116
2627,2021-11-08,San Miguel,Montaña,171,89,176
2628,2021-04-07,Sonsonate,Montaña,52,155,51
2629,2021-12-12,Sonsonate,Montaña,42,121,55
2630,2023-12-26,San Miguel,Rural,137,160,223
2631,2024-01-09,La Libertad,Montaña,57,31,60
2632,2024-04-02,Ahuachapan,Playa,74,35,70
2633,2023-04-30,Usulutan,Rural,55,151,213
2634,2022-03-03,La Libertad,Rural,26,111,88
2635,2022-03-27,Sonsonate,Ciudad,194,104,222
2636,2024-06-08,La Libertad,Ciudad,120,156,94
2637,2023-04-21,San Salvador,Rural,181,17,126
2638,2021-05-25,San Salvador,Playa,21,133,68
2639,2023-07-28,San Salvador,Ciudad,153,63,187
2640,2024-09-20,Usulutan,Ciudad,155,144,147
2641,2023-11-04,Ahuachapan,Montaña,36,87,234
2642,2023-03-04,San Miguel,Montaña,86,142,103
2643,2021-05-03,Sonsonate,Playa,24,136,190
2644,2023-06-08,La Libertad,Ciudad,79,45,196
2645,2024-04-02,Ahuachapan,Playa,160,40,188
2646,2024-02-14,Santa Ana,Playa,190,128,190
2647,2023-08-17,Santa Ana,Ciudad,86,66,115
2648,2022-12-29,Sonsonate,Rural,140,77,212
2649,2021-11-05,Usulutan,Ciudad,79,72,214
2650,2022-08-18,Santa Ana,Rural,44,16,118
2651,2023-01-08,San Miguel,Montaña,56,108,150
2652,2024-03-14,San Salvador,Ciudad,195,89,48
2653,2022-03-31,Ahuachapan,Ciudad,161,107,119
2654,2024-11-10,Sonsonate,Rural,28,48,130
2655,2021-05-18,La Libertad,Playa,47,63,57
2656,2023-07-04,Santa Ana,Rural,147,81,201
2657,2024-11-27,Usulutan,Ciudad,50,119,106
2658,2022-10-02,Sonsonate,Ciudad,149,120,245
2659,2023-04-07,Santa Ana,Rural,36,50,231
2660,2024-01-22,Santa Ana,Ciudad,33,73,147
2661,2024-04-26,Ahuachapan,Playa,89,51,130
2662,2022-07-22,Ahuachapan,Montaña,70,66,118
2663,2023-06-29,Sonsonate,Ciudad,136,12,53
2664,2024-02-28,San Salvador,Montaña,107,71,122
2665,2023-12-01,La Paz,Rural,43,40,187
2666,2023-09-02,Usulutan,Montaña,194,112,46
2667,2023-12-10,San Salvador,Rural,146,20,93
2668,2024-10-11,San Salvador,Rural,67,9,237
2669,2024-10-12,Santa Ana,Playa,128,156,111
2670,2024-04-21,Usulutan,Playa,129,76,229
2671,2023-11-10,Santa Ana,Montaña,138,97,175
2672,2021-10-21,San Miguel,Playa,125,110,119
2673,2022-04-18,Sonsonate,Montaña,55,166,230
2674,2022-07-21,Ahuachapan,Rural,173,86,154
2675,2023-07-06,San Miguel,Ciudad,106,54,192
2676,2022-06-12,Usulutan,Rural,122,107,98
2677,2022-02-15,San Salvador,Playa,116,26,85
2678,2021-12-27,Ahuachapan,Ciudad,119,143,146
2679,2021-05-16,Santa Ana,Ciudad,77,76,191
2680,2022-08-07,Usulutan,Playa,115,5,137
2681,2023-04-13,San Salvador,Rural,173,5,63
2682,2023-08-02,Usulutan,Ciudad,129,20,47
2683,2021-05-05,Sonsonate,Rural,71,176,191
2684,2024-06-13,La Paz,Montaña,127,79,77
2685,2022-06-19,San Miguel,Montaña,80,145,142
2686,2023-04-19,San Miguel,Ciudad,171,175,81
2687,2021-12-14,La Paz,Montaña,42,48,238
2688,2021-07-24,Sonsonate,Ciudad,49,50,158
2689,2024-08-13,San Miguel,Rural,75,66,61
2690,2021-01-18,Sonsonate,Ciudad,175,130,83
2691,2024-03-26,San Miguel,Rural,144,12,159
2692,2023-01-25,La Paz,Playa,109,22,153
2693,2023-09-24,San Miguel,Rural,74,134,194
2694,2021-01-30,La Libertad,Ciudad,79,48,100
2695,2024-07-26,Sonsonate,Rural,105,165,234
2696,2022-02-04,Ahuachapan,Rural,46,111,190
2697,2022-01-03,La Libertad,Rural,117,69,66
2698,2023-09-06,La Paz,Montaña,94,37,85
2699,2023-11-23,Usulutan,Playa,42,170,224
2700,2022-12-22,Ahuachapan,Rural,151,115,120
2701,2023-06-01,Usulutan,Rural,92,23,180
2702,2022-01-05,Usulutan,Montaña,109,160,233
2703,2021-02-20,Sonsonate,Rural,116,22,68
2704,2024-07-13,San Salvador,Montaña,69,163,144
2705,2023-04-29,Sonsonate,Montaña,69,111,52
2706,2023-01-20,La Libertad,Montaña,49,153,117
2707,2024-08-03,San Salvador,Playa,85,20,243
2708,2023-10-24,Sonsonate,Playa,110,139,117
2709,2024-11-04,Santa Ana,Playa,98,76,90
2710,2024-12-13,San Miguel,Montaña,90,106,177
2711,2024-08-24,Ahuachapan,Playa,85,51,216
2712,2022-05-25,Usulutan,Montaña,115,171,195
2713,2021-10-23,Santa Ana,Montaña,107,79,227
2714,2022-07-01,Sonsonate,Rural,165,55,68
2715,2023-05-08,La Paz,Rural,133,92,101
2716,2023-08-11,La Libertad,Montaña,171,86,40
2717,2023-08-09,La Paz,Playa,196,99,151
2718,2024-02-26,La Paz,Montaña,100,115,55
2719,2024-12-08,La Paz,Ciudad,23,89,103
2720,2021-04-16,San Salvador,Rural,56,89,61
2721,2022-10-16,San Miguel,Montaña,124,152,234
2722,2021-02-12,Usulutan,Ciudad,77,34,114
2723,2023-07-28,San Miguel,Montaña,165,128,113
2724,2023-03-23,Ahuachapan,Rural,123,23,44
2725,2022-11-22,Ahuachapan,Montaña,46,118,159
2726,2021-11-08,San Miguel,Playa,188,39,223
2727,2022-01-19,Sonsonate,Playa,187,37,166
2728,2021-12-05,San Miguel,Ciudad,181,140,145
2729,2024-05-19,San Miguel,Montaña,126,99,180
2730,2023-11-27,La Libertad,Rural,146,150,48
2731,2023-11-01,Usulutan,Playa,164,87,83
2732,2022-09-11,Ahuachapan,Rural,181,176,202
2733,2023-01-17,San Miguel,Montaña,151,79,95
2734,2023-07-24,Ahuachapan,Rural,152,132,105
2735,2024-05-28,Santa Ana,Rural,95,171,167
2736,2023-04-18,Ahuachapan,Montaña,64,42,231
2737,2021-05-23,Ahuachapan,Playa,101,19,105
2738,2021-03-04,San Salvador,Playa,56,34,235
2739,2023-08-12,Santa Ana,Rural,129,23,118
2740,2021-10-06,La Libertad,Ciudad,51,151,56
2741,2023-07-07,Ahuachapan,Rural,146,69,125
2742,2024-12-19,Ahuachapan,Montaña,71,87,229
2743,2021-12-30,San Salvador,Montaña,100,29,147
2744,2024-04-13,San Miguel,Montaña,56,175,75
2745,2024-07-17,Santa Ana,Ciudad,40,80,153
2746,2023-07-30,San Salvador,Rural,131,97,190
2747,2022-02-19,Sonsonate,Ciudad,144,98,167
2748,2022-06-16,La Libertad,Ciudad,117,30,220
2749,2024-06-06,La Libertad,Montaña,75,125,238
2750,2024-08-30,La Libertad,Montaña,57,77,157
2751,2024-08-05,La Paz,Rural,134,96,192
2752,2022-04-07,La Paz,Ciudad,106,55,36
2753,2024-10-07,Ahuachapan,Rural,197,173,105
2754,2023-04-12,Santa Ana,Playa,58,19,103
2755,2023-06-19,La Libertad,Rural,143,61,187
2756,2024-11-20,Ahuachapan,Rural,170,65,215
2757,2022-03-07,La Libertad,Ciudad,112,30,144
2758,2022-11-11,Ahuachapan,Ciudad,42,33,115
2759,2021-09-30,San Salvador,Montaña,197,42,91
2760,2023-03-23,La Paz,Rural,121,47,192
2761,2022-05-07,Usulutan,Rural,114,93,128
2762,2024-11-22,San Salvador,Ciudad,68,67,61
2763,2021-01-18,La Paz,Playa,136,136,89
2764,2024-11-30,San Miguel,Ciudad,79,7,205
2765,2024-07-28,San Miguel,Ciudad,59,30,125
2766,2023-05-24,San Salvador,Montaña,163,76,63
2767,2023-06-15,San Salvador,Playa,54,15,56
2768,2024-11-17,San Miguel,Montaña,139,142,209
2769,2023-01-27,Sonsonate,Montaña,77,166,153
2770,2024-01-13,San Salvador,Rural,109,137,238
2771,2023-10-11,Ahuachapan,Ciudad,152,97,195
2772,2022-09-20,Sonsonate,Rural,43,118,231
2773,2022-02-03,La Libertad,Playa,101,132,245
2774,2024-04-02,San Salvador,Ciudad,116,13,68
2775,2024-09-09,Sonsonate,Montaña,89,130,211
2776,2021-05-12,San Miguel,Ciudad,180,129,62
2777,2023-04-20,Ahuachapan,Ciudad,66,51,133
2778,2021-12-19,Usulutan,Rural,37,105,176
2779,2022-05-14,San Salvador,Playa,61,100,232
2780,2021-02-17,Sonsonate,Rural,28,169,244
2781,2024-02-19,Sonsonate,Montaña,50,64,55
2782,2024-06-17,San Salvador,Playa,63,61,82
2783,2024-04-28,La Paz,Montaña,69,42,103
2784,2023-08-26,Sonsonate,Rural,109,116,67
2785,2024-11-20,Usulutan,Montaña,25,65,232
2786,2021-05-04,Sonsonate,Montaña,199,125,57
2787,2021-02-06,La Paz,Montaña,70,92,99
2788,2023-06-28,San Salvador,Montaña,173,90,192
2789,2024-02-27,La Libertad,Playa,187,140,54
2790,2023-10-20,Usulutan,Playa,68,65,223
2791,2023-11-15,La Libertad,Playa,160,84,105
2792,2021-05-21,Ahuachapan,Playa,107,118,160
2793,2022-01-13,La Paz,Playa,126,87,239
2794,2021-09-24,La Libertad,Playa,197,47,227
2795,2024-06-06,Sonsonate,Montaña,99,153,96
2796,2021-03-04,San Salvador,Playa,181,87,240
2797,2024-10-26,Usulutan,Rural,179,35,79
2798,2023-11-19,La Libertad,Playa,26,88,36
2799,2021-10-12,La Libertad,Rural,198,12,244
2800,2024-03-05,Usulutan,Ciudad,22,22,94
2801,2021-01-09,Usulutan,Playa,91,175,154
2802,2024-08-11,Santa Ana,Rural,129,84,244
2803,2022-09-03,Usulutan,Playa,150,29,208
2804,2024-08-13,Usulutan,Playa,50,67,249
2805,2024-03-22,San Salvador,Ciudad,139,39,108
2806,2023-05-15,Santa Ana,Rural,117,78,50
2807,2021-04-02,Santa Ana,Playa,59,122,42
2808,2021-04-24,Sonsonate,Montaña,102,55,121
2809,2023-04-10,San Miguel,Rural,32,76,35
2810,2024-04-21,San Miguel,Rural,129,149,124
2811,2021-07-12,San Salvador,Rural,185,156,165
2812,2021-10-15,Usulutan,Playa,21,129,84
2813,2022-08-15,La Libertad,Rural,59,71,245
2814,2024-06-18,San Miguel,Ciudad,51,72,91
2815,2022-11-22,Sonsonate,Montaña,164,107,246
2816,2022-05-26,San Miguel,Montaña,157,65,96
2817,2022-01-18,La Paz,Playa,117,144,198
2818,2022-10-16,La Libertad,Montaña,136,127,114
2819,2021-06-14,Usulutan,Playa,125,16,41
2820,2021-04-12,San Salvador,Playa,46,158,47
2821,2023-12-26,La Paz,Playa,79,42,55
2822,2022-10-12,La Paz,Montaña,152,124,174
2823,2023-08-30,San Miguel,Montaña,167,91,84
2824,2021-08-25,San Miguel,Ciudad,95,147,78
2825,2024-02-25,San Salvador,Rural,100,133,178
2826,2021-08-10,Santa Ana,Ciudad,36,177,169
2827,2024-03-02,La Paz,Rural,181,63,53
2828,2024-12-09,San Miguel,Playa,189,101,155
2829,2023-09-08,Santa Ana,Ciudad,45,86,219
2830,2021-04-21,La Paz,Rural,27,131,129
2831,2023-12-27,Santa Ana,Rural,121,62,207
2832,2023-04-13,San Salvador,Rural,147,85,71
2833,2022-11-15,Usulutan,Ciudad,57,162,241
2834,2023-02-17,Usulutan,Playa,156,10,55
2835,2021-11-16,La Libertad,Playa,116,159,132
2836,2024-11-03,Sonsonate,Ciudad,49,58,139
2837,2021-06-17,San Salvador,Playa,193,150,181
2838,2023-08-01,La Libertad,Montaña,128,104,194
2839,2021-07-13,San Miguel,Playa,193,78,173
2840,2023-09-05,Ahuachapan,Ciudad,20,68,228
2841,2023-07-03,Santa Ana,Rural,119,133,98
2842,2021-02-23,Santa Ana,Montaña,141,22,212
2843,2023-08-18,Ahuachapan,Montaña,46,149,118
2844,2021-08-23,La Paz,Playa,58,102,223
2845,2022-07-31,San Miguel,Playa,174,151,96
2846,2024-09-10,San Miguel,Rural,100,6,204
2847,2023-04-17,Sonsonate,Rural,123,147,202
2848,2024-07-14,La Paz,Ciudad,86,120,90
2849,2022-08-07,Sonsonate,Montaña,136,113,156
2850,2022-08-01,Ahuachapan,Montaña,78,75,63
2851,2021-08-27,Santa Ana,Ciudad,23,172,124
2852,2023-09-10,San Salvador,Ciudad,161,84,108
2853,2024-06-17,La Libertad,Montaña,190,117,36
2854,2022-06-15,San Miguel,Rural,35,58,188
2855,2021-04-26,San Salvador,Rural,136,120,226
2856,2024-06-04,Usulutan,Ciudad,64,127,247
2857,2024-12-22,La Paz,Montaña,38,131,156
2858,2023-09-26,Santa Ana,Montaña,140,103,147
2859,2021-11-10,San Salvador,Ciudad,126,69,39
2860,2022-07-21,La Libertad,Rural,57,167,52
2861,2023-06-29,La Paz,Montaña,170,61,65
2862,2023-03-22,Ahuachapan,Ciudad,116,7,129
2863,2021-06-20,San Miguel,Rural,70,91,174
2864,2021-06-26,La Libertad,Ciudad,31,98,35
2865,2023-08-03,La Paz,Ciudad,27,88,101
2866,2023-08-05,Sonsonate,Rural,193,97,173
2867,2024-03-06,Ahuachapan,Ciudad,173,104,38
2868,2023-10-07,Santa Ana,Playa,156,155,102
2869,2024-03-22,Sonsonate,Ciudad,187,9,58
2870,2024-08-29,Usulutan,Playa,175,84,213
2871,2021-11-03,La Paz,Playa,182,20,76
2872,2021-12-03,San Salvador,Ciudad,33,175,249
2873,2023-11-05,San Salvador,Montaña,139,172,171
2874,2024-02-28,Santa Ana,Playa,34,50,234
2875,2022-06-01,Ahuachapan,Montaña,71,136,140
2876,2024-08-20,Usulutan,Montaña,38,60,96
2877,2021-01-02,La Libertad,Playa,116,109,142
2878,2021-05-09,San Miguel,Montaña,155,89,171
2879,2023-04-23,Usulutan,Rural,174,69,40
2880,2024-09-18,San Salvador,Playa,126,150,212
2881,2024-06-12,Santa Ana,Montaña,143,162,57
2882,2023-04-24,Ahuachapan,Rural,49,25,175
2883,2021-04-22,La Paz,Ciudad,193,69,221
2884,2024-01-07,San Miguel,Playa,171,95,166
2885,2023-01-06,La Libertad,Ciudad,183,116,180
2886,2024-05-13,Santa Ana,Rural,120,129,245
2887,2023-05-25,La Paz,Montaña,22,61,246
2888,2022-05-26,Usulutan,Rural,184,16,179
2889,2024-11-01,San Miguel,Ciudad,65,63,125
2890,2023-01-01,Usulutan,Rural,59,148,248
2891,2023-01-18,San Miguel,Playa,110,103,99
2892,2023-04-10,San Miguel,Ciudad,115,157,87
2893,2023-08-12,La Paz,Rural,71,98,51
2894,2024-08-05,La Libertad,Ciudad,138,32,249
2895,2023-09-20,La Libertad,Rural,190,73,168
2896,2021-08-21,San Salvador,Ciudad,118,69,51
2897,2021-02-07,San Salvador,Ciudad,147,127,210
2898,2021-09-22,Santa Ana,Rural,165,171,99
2899,2022-04-19,Usulutan,Rural,55,155,113
2900,2023-12-29,Sonsonate,Rural,122,50,140
2901,2024-03-31,Ahuachapan,Rural,59,83,70
2902,2021-06-30,Santa Ana,Ciudad,79,88,240
2903,2024-02-29,Ahuachapan,Montaña,80,135,63
2904,2023-09-16,San Miguel,Playa,26,174,191
2905,2023-02-25,Usulutan,Playa,132,79,126
2906,2023-03-09,Santa Ana,Playa,94,76,186
2907,2024-06-26,Ahuachapan,Montaña,175,54,239
2908,2021-11-16,Usulutan,Ciudad,138,110,79
2909,2024-11-23,Santa Ana,Montaña,173,86,94
2910,2022-04-07,San Salvador,Rural,191,55,218
2911,2022-07-09,San Miguel,Playa,97,67,53
2912,2023-09-27,San Salvador,Ciudad,44,23,218
2913,2023-12-28,San Salvador,Rural,145,88,201
2914,2024-03-20,La Libertad,Montaña,98,151,71
2915,2023-12-24,Sonsonate,Rural,114,83,144
2916,2022-06-21,Sonsonate,Rural,113,69,103
2917,2022-10-22,San Salvador,Ciudad,133,37,154
2918,2021-03-19,Sonsonate,Rural,176,14,110
2919,2021-08-13,San Salvador,Rural,112,18,233
2920,2021-07-28,Sonsonate,Playa,80,150,154
2921,2022-11-17,Santa Ana,Rural,191,90,185
2922,2022-09-26,Ahuachapan,Rural,158,90,89
2923,2024-12-01,San Miguel,Ciudad,136,28,67
2924,2021-05-24,Sonsonate,Montaña,135,108,201
2925,2023-06-01,Ahuachapan,Ciudad,102,93,230
2926,2022-08-29,Sonsonate,Ciudad,182,117,36
2927,2022-05-24,Usulutan,Montaña,132,102,119
2928,2021-02-06,La Paz,Montaña,166,75,101
2929,2022-10-04,La Paz,Playa,160,55,53
2930,2023-03-01,San Miguel,Montaña,108,120,163
2931,2024-02-29,Ahuachapan,Montaña,58,21,186
2932,2021-11-08,Ahuachapan,Ciudad,27,134,194
2933,2024-10-29,La Paz,Playa,90,117,93
2934,2023-06-27,Usulutan,Montaña,107,175,80
2935,2021-07-26,San Miguel,Playa,125,133,143
2936,2022-02-17,Ahuachapan,Montaña,56,142,37
2937,2023-07-18,Santa Ana,Playa,177,10,123
2938,2024-06-28,Usulutan,Montaña,37,155,147
2939,2021-06-14,San Miguel,Ciudad,93,79,40
2940,2023-06-02,La Libertad,Playa,24,32,140
2941,2022-01-07,Usulutan,Ciudad,55,46,68
2942,2021-04-11,Sonsonate,Rural,140,96,81
2943,2023-12-22,Usulutan,Montaña,28,24,164
2944,2022-05-15,Santa Ana,Montaña,180,74,116
2945,2021-01-22,La Libertad,Ciudad,51,119,144
2946,2024-03-07,San Salvador,Playa,37,140,124
2947,2023-08-13,Santa Ana,Rural,100,106,214
2948,2022-08-23,La Paz,Montaña,29,109,242
2949,2024-07-25,San Salvador,Playa,149,145,202
2950,2024-03-28,La Paz,Montaña,73,174,89
2951,2022-02-06,Usulutan,Montaña,88,56,102
2952,2024-02-18,Usulutan,Rural,74,35,240
2953,2024-04-26,Sonsonate,Rural,193,74,166
2954,2023-06-12,La Paz,Playa,117,48,37
2955,2024-10-11,Usulutan,Ciudad,158,104,219
2956,2021-04-29,La Paz,Rural,139,112,73
2957,2023-12-02,La Libertad,Playa,96,70,231
2958,2021-09-20,Usulutan,Montaña,176,108,100
2959,2024-04-23,Santa Ana,Montaña,158,60,213
2960,2022-10-10,San Salvador,Playa,146,75,229
2961,2022-09-15,La Libertad,Playa,78,156,180
2962,2024-10-11,Sonsonate,Montaña,155,130,101
2963,2021-03-28,Sonsonate,Rural,130,81,142
2964,2022-02-20,Ahuachapan,Playa,199,166,165
2965,2024-07-20,La Libertad,Rural,193,32,187
2966,2023-04-25,Sonsonate,Playa,115,69,93
2967,2022-05-15,Usulutan,Playa,25,114,234
2968,2023-02-01,San Salvador,Rural,176,10,158
2969,2023-03-18,Santa Ana,Ciudad,182,9,40
2970,2021-08-07,San Salvador,Ciudad,179,98,61
2971,2021-08-07,Usulutan,Playa,144,80,166
2972,2022-04-16,Ahuachapan,Montaña,105,107,172
2973,2023-03-11,Ahuachapan,Montaña,194,124,226
2974,2023-12-14,Santa Ana,Playa,151,109,182
2975,2021-06-11,La Paz,Playa,53,60,51
2976,2022-09-13,Sonsonate,Ciudad,53,48,111
2977,2024-07-20,Santa Ana,Rural,128,161,106
2978,2024-07-25,San Miguel,Rural,195,102,159
2979,2024-06-23,Sonsonate,Playa,88,160,162
2980,2022-09-29,La Paz,Ciudad,182,142,126
2981,2022-10-21,Santa Ana,Ciudad,58,70,64
2982,2021-04-09,San Salvador,Rural,119,139,136
2983,2022-07-28,Santa Ana,Rural,68,101,93
2984,2021-09-17,La Libertad,Playa,158,108,201
2985,2021-10-27,San Miguel,Rural,127,130,207
2986,2024-09-17,San Miguel,Montaña,166,151,225
2987,2022-03-05,Santa Ana,Ciudad,158,58,144
2988,2024-01-17,San Miguel,Playa,50,38,43
2989,2024-05-24,San Salvador,Playa,21,31,181
2990,2022-05-12,Usulutan,Montaña,44,40,182
2991,2021-08-18,Usulutan,Ciudad,178,60,106
2992,2022-10-13,La Paz,Ciudad,184,7,143
2993,2023-02-21,San Miguel,Rural,156,73,50
2994,2023-04-16,San Miguel,Playa,29,12,183
2995,2024-07-10,Ahuachapan,Rural,148,157,192
2996,2021-08-09,Usulutan,Ciudad,198,61,156
2997,2021-10-06,La Libertad,Ciudad,40,58,87
2998,2022-12-22,Santa Ana,Playa,199,178,163
2999,2021-12-23,Usulutan,Ciudad,73,12,63
3000,2023-10-30,Sonsonate,Rural,114,90,193
3001,2022-04-24,San Salvador,Montaña,169,158,156
3002,2023-07-07,Usulutan,Ciudad,82,73,65
3003,2024-05-03,Santa Ana,Rural,76,147,209
3004,2023-01-04,Sonsonate,Rural,22,103,245
3005,2024-04-30,Santa Ana,Montaña,163,115,47
3006,2022-09-09,La Paz,Rural,43,109,159
3007,2023-04-22,Sonsonate,Montaña,72,52,161
3008,2021-05-26,La Libertad,Rural,199,62,122
3009,2021-12-02,San Salvador,Ciudad,23,98,146
3010,2021-04-17,La Paz,Ciudad,144,61,225
3011,2024-05-05,Santa Ana,Montaña,143,112,47
3012,2021-03-09,San Salvador,Montaña,79,143,162
3013,2023-04-10,La Libertad,Playa,192,34,153
3014,2024-07-01,Usulutan,Playa,154,162,165
3015,2021-01-10,La Paz,Montaña,84,72,202
3016,2021-06-12,San Salvador,Rural,130,90,139
3017,2022-08-11,Usulutan,Rural,88,134,135
3018,2022-08-07,Santa Ana,Rural,52,74,226
3019,2024-10-09,Santa Ana,Playa,143,156,202
3020,2022-03-25,Ahuachapan,Ciudad,133,103,45
3021,2022-10-19,Usulutan,Montaña,173,149,151
3022,2021-08-17,Sonsonate,Playa,40,144,242
3023,2023-06-12,Santa Ana,Rural,177,172,180
3024,2021-09-17,Usulutan,Playa,177,69,119
3025,2022-04-01,San Salvador,Rural,118,147,66
3026,2022-01-29,San Salvador,Montaña,63,13,217
3027,2022-06-21,Santa Ana,Ciudad,78,60,63
3028,2022-07-03,Usulutan,Ciudad,129,39,69
3029,2023-09-03,San Salvador,Ciudad,166,23,108
3030,2021-11-16,San Salvador,Rural,75,174,191
3031,2022-04-05,La Paz,Ciudad,166,173,145
3032,2021-02-04,La Libertad,Ciudad,140,78,94
3033,2022-11-08,Santa Ana,Montaña,28,43,171
3034,2023-10-14,San Salvador,Playa,150,76,209
3035,2023-11-02,San Miguel,Playa,198,99,76
3036,2023-06-20,Ahuachapan,Playa,101,179,55
3037,2021-03-14,San Salvador,Ciudad,183,10,53
3038,2022-05-31,Ahuachapan,Playa,78,110,228
3039,2021-06-30,Usulutan,Montaña,146,6,229
3040,2024-01-27,Ahuachapan,Ciudad,196,150,36
3041,2021-10-17,La Paz,Ciudad,43,178,52
3042,2021-02-28,San Miguel,Rural,91,144,210
3043,2023-11-21,Ahuachapan,Playa,105,146,144
3044,2023-09-02,La Paz,Montaña,42,101,61
3045,2024-02-19,Sonsonate,Ciudad,91,77,83
3046,2021-09-29,San Miguel,Playa,120,88,56
3047,2022-03-22,La Libertad,Ciudad,131,16,176
3048,2023-01-05,Ahuachapan,Playa,65,6,115
3049,2022-09-16,Usulutan,Rural,128,53,151
3050,2022-09-12,San Miguel,Montaña,128,36,85
3051,2021-08-13,San Miguel,Playa,93,163,163
3052,2022-11-03,Ahuachapan,Playa,167,89,65
3053,2021-06-22,San Miguel,Ciudad,152,71,185
3054,2021-05-18,Usulutan,Montaña,66,84,60
3055,2021-12-15,Usulutan,Playa,85,13,62
3056,2022-01-21,Sonsonate,Playa,78,140,221
3057,2023-07-09,Santa Ana,Montaña,178,50,114
3058,2023-08-18,San Miguel,Rural,144,126,149
3059,2024-03-02,San Miguel,Rural,41,60,186
3060,2024-01-04,Sonsonate,Playa,35,143,81
3061,2023-12-18,San Salvador,Ciudad,158,77,141
3062,2024-09-03,Usulutan,Rural,30,143,44
3063,2024-01-04,San Miguel,Montaña,196,34,145
3064,2024-08-17,San Miguel,Ciudad,20,126,110
3065,2023-03-17,Sonsonate,Montaña,111,25,178
3066,2021-07-09,San Miguel,Ciudad,65,47,181
3067,2024-02-03,Sonsonate,Ciudad,110,140,160
3068,2023-06-28,La Libertad,Ciudad,153,174,235
3069,2023-04-16,Santa Ana,Ciudad,96,178,93
3070,2024-06-04,San Salvador,Ciudad,168,100,100
3071,2021-09-15,La Paz,Playa,50,173,45
3072,2023-07-26,San Miguel,Playa,67,19,231
3073,2022-09-13,La Paz,Rural,60,108,146
3074,2021-11-11,Santa Ana,Rural,144,107,232
3075,2022-01-21,San Miguel,Montaña,115,143,120
3076,2023-11-18,Sonsonate,Playa,193,126,98
3077,2023-08-17,Usulutan,Playa,95,41,233
3078,2021-06-21,La Paz,Ciudad,123,87,124
3079,2021-07-16,San Miguel,Ciudad,131,35,244
3080,2024-02-23,Usulutan,Ciudad,69,73,191
3081,2024-03-06,San Salvador,Rural,42,176,58
3082,2023-03-01,San Salvador,Ciudad,55,149,45
3083,2021-07-23,San Miguel,Playa,135,156,210
3084,2023-12-14,La Libertad,Ciudad,51,132,213
3085,2021-03-08,Usulutan,Playa,186,142,159
3086,2022-06-01,Sonsonate,Playa,121,33,114
3087,2023-05-31,Ahuachapan,Montaña,74,115,228
3088,2024-05-13,Sonsonate,Montaña,189,110,205
3089,2024-03-28,Santa Ana,Playa,51,18,54
3090,2021-07-14,Usulutan,Playa,107,34,229
3091,2021-03-23,La Paz,Ciudad,24,10,129
3092,2021-07-27,Ahuachapan,Ciudad,133,51,133
3093,2024-05-02,San Miguel,Montaña,148,19,138
3094,2024-03-08,La Paz,Ciudad,115,130,199
3095,2024-01-22,La Libertad,Playa,124,5,119
3096,2021-06-30,La Paz,Playa,181,74,173
3097,2021-02-15,San Salvador,Rural,181,151,164
3098,2021-02-11,Santa Ana,Playa,155,137,106
3099,2021-05-01,La Paz,Playa,194,65,235
3100,2023-05-24,San Salvador,Montaña,76,37,71
3101,2024-07-10,Sonsonate,Rural,98,19,131
3102,2022-10-02,La Paz,Rural,21,49,129
3103,2023-07-04,San Miguel,Ciudad,172,168,48
3104,2022-10-19,La Libertad,Ciudad,161,84,214
3105,2021-09-11,San Salvador,Ciudad,44,83,151
3106,2024-09-08,Sonsonate,Rural,21,51,143
3107,2021-07-10,Sonsonate,Playa,71,158,60
3108,2024-08-06,San Miguel,Ciudad,110,151,43
3109,2022-09-02,La Libertad,Montaña,100,68,61
3110,2022-07-19,Ahuachapan,Playa,130,164,230
3111,2023-08-07,Usulutan,Montaña,27,71,206
3112,2022-10-26,Ahuachapan,Rural,64,173,130
3113,2021-02-24,San Salvador,Playa,79,157,97
3114,2021-12-07,La Libertad,Rural,107,24,214
3115,2024-09-27,Santa Ana,Playa,133,72,77
3116,2023-11-04,Ahuachapan,Ciudad,161,169,143
3117,2022-10-16,Ahuachapan,Ciudad,100,72,148
3118,2024-08-17,La Libertad,Montaña,121,99,235
3119,2021-09-06,La Libertad,Rural,22,6,244
3120,2023-12-19,Usulutan,Montaña,158,15,190
3121,2024-08-15,La Libertad,Playa,170,171,46
3122,2023-06-26,Sonsonate,Rural,188,44,86
3123,2021-03-31,San Salvador,Rural,130,89,84
3124,2021-08-07,San Salvador,Rural,129,84,88
3125,2023-12-17,Ahuachapan,Playa,121,25,115
3126,2024-07-06,Ahuachapan,Ciudad,128,124,201
3127,2023-09-17,Sonsonate,Playa,38,78,63
3128,2024-11-25,Usulutan,Rural,126,130,195
3129,2022-08-10,La Libertad,Playa,91,63,89
3130,2024-11-14,Usulutan,Playa,101,82,40
3131,2021-02-24,La Paz,Playa,191,73,223
3132,2023-12-25,Santa Ana,Ciudad,125,46,140
3133,2023-10-06,San Salvador,Playa,154,99,41
3134,2024-04-27,La Libertad,Ciudad,142,18,60
