id_visita_parque,fecha,parque,pais_origen,gasto_estimado
8951,2021-02-17,Sunset Park,Honduras,19
8952,2024-12-11,Amulapa,Mexico,16
8953,2021-08-11,Cerro Verde,Costa Rica,42
8954,2022-12-07,Cerro Verde,Estados Unidos,59
8955,2023-07-03,Balboa,Costa Rica,7
8956,2021-04-14,Sunset Park,Estados Unidos,64
8957,2023-02-25,Amulapa,Costa Rica,65
8958,2022-12-29,Cerro Verde,España,47
8959,2023-01-06,Cerro Verde,Mexico,72
8960,2022-12-14,Cerro Verde,Mexico,26
8961,2021-10-10,Amulapa,Honduras,47
8962,2021-07-06,Sunset Park,Estados Unidos,70
8963,2022-05-02,Puerta del Diablo,España,61
8964,2023-04-17,Balboa,Nicaragua,77
8965,2022-11-06,Cerro Verde,Nicaragua,62
8966,2022-06-06,Amulapa,Honduras,40
8967,2022-04-03,Cerro Verde,Honduras,55
8968,2023-02-03,Balboa,España,36
8969,2023-03-31,Sunset Park,Mexico,42
8970,2023-10-24,Amulapa,Costa Rica,27
8971,2022-04-06,Apulo,Mexico,22
8972,2022-11-05,Balboa,España,7
8973,2021-02-23,Balboa,Honduras,32
8974,2022-01-08,Apulo,Canada,33
8975,2022-06-06,Apulo,España,15
8976,2024-10-19,Balboa,Nicaragua,35
8977,2024-03-17,Cerro Verde,Costa Rica,54
8978,2024-10-18,Apulo,Canada,46
8979,2021-12-02,Puerta del Diablo,Estados Unidos,23
8980,2023-12-07,Amulapa,España,55
8981,2021-08-17,Puerta del Diablo,Guatemala,47
8982,2023-05-16,Amulapa,Estados Unidos,30
8983,2022-09-11,Balboa,Guatemala,7
8984,2022-07-28,Cerro Verde,España,31
8985,2021-05-16,Apulo,Guatemala,60
8986,2023-06-30,Balboa,Nicaragua,38
8987,2021-05-21,Apulo,Costa Rica,78
8988,2024-07-28,Amulapa,Nicaragua,62
8989,2021-02-14,Amulapa,Costa Rica,36
8990,2024-08-14,Puerta del Diablo,Costa Rica,10
8991,2021-10-11,Cerro Verde,Estados Unidos,30
8992,2024-04-05,Amulapa,Costa Rica,45
8993,2022-05-15,Puerta del Diablo,Honduras,21
8994,2023-01-10,Sunset Park,Nicaragua,44
8995,2024-04-04,Puerta del Diablo,Estados Unidos,49
8996,2023-10-31,Amulapa,Canada,36
8997,2024-08-24,Apulo,Mexico,36
8998,2024-05-13,Amulapa,Costa Rica,33
8999,2022-04-23,Sunset Park,Costa Rica,65
9000,2023-11-03,Puerta del Diablo,Nicaragua,8
9001,2022-10-27,Sunset Park,España,79
9002,2022-09-09,Puerta del Diablo,Nicaragua,55
9003,2023-08-09,Cerro Verde,Canada,28
9004,2023-02-24,Amulapa,Mexico,29
9005,2024-07-09,Puerta del Diablo,Mexico,13
9006,2022-10-23,Puerta del Diablo,Canada,65
9007,2024-07-03,Puerta del Diablo,Costa Rica,34
9008,2021-10-04,Cerro Verde,Canada,21
9009,2022-02-16,Cerro Verde,Costa Rica,64
9010,2021-11-24,Puerta del Diablo,Guatemala,14
9011,2023-05-19,Apulo,España,23
9012,2024-05-19,Cerro Verde,España,42
9013,2022-05-10,Sunset Park,Canada,32
9014,2022-03-23,Sunset Park,Guatemala,12
9015,2021-03-23,Apulo,Canada,72
9016,2021-01-20,Amulapa,Guatemala,59
9017,2024-05-12,Puerta del Diablo,España,66
9018,2022-10-07,Cerro Verde,Estados Unidos,45
9019,2022-10-25,Apulo,España,36
9020,2021-05-17,Puerta del Diablo,Costa Rica,60
9021,2024-09-28,Balboa,España,48
9022,2022-10-02,Amulapa,Guatemala,69
9023,2023-10-30,Sunset Park,Costa Rica,13
9024,2021-04-14,Apulo,Guatemala,36
9025,2022-03-12,Cerro Verde,España,24
9026,2023-07-14,Balboa,Nicaragua,63
9027,2024-04-03,Amulapa,España,71
9028,2024-08-02,Balboa,Mexico,66
9029,2021-04-01,Amulapa,Estados Unidos,57
9030,2023-11-07,Amulapa,Costa Rica,10
9031,2021-06-27,Amulapa,Mexico,25
9032,2024-11-12,Balboa,España,39
9033,2024-05-03,Puerta del Diablo,Canada,6
9034,2024-11-03,Amulapa,España,5
9035,2023-01-19,Sunset Park,Guatemala,40
9036,2021-10-29,Cerro Verde,Costa Rica,59
9037,2023-10-01,Cerro Verde,Costa Rica,70
9038,2024-01-01,Puerta del Diablo,Canada,42
9039,2023-12-26,Apulo,Honduras,12
9040,2023-12-12,Puerta del Diablo,Guatemala,21
9041,2024-06-25,Puerta del Diablo,Guatemala,72
9042,2023-01-09,Puerta del Diablo,Costa Rica,19
9043,2021-07-28,Balboa,Guatemala,61
9044,2021-09-12,Balboa,Guatemala,36
9045,2023-07-29,Balboa,España,20
9046,2024-07-03,Puerta del Diablo,Mexico,17
9047,2023-11-21,Balboa,Costa Rica,38
9048,2024-07-13,Puerta del Diablo,Estados Unidos,67
9049,2021-03-15,Amulapa,Nicaragua,62
9050,2021-03-23,Sunset Park,Nicaragua,49
9051,2024-04-20,Balboa,Guatemala,29
9052,2024-12-30,Apulo,Guatemala,24
9053,2021-11-10,Sunset Park,Costa Rica,74
9054,2021-07-17,Amulapa,Honduras,42
9055,2024-04-24,Cerro Verde,España,36
9056,2021-06-13,Apulo,Honduras,75
9057,2024-07-17,Apulo,Costa Rica,64
9058,2024-01-12,Balboa,Costa Rica,39
9059,2021-07-21,Balboa,Canada,40
9060,2022-08-22,Puerta del Diablo,Nicaragua,63
9061,2021-05-16,Cerro Verde,Canada,65
9062,2021-08-04,Amulapa,Estados Unidos,16
9063,2024-01-20,Apulo,Guatemala,44
9064,2023-12-03,Balboa,Mexico,27
9065,2022-11-01,Apulo,Canada,20
9066,2021-06-24,Apulo,España,51
9067,2021-09-07,Puerta del Diablo,España,39
9068,2024-11-11,Sunset Park,Costa Rica,9
9069,2024-11-18,Puerta del Diablo,Nicaragua,63
9070,2022-08-12,Amulapa,Honduras,39
9071,2024-11-25,Apulo,Estados Unidos,8
9072,2022-09-29,Sunset Park,Mexico,72
9073,2024-05-12,Amulapa,Estados Unidos,37
9074,2023-04-28,Amulapa,España,71
9075,2023-04-08,Amulapa,Costa Rica,16
9076,2024-07-17,Sunset Park,Estados Unidos,47
9077,2021-09-23,Cerro Verde,Costa Rica,20
9078,2023-02-24,Balboa,Nicaragua,24
9079,2023-07-04,Sunset Park,Estados Unidos,67
9080,2021-06-23,Sunset Park,Honduras,67
9081,2022-11-30,Amulapa,Estados Unidos,9
9082,2022-12-11,Amulapa,Estados Unidos,12
9083,2022-01-18,Balboa,Guatemala,22
9084,2024-04-14,Cerro Verde,Honduras,26
9085,2022-10-07,Sunset Park,Nicaragua,35
9086,2021-03-04,Cerro Verde,Honduras,31
9087,2023-03-07,Cerro Verde,Canada,19
9088,2024-08-15,Sunset Park,Mexico,45
9089,2022-06-04,Balboa,España,44
9090,2024-02-20,Amulapa,España,64
9091,2022-02-22,Cerro Verde,Canada,9
9092,2022-05-21,Balboa,España,66
9093,2021-07-27,Apulo,Costa Rica,34
9094,2024-12-19,Sunset Park,Estados Unidos,8
9095,2024-01-07,Amulapa,Costa Rica,36
9096,2021-06-29,Puerta del Diablo,Guatemala,65
9097,2024-03-14,Sunset Park,Estados Unidos,76
9098,2024-06-18,Amulapa,Guatemala,36
9099,2023-06-20,Balboa,Guatemala,57
9100,2022-02-17,Sunset Park,Guatemala,59
9101,2021-05-27,Apulo,Mexico,76
9102,2024-02-17,Amulapa,Canada,61
9103,2021-06-03,Cerro Verde,España,64
9104,2023-06-10,Puerta del Diablo,Nicaragua,57
9105,2021-11-27,Balboa,Honduras,76
9106,2023-11-15,Balboa,Canada,51
9107,2024-05-29,Puerta del Diablo,Nicaragua,48
9108,2023-11-29,Sunset Park,Guatemala,69
9109,2022-05-03,Puerta del Diablo,Costa Rica,64
9110,2023-10-16,Balboa,Honduras,73
9111,2024-03-27,Amulapa,Nicaragua,5
9112,2021-12-08,Sunset Park,Estados Unidos,14
9113,2021-07-05,Amulapa,Mexico,69
9114,2023-11-25,Balboa,Estados Unidos,25
9115,2022-04-22,Balboa,España,38
9116,2024-06-16,Apulo,España,21
9117,2021-02-23,Cerro Verde,Costa Rica,15
9118,2021-08-20,Cerro Verde,Nicaragua,29
9119,2024-02-03,Puerta del Diablo,Honduras,5
9120,2024-09-27,Sunset Park,Estados Unidos,27
9121,2022-01-02,Balboa,Mexico,61
9122,2022-05-09,Cerro Verde,Estados Unidos,71
9123,2021-11-16,Puerta del Diablo,Honduras,29
9124,2023-08-02,Sunset Park,España,33
9125,2021-07-20,Amulapa,Canada,70
9126,2021-02-08,Sunset Park,Honduras,74
9127,2024-07-14,Sunset Park,Mexico,57
9128,2021-09-24,Puerta del Diablo,Honduras,19
9129,2022-10-16,Balboa,Guatemala,58
9130,2024-11-24,Puerta del Diablo,Costa Rica,67
9131,2022-11-04,Puerta del Diablo,Mexico,12
9132,2023-05-07,Apulo,Canada,51
9133,2022-01-26,Apulo,Canada,70
9134,2021-04-24,Sunset Park,Mexico,59
9135,2022-06-15,Amulapa,España,69
9136,2022-05-30,Apulo,Honduras,18
9137,2023-08-28,Amulapa,Costa Rica,39
9138,2021-06-08,Amulapa,Nicaragua,52
9139,2023-08-01,Balboa,Guatemala,61
9140,2023-11-03,Balboa,España,33
9141,2021-04-05,Apulo,Honduras,59
9142,2022-11-14,Cerro Verde,Mexico,43
9143,2022-10-21,Sunset Park,Canada,52
9144,2024-12-12,Amulapa,Costa Rica,41
9145,2023-01-10,Sunset Park,Nicaragua,45
9146,2023-02-26,Sunset Park,Guatemala,24
9147,2024-09-06,Sunset Park,Nicaragua,50
9148,2024-01-22,Balboa,Canada,68
9149,2023-06-27,Amulapa,Canada,63
9150,2023-01-14,Balboa,Costa Rica,64
9151,2024-09-11,Sunset Park,Estados Unidos,52
9152,2024-12-04,Cerro Verde,Honduras,38
9153,2021-02-07,Puerta del Diablo,Guatemala,68
9154,2024-07-28,Amulapa,Canada,34
9155,2024-05-17,Sunset Park,España,38
9156,2021-03-04,Balboa,Canada,59
9157,2021-06-17,Balboa,Nicaragua,21
9158,2023-07-13,Amulapa,Guatemala,77
9159,2022-10-08,Amulapa,Mexico,25
9160,2024-10-23,Amulapa,Mexico,53
9161,2022-03-12,Puerta del Diablo,Honduras,47
9162,2022-10-25,Puerta del Diablo,Mexico,57
9163,2024-05-31,Cerro Verde,Costa Rica,27
9164,2021-05-10,Balboa,Canada,66
9165,2023-09-20,Puerta del Diablo,Canada,66
9166,2024-05-09,Amulapa,Guatemala,6
9167,2024-03-23,Amulapa,Guatemala,66
9168,2022-10-19,Balboa,Canada,23
9169,2024-01-10,Cerro Verde,Guatemala,74
9170,2021-04-19,Balboa,Estados Unidos,48
9171,2023-03-09,Apulo,Honduras,75
9172,2023-10-03,Puerta del Diablo,Estados Unidos,57
9173,2023-06-03,Puerta del Diablo,Guatemala,44
9174,2023-12-20,Cerro Verde,Estados Unidos,36
9175,2023-09-03,Cerro Verde,Honduras,79
9176,2022-01-06,Cerro Verde,Mexico,59
9177,2022-06-17,Puerta del Diablo,Estados Unidos,48
9178,2021-05-02,Puerta del Diablo,Canada,6
9179,2021-10-01,Apulo,Costa Rica,33
9180,2023-03-06,Puerta del Diablo,Honduras,75
9181,2021-07-16,Balboa,Canada,33
9182,2024-09-18,Amulapa,Guatemala,59
9183,2022-03-21,Puerta del Diablo,Canada,9
9184,2021-03-25,Puerta del Diablo,España,6
9185,2022-06-01,Cerro Verde,España,46
9186,2023-02-20,Puerta del Diablo,Canada,25
9187,2023-04-06,Apulo,Costa Rica,16
9188,2022-02-25,Balboa,Honduras,30
9189,2022-07-14,Apulo,Mexico,24
9190,2024-04-11,Sunset Park,Estados Unidos,9
9191,2021-02-25,Amulapa,España,72
9192,2021-03-31,Balboa,Honduras,45
9193,2024-07-18,Sunset Park,Canada,78
9194,2022-12-14,Puerta del Diablo,Nicaragua,16
9195,2021-10-06,Cerro Verde,Estados Unidos,68
9196,2022-05-20,Apulo,Canada,55
9197,2022-05-08,Balboa,Estados Unidos,50
9198,2022-03-11,Balboa,Estados Unidos,73
9199,2023-07-19,Cerro Verde,Canada,79
9200,2023-08-20,Apulo,España,34
9201,2021-07-29,Cerro Verde,Estados Unidos,31
9202,2022-10-29,Amulapa,Mexico,50
9203,2023-02-08,Amulapa,Guatemala,29
9204,2024-09-25,Sunset Park,Estados Unidos,70
9205,2022-03-13,Amulapa,Nicaragua,79
9206,2021-08-03,Puerta del Diablo,España,5
9207,2024-04-04,Sunset Park,España,26
9208,2024-02-12,Cerro Verde,Canada,69
9209,2024-04-05,Balboa,España,48
9210,2021-10-11,Apulo,Nicaragua,61
9211,2023-06-04,Balboa,España,58
9212,2024-06-16,Cerro Verde,Nicaragua,14
9213,2024-12-07,Cerro Verde,Mexico,36
9214,2024-12-11,Balboa,Honduras,62
9215,2023-01-23,Balboa,Estados Unidos,10
9216,2022-06-30,Balboa,Nicaragua,13
9217,2023-06-23,Amulapa,Guatemala,13
9218,2023-01-20,Apulo,Nicaragua,35
9219,2021-02-04,Puerta del Diablo,Honduras,47
9220,2024-11-27,Puerta del Diablo,Costa Rica,72
9221,2022-07-24,Cerro Verde,Guatemala,42
9222,2024-02-23,Apulo,Estados Unidos,43
9223,2024-08-14,Balboa,Costa Rica,42
9224,2024-04-28,Puerta del Diablo,Canada,44
9225,2022-11-01,Apulo,Nicaragua,38
9226,2023-12-25,Balboa,Guatemala,48
9227,2021-04-29,Apulo,Estados Unidos,47
9228,2023-03-26,Apulo,Canada,40
9229,2021-09-04,Sunset Park,España,26
9230,2021-09-23,Apulo,Mexico,25
9231,2022-12-04,Amulapa,Nicaragua,22
9232,2024-09-03,Amulapa,Nicaragua,51
9233,2023-01-04,Sunset Park,Costa Rica,18
9234,2021-07-19,Cerro Verde,Mexico,32
9235,2024-03-30,Amulapa,Nicaragua,66
9236,2021-11-09,Apulo,Costa Rica,22
9237,2023-12-17,Amulapa,España,32
9238,2024-07-16,Puerta del Diablo,Nicaragua,38
9239,2022-02-10,Apulo,Estados Unidos,24
9240,2024-08-15,Puerta del Diablo,España,41
9241,2021-03-15,Balboa,Canada,40
9242,2024-10-01,Puerta del Diablo,Guatemala,54
9243,2022-07-06,Cerro Verde,Nicaragua,55
9244,2022-06-21,Apulo,Canada,75
9245,2023-05-19,Sunset Park,Estados Unidos,22
9246,2021-06-18,Amulapa,Canada,68
9247,2023-08-07,Apulo,Nicaragua,78
9248,2024-12-28,Sunset Park,Costa Rica,66
9249,2021-09-08,Sunset Park,Canada,71
9250,2024-07-06,Apulo,Honduras,74
9251,2022-08-28,Puerta del Diablo,Honduras,63
9252,2023-10-21,Balboa,Costa Rica,34
9253,2023-08-22,Puerta del Diablo,Estados Unidos,19
9254,2023-10-04,Puerta del Diablo,Nicaragua,6
9255,2024-02-03,Cerro Verde,Estados Unidos,7
9256,2023-10-11,Balboa,Nicaragua,14
9257,2023-10-12,Puerta del Diablo,España,63
9258,2021-12-08,Amulapa,España,24
9259,2022-12-19,Balboa,Estados Unidos,78
9260,2021-11-17,Sunset Park,España,20
9261,2022-07-02,Amulapa,Canada,8
9262,2022-02-12,Apulo,Nicaragua,28
9263,2021-07-20,Apulo,Honduras,60
9264,2024-07-11,Apulo,Estados Unidos,53
9265,2023-11-20,Amulapa,España,10
9266,2023-03-09,Balboa,Costa Rica,13
9267,2024-08-16,Puerta del Diablo,Estados Unidos,6
9268,2022-03-25,Balboa,Honduras,20
9269,2021-06-15,Apulo,Guatemala,14
9270,2023-06-02,Amulapa,Canada,52
9271,2024-02-18,Puerta del Diablo,Estados Unidos,7
9272,2023-02-08,Cerro Verde,España,25
9273,2021-10-14,Apulo,Honduras,48
9274,2021-10-19,Puerta del Diablo,Nicaragua,79
9275,2022-10-11,Amulapa,Costa Rica,79
9276,2024-07-06,Puerta del Diablo,Estados Unidos,72
9277,2023-08-09,Sunset Park,Guatemala,57
9278,2022-10-25,Amulapa,Canada,15
9279,2023-04-03,Cerro Verde,España,38
9280,2021-09-21,Cerro Verde,Guatemala,5
9281,2024-11-22,Amulapa,Honduras,39
9282,2021-08-18,Sunset Park,España,10
9283,2022-09-26,Amulapa,Honduras,22
9284,2021-08-25,Puerta del Diablo,Mexico,77
9285,2023-06-28,Cerro Verde,Canada,27
9286,2024-03-09,Amulapa,Canada,29
9287,2024-05-11,Cerro Verde,Estados Unidos,46
9288,2022-10-14,Balboa,Canada,21
9289,2024-01-07,Puerta del Diablo,Guatemala,13
9290,2022-12-17,Sunset Park,España,54
9291,2023-12-22,Apulo,España,42
9292,2023-02-16,Sunset Park,Honduras,45
9293,2021-05-05,Balboa,Nicaragua,17
9294,2021-10-06,Balboa,Guatemala,61
9295,2024-04-14,Apulo,Mexico,22
9296,2024-07-30,Puerta del Diablo,Costa Rica,14
9297,2023-09-21,Amulapa,Mexico,73
9298,2023-05-18,Cerro Verde,España,40
9299,2023-12-14,Sunset Park,Guatemala,9
9300,2022-01-21,Sunset Park,Mexico,41
9301,2022-07-12,Apulo,Nicaragua,12
9302,2023-07-06,Puerta del Diablo,Nicaragua,24
9303,2021-08-24,Puerta del Diablo,España,38
9304,2021-07-04,Cerro Verde,Estados Unidos,55
9305,2021-09-26,Sunset Park,España,51
9306,2024-04-29,Amulapa,Costa Rica,46
9307,2021-09-04,Sunset Park,España,29
9308,2021-08-30,Apulo,España,13
9309,2021-10-08,Sunset Park,Guatemala,41
9310,2024-06-11,Amulapa,Guatemala,39
9311,2022-02-28,Puerta del Diablo,Nicaragua,56
9312,2021-05-30,Amulapa,Guatemala,8
9313,2023-01-03,Puerta del Diablo,Mexico,15
9314,2024-03-13,Cerro Verde,Honduras,43
9315,2022-01-09,Apulo,Honduras,9
9316,2024-04-21,Sunset Park,Honduras,24
9317,2021-04-02,Cerro Verde,Guatemala,62
9318,2021-08-02,Amulapa,España,63
9319,2024-06-07,Amulapa,Costa Rica,27
9320,2022-12-23,Puerta del Diablo,Nicaragua,41
9321,2022-11-12,Puerta del Diablo,Guatemala,71
9322,2022-06-25,Cerro Verde,Mexico,55
9323,2024-11-29,Balboa,Mexico,17
9324,2022-05-07,Balboa,España,37
9325,2022-05-19,Apulo,Guatemala,24
9326,2024-12-05,Puerta del Diablo,Mexico,62
9327,2021-09-13,Amulapa,Canada,64
9328,2022-09-13,Cerro Verde,Honduras,37
9329,2021-08-21,Amulapa,España,10
9330,2024-07-02,Balboa,Guatemala,52
9331,2023-08-23,Amulapa,Guatemala,59
9332,2022-01-28,Apulo,Mexico,78
9333,2021-11-07,Puerta del Diablo,Estados Unidos,39
9334,2022-09-30,Cerro Verde,Canada,36
9335,2024-04-21,Apulo,Nicaragua,7
9336,2024-12-30,Sunset Park,Nicaragua,20
9337,2024-05-16,Sunset Park,Canada,40
9338,2021-12-05,Apulo,Estados Unidos,35
9339,2023-08-21,Amulapa,Costa Rica,38
9340,2022-09-08,Balboa,Canada,9
9341,2023-06-23,Apulo,Guatemala,79
9342,2024-12-20,Balboa,España,23
9343,2022-10-19,Balboa,Canada,18
9344,2024-01-04,Cerro Verde,Mexico,66
9345,2023-03-20,Puerta del Diablo,Mexico,38
9346,2022-06-29,Cerro Verde,Honduras,18
9347,2024-10-24,Puerta del Diablo,España,72
9348,2022-08-26,Puerta del Diablo,Nicaragua,40
9349,2021-08-11,Cerro Verde,Canada,32
9350,2024-12-23,Puerta del Diablo,Costa Rica,16
9351,2022-01-28,Balboa,Honduras,69
9352,2023-02-26,Sunset Park,Nicaragua,23
9353,2022-08-24,Balboa,Estados Unidos,57
9354,2021-10-26,Amulapa,España,39
9355,2024-01-03,Apulo,Guatemala,68
9356,2024-04-04,Puerta del Diablo,Costa Rica,75
9357,2024-01-01,Amulapa,Mexico,11
9358,2023-12-20,Cerro Verde,Estados Unidos,9
9359,2024-03-18,Sunset Park,Mexico,75
9360,2021-09-17,Cerro Verde,Mexico,57
9361,2022-05-14,Puerta del Diablo,España,58
9362,2023-04-30,Sunset Park,Nicaragua,49
9363,2021-11-30,Puerta del Diablo,Estados Unidos,38
9364,2024-02-21,Puerta del Diablo,Guatemala,60
9365,2024-03-17,Puerta del Diablo,Estados Unidos,25
9366,2023-03-27,Apulo,Costa Rica,76
9367,2023-03-15,Sunset Park,Honduras,27
9368,2022-03-08,Amulapa,Guatemala,58
9369,2021-07-26,Amulapa,Nicaragua,40
9370,2023-05-07,Apulo,Estados Unidos,15
9371,2023-07-15,Balboa,España,14
9372,2021-12-21,Apulo,España,42
9373,2024-11-16,Balboa,Estados Unidos,56
9374,2024-05-25,Sunset Park,Costa Rica,58
9375,2024-09-12,Cerro Verde,Honduras,6
9376,2021-03-22,Sunset Park,Estados Unidos,67
9377,2023-01-06,Balboa,Nicaragua,71
9378,2022-01-07,Sunset Park,Costa Rica,79
9379,2022-07-04,Sunset Park,Canada,48
9380,2023-12-20,Apulo,Mexico,30
9381,2024-07-25,Puerta del Diablo,Guatemala,28
9382,2021-06-15,Puerta del Diablo,Nicaragua,55
9383,2021-11-22,Puerta del Diablo,Honduras,48
9384,2024-05-12,Apulo,Estados Unidos,41
9385,2024-05-30,Apulo,Honduras,18
9386,2022-04-25,Balboa,Nicaragua,31
9387,2022-09-19,Balboa,Costa Rica,11
9388,2021-05-06,Amulapa,España,6
9389,2022-05-27,Amulapa,Mexico,74
9390,2021-06-26,Amulapa,Mexico,73
9391,2022-11-25,Puerta del Diablo,Guatemala,58
9392,2021-01-21,Puerta del Diablo,Nicaragua,33
9393,2022-04-29,Apulo,Honduras,55
9394,2024-07-09,Sunset Park,Nicaragua,38
9395,2021-05-30,Amulapa,Nicaragua,76
9396,2023-04-28,Apulo,Estados Unidos,19
9397,2022-12-23,Cerro Verde,Guatemala,20
9398,2022-11-03,Puerta del Diablo,Guatemala,30
9399,2023-07-02,Amulapa,Nicaragua,22
9400,2023-10-06,Apulo,Canada,40
9401,2024-02-02,Balboa,Honduras,11
9402,2022-05-25,Amulapa,Guatemala,33
9403,2022-11-11,Apulo,España,71
9404,2022-01-18,Amulapa,Costa Rica,12
9405,2024-02-13,Amulapa,Honduras,25
9406,2021-02-09,Cerro Verde,Nicaragua,11
9407,2023-06-04,Cerro Verde,Guatemala,36
9408,2024-02-05,Puerta del Diablo,Honduras,52
9409,2021-06-21,Puerta del Diablo,Guatemala,38
9410,2022-09-27,Amulapa,Estados Unidos,23
9411,2024-08-28,Cerro Verde,España,28
9412,2021-09-30,Balboa,Nicaragua,68
9413,2022-06-13,Sunset Park,Honduras,71
9414,2021-07-28,Balboa,Guatemala,30
9415,2024-05-22,Amulapa,Nicaragua,5
9416,2023-07-31,Puerta del Diablo,Costa Rica,28
9417,2021-05-23,Puerta del Diablo,Nicaragua,10
9418,2024-11-01,Apulo,Nicaragua,8
9419,2023-07-07,Sunset Park,Canada,62
9420,2023-07-06,Sunset Park,Mexico,33
9421,2024-09-16,Balboa,Mexico,77
9422,2023-01-11,Amulapa,Canada,72
9423,2021-03-11,Balboa,Nicaragua,8
9424,2022-01-20,Apulo,Honduras,51
9425,2024-07-20,Amulapa,Costa Rica,26
9426,2023-11-12,Amulapa,Nicaragua,34
9427,2022-04-16,Puerta del Diablo,Mexico,70
9428,2022-06-02,Balboa,Honduras,54
9429,2023-05-01,Amulapa,Honduras,32
9430,2022-08-29,Apulo,España,32
9431,2024-12-18,Cerro Verde,Canada,8
9432,2023-05-28,Cerro Verde,España,5
9433,2023-09-04,Amulapa,España,63
9434,2023-08-17,Apulo,Nicaragua,52
9435,2022-12-05,Cerro Verde,Costa Rica,50
9436,2021-10-12,Cerro Verde,Costa Rica,22
9437,2024-04-14,Amulapa,España,41
9438,2022-03-07,Cerro Verde,España,65
9439,2022-03-04,Puerta del Diablo,Costa Rica,63
9440,2021-11-28,Apulo,Honduras,10
9441,2022-03-20,Sunset Park,Guatemala,6
9442,2024-05-21,Puerta del Diablo,Estados Unidos,15
9443,2022-03-19,Balboa,Costa Rica,13
9444,2024-04-29,Cerro Verde,Estados Unidos,79
9445,2022-04-23,Amulapa,Canada,75
9446,2022-05-20,Cerro Verde,Nicaragua,26
9447,2021-05-29,Puerta del Diablo,Guatemala,45
9448,2021-09-06,Cerro Verde,Nicaragua,59
9449,2022-08-27,Balboa,Mexico,53
9450,2022-10-22,Balboa,Estados Unidos,8
9451,2021-08-31,Cerro Verde,Costa Rica,74
9452,2024-02-23,Sunset Park,Guatemala,11
9453,2024-09-29,Apulo,Nicaragua,19
9454,2021-09-24,Cerro Verde,Estados Unidos,72
9455,2024-12-04,Puerta del Diablo,Nicaragua,30
9456,2023-04-29,Apulo,Canada,36
9457,2021-10-23,Apulo,España,35
9458,2024-09-01,Balboa,Canada,32
9459,2023-07-11,Amulapa,Honduras,65
9460,2022-07-11,Cerro Verde,Honduras,13
9461,2024-01-31,Puerta del Diablo,Costa Rica,52
9462,2021-01-15,Puerta del Diablo,Canada,32
9463,2024-07-16,Apulo,Honduras,64
9464,2021-12-03,Apulo,Estados Unidos,14
9465,2021-07-25,Puerta del Diablo,Honduras,36
9466,2022-02-15,Cerro Verde,Mexico,41
9467,2024-01-07,Cerro Verde,Guatemala,63
9468,2021-11-18,Cerro Verde,Estados Unidos,25
9469,2024-11-15,Apulo,Guatemala,30
9470,2022-08-20,Sunset Park,Nicaragua,61
9471,2022-07-19,Amulapa,Nicaragua,29
9472,2022-07-07,Amulapa,España,32
9473,2023-03-18,Sunset Park,España,11
9474,2023-08-23,Cerro Verde,Costa Rica,35
9475,2022-05-16,Apulo,Estados Unidos,50
9476,2021-11-16,Apulo,Costa Rica,58
9477,2024-03-08,Apulo,Estados Unidos,21
9478,2023-01-23,Apulo,Costa Rica,22
9479,2022-02-23,Sunset Park,Mexico,23
9480,2022-05-27,Sunset Park,Honduras,60
9481,2021-06-04,Amulapa,España,9
9482,2022-10-03,Cerro Verde,Mexico,18
9483,2022-11-26,Apulo,Guatemala,11
9484,2024-02-13,Amulapa,Mexico,37
9485,2023-08-03,Amulapa,Canada,23
9486,2021-01-09,Sunset Park,Honduras,73
9487,2024-06-24,Balboa,Estados Unidos,14
9488,2022-04-29,Amulapa,Costa Rica,60
9489,2021-12-30,Amulapa,Guatemala,19
9490,2021-07-17,Puerta del Diablo,Canada,7
9491,2021-12-29,Amulapa,Honduras,77
9492,2021-01-11,Balboa,Honduras,35
9493,2022-06-02,Balboa,España,75
9494,2021-08-16,Balboa,Estados Unidos,27
9495,2022-09-16,Balboa,Canada,52
9496,2021-11-19,Amulapa,Honduras,63
9497,2022-10-30,Balboa,Nicaragua,79
9498,2024-03-05,Sunset Park,Honduras,59
9499,2022-04-17,Cerro Verde,Mexico,70
9500,2022-11-18,Puerta del Diablo,Nicaragua,56
9501,2021-05-23,Sunset Park,Honduras,74
9502,2021-09-05,Amulapa,Guatemala,6
9503,2021-02-21,Cerro Verde,Estados Unidos,26
9504,2023-11-18,Balboa,Nicaragua,73
9505,2023-11-23,Balboa,Costa Rica,23
9506,2023-06-02,Sunset Park,Nicaragua,8
9507,2022-12-09,Sunset Park,Nicaragua,71
9508,2023-07-16,Cerro Verde,España,38
9509,2021-05-21,Balboa,Honduras,11
9510,2021-06-03,Amulapa,Mexico,77
9511,2021-10-18,Puerta del Diablo,Honduras,5
9512,2024-11-15,Sunset Park,Costa Rica,53
9513,2023-06-24,Cerro Verde,Nicaragua,32
9514,2024-07-20,Puerta del Diablo,Estados Unidos,76
9515,2023-10-04,Puerta del Diablo,Nicaragua,50
9516,2024-06-10,Puerta del Diablo,Nicaragua,14
9517,2024-08-27,Sunset Park,Guatemala,51
9518,2023-09-08,Cerro Verde,Guatemala,31
9519,2023-11-19,Balboa,Mexico,7
9520,2023-11-06,Amulapa,Canada,40
9521,2023-11-26,Amulapa,Costa Rica,20
9522,2024-07-11,Balboa,Guatemala,39
9523,2021-08-01,Cerro Verde,Estados Unidos,25
