id_visita_parque,fecha,parque,pais_origen,gasto_estimado,anio,mes,dia,trimestre,categoria_gasto
8379,2024-05-26,Apulo,España,66,2024,5,26,2,Alto
8380,2022-06-04,Amulapa,Guatemala,7,2022,6,4,2,Bajo
8381,2023-08-13,Cerro Verde,Nicaragua,52,2023,8,13,3,Medio
8382,2023-09-02,Puerta Del Diablo,Honduras,54,2023,9,2,3,Medio
8383,2022-07-26,Sunset Park,Mexico,49,2022,7,26,3,Medio
8384,2024-12-24,Sunset Park,Canada,5,2024,12,24,4,Bajo
8385,2021-05-21,Amulapa,Canada,5,2021,5,21,2,Bajo
8386,2021-07-02,Puerta Del Diablo,Mexico,70,2021,7,2,3,Alto
8387,2024-11-11,Puerta Del Diablo,Nicaragua,32,2024,11,11,4,Medio
8388,2024-09-17,Sunset Park,Costa Rica,31,2024,9,17,3,Medio
8389,2022-06-18,Balboa,Mexico,61,2022,6,18,2,Alto
8390,2021-10-18,Puerta Del Diablo,Nicaragua,76,2021,10,18,4,Alto
8391,2023-03-31,Sunset Park,Canada,29,2023,3,31,1,Bajo
8392,2023-12-03,Cerro Verde,Guatemala,17,2023,12,3,4,Bajo
8393,2022-05-17,Amulapa,España,8,2022,5,17,2,Bajo
8394,2024-01-20,Puerta Del Diablo,Nicaragua,74,2024,1,20,1,Alto
8395,2021-01-26,Apulo,Honduras,65,2021,1,26,1,Alto
8396,2023-08-04,Sunset Park,Estados Unidos,39,2023,8,4,3,Medio
8397,2022-09-25,Puerta Del Diablo,Mexico,17,2022,9,25,3,Bajo
8398,2023-05-12,Cerro Verde,Canada,76,2023,5,12,2,Alto
8399,2022-01-08,Apulo,Costa Rica,39,2022,1,8,1,Medio
8400,2024-04-18,Cerro Verde,Honduras,62,2024,4,18,2,Alto
8401,2021-12-16,Cerro Verde,Nicaragua,66,2021,12,16,4,Alto
8402,2023-03-22,Puerta Del Diablo,Mexico,46,2023,3,22,1,Medio
8403,2023-06-03,Balboa,Mexico,33,2023,6,3,2,Medio
8404,2024-07-31,Amulapa,Nicaragua,10,2024,7,31,3,Bajo
8405,2021-10-31,Puerta Del Diablo,Nicaragua,20,2021,10,31,4,Bajo
8406,2022-11-23,Apulo,Honduras,63,2022,11,23,4,Alto
8407,2023-04-27,Balboa,Mexico,27,2023,4,27,2,Bajo
8408,2024-11-05,Apulo,Mexico,43,2024,11,5,4,Medio
8409,2022-02-25,Amulapa,Estados Unidos,44,2022,2,25,1,Medio
8410,2024-03-20,Sunset Park,Estados Unidos,36,2024,3,20,1,Medio
8411,2022-11-25,Apulo,España,7,2022,11,25,4,Bajo
8412,2023-09-04,Apulo,Costa Rica,77,2023,9,4,3,Alto
8413,2022-08-03,Apulo,Nicaragua,10,2022,8,3,3,Bajo
8414,2023-02-07,Apulo,Guatemala,8,2023,2,7,1,Bajo
8415,2021-04-27,Puerta Del Diablo,Guatemala,24,2021,4,27,2,Bajo
8416,2021-12-05,Apulo,Estados Unidos,9,2021,12,5,4,Bajo
8417,2023-03-15,Balboa,Honduras,46,2023,3,15,1,Medio
8418,2022-11-14,Amulapa,Honduras,18,2022,11,14,4,Bajo
8419,2022-07-20,Puerta Del Diablo,Canada,7,2022,7,20,3,Bajo
8420,2022-08-20,Cerro Verde,Canada,23,2022,8,20,3,Bajo
8421,2022-06-03,Puerta Del Diablo,Nicaragua,70,2022,6,3,2,Alto
8422,2022-04-19,Balboa,Estados Unidos,70,2022,4,19,2,Alto
8423,2024-05-20,Puerta Del Diablo,Mexico,19,2024,5,20,2,Bajo
8424,2023-05-07,Sunset Park,España,76,2023,5,7,2,Alto
8425,2023-01-20,Amulapa,Honduras,34,2023,1,20,1,Medio
8426,2021-07-17,Sunset Park,Honduras,53,2021,7,17,3,Medio
8427,2021-01-30,Cerro Verde,España,59,2021,1,30,1,Medio
8428,2023-05-15,Apulo,Costa Rica,61,2023,5,15,2,Alto
8429,2022-10-30,Amulapa,Mexico,37,2022,10,30,4,Medio
8430,2024-10-05,Puerta Del Diablo,Estados Unidos,72,2024,10,5,4,Alto
8431,2022-10-01,Balboa,Honduras,14,2022,10,1,4,Bajo
8432,2022-11-27,Cerro Verde,Canada,5,2022,11,27,4,Bajo
8433,2022-05-08,Puerta Del Diablo,Honduras,30,2022,5,8,2,Medio
8434,2022-03-24,Cerro Verde,Guatemala,43,2022,3,24,1,Medio
8435,2022-12-24,Puerta Del Diablo,Honduras,55,2022,12,24,4,Medio
8436,2022-04-05,Balboa,Costa Rica,32,2022,4,5,2,Medio
8437,2024-06-04,Sunset Park,Canada,63,2024,6,4,2,Alto
8438,2022-07-24,Puerta Del Diablo,Costa Rica,65,2022,7,24,3,Alto
8439,2021-08-06,Apulo,España,13,2021,8,6,3,Bajo
8440,2023-02-14,Amulapa,Mexico,46,2023,2,14,1,Medio
8441,2023-07-28,Sunset Park,Honduras,74,2023,7,28,3,Alto
8442,2023-12-27,Apulo,Estados Unidos,23,2023,12,27,4,Bajo
8443,2021-08-31,Balboa,Costa Rica,34,2021,8,31,3,Medio
8444,2023-07-21,Amulapa,Canada,79,2023,7,21,3,Alto
8445,2022-09-09,Amulapa,Guatemala,67,2022,9,9,3,Alto
8446,2023-01-18,Cerro Verde,Mexico,78,2023,1,18,1,Alto
8447,2021-10-15,Amulapa,Canada,11,2021,10,15,4,Bajo
8448,2022-03-07,Sunset Park,Canada,36,2022,3,7,1,Medio
8449,2023-10-09,Balboa,Honduras,13,2023,10,9,4,Bajo
8450,2022-07-13,Sunset Park,Mexico,58,2022,7,13,3,Medio
8451,2024-04-27,Apulo,Estados Unidos,69,2024,4,27,2,Alto
8452,2021-03-21,Puerta Del Diablo,Estados Unidos,7,2021,3,21,1,Bajo
8453,2023-08-05,Sunset Park,Costa Rica,26,2023,8,5,3,Bajo
8454,2022-03-16,Amulapa,España,73,2022,3,16,1,Alto
8455,2021-09-07,Cerro Verde,Canada,75,2021,9,7,3,Alto
8456,2021-02-05,Amulapa,Honduras,38,2021,2,5,1,Medio
8457,2024-12-21,Apulo,España,50,2024,12,21,4,Medio
8458,2021-05-31,Cerro Verde,Honduras,52,2021,5,31,2,Medio
8459,2024-10-26,Puerta Del Diablo,Costa Rica,25,2024,10,26,4,Bajo
8460,2021-05-21,Amulapa,Mexico,45,2021,5,21,2,Medio
8461,2021-02-14,Amulapa,Mexico,18,2021,2,14,1,Bajo
8462,2024-12-28,Puerta Del Diablo,Honduras,34,2024,12,28,4,Medio
8463,2024-05-22,Puerta Del Diablo,Estados Unidos,27,2024,5,22,2,Bajo
8464,2024-12-09,Cerro Verde,Costa Rica,8,2024,12,9,4,Bajo
8465,2022-02-26,Cerro Verde,Nicaragua,28,2022,2,26,1,Bajo
8466,2021-04-21,Sunset Park,Nicaragua,76,2021,4,21,2,Alto
8467,2024-10-27,Puerta Del Diablo,Guatemala,8,2024,10,27,4,Bajo
8468,2023-08-23,Amulapa,Estados Unidos,36,2023,8,23,3,Medio
8469,2022-02-19,Apulo,Estados Unidos,45,2022,2,19,1,Medio
8470,2021-07-20,Amulapa,Estados Unidos,16,2021,7,20,3,Bajo
8471,2022-06-04,Puerta Del Diablo,Costa Rica,9,2022,6,4,2,Bajo
8472,2021-09-25,Balboa,Costa Rica,31,2021,9,25,3,Medio
8473,2023-08-23,Cerro Verde,Canada,15,2023,8,23,3,Bajo
8474,2023-08-09,Amulapa,Canada,77,2023,8,9,3,Alto
8475,2023-11-22,Puerta Del Diablo,Guatemala,68,2023,11,22,4,Alto
8476,2022-02-14,Cerro Verde,Honduras,21,2022,2,14,1,Bajo
8477,2022-01-31,Sunset Park,Canada,11,2022,1,31,1,Bajo
8478,2024-01-26,Apulo,Mexico,44,2024,1,26,1,Medio
8479,2024-11-17,Sunset Park,España,12,2024,11,17,4,Bajo
8480,2024-06-27,Balboa,Guatemala,30,2024,6,27,2,Medio
8481,2024-02-27,Cerro Verde,Honduras,71,2024,2,27,1,Alto
8482,2021-05-23,Amulapa,Mexico,22,2021,5,23,2,Bajo
8483,2022-04-27,Balboa,Costa Rica,77,2022,4,27,2,Alto
8484,2021-04-01,Cerro Verde,España,54,2021,4,1,2,Medio
8485,2021-01-08,Cerro Verde,Honduras,49,2021,1,8,1,Medio
8486,2024-11-30,Amulapa,Honduras,11,2024,11,30,4,Bajo
8487,2023-01-29,Balboa,Nicaragua,73,2023,1,29,1,Alto
8488,2023-09-28,Amulapa,Estados Unidos,41,2023,9,28,3,Medio
8489,2024-12-18,Balboa,España,78,2024,12,18,4,Alto
8490,2023-07-21,Sunset Park,Nicaragua,12,2023,7,21,3,Bajo
8491,2022-11-18,Puerta Del Diablo,España,5,2022,11,18,4,Bajo
8492,2024-01-06,Sunset Park,Guatemala,44,2024,1,6,1,Medio
8493,2023-04-23,Cerro Verde,España,21,2023,4,23,2,Bajo
8494,2023-08-31,Balboa,Mexico,34,2023,8,31,3,Medio
8495,2021-09-01,Sunset Park,Nicaragua,25,2021,9,1,3,Bajo
8496,2021-07-18,Apulo,Nicaragua,58,2021,7,18,3,Medio
8497,2023-05-27,Sunset Park,Costa Rica,77,2023,5,27,2,Alto
8498,2024-11-07,Apulo,Costa Rica,16,2024,11,7,4,Bajo
8499,2024-09-09,Puerta Del Diablo,Canada,70,2024,9,9,3,Alto
8500,2023-01-22,Sunset Park,Honduras,72,2023,1,22,1,Alto
8501,2022-07-21,Apulo,Nicaragua,7,2022,7,21,3,Bajo
8502,2021-12-22,Apulo,Costa Rica,33,2021,12,22,4,Medio
8503,2024-05-07,Amulapa,Guatemala,17,2024,5,7,2,Bajo
8504,2023-03-17,Balboa,Estados Unidos,22,2023,3,17,1,Bajo
8505,2023-04-03,Apulo,Nicaragua,26,2023,4,3,2,Bajo
8506,2024-10-08,Puerta Del Diablo,Mexico,67,2024,10,8,4,Alto
8507,2023-08-29,Puerta Del Diablo,Mexico,79,2023,8,29,3,Alto
8508,2024-10-03,Apulo,Honduras,68,2024,10,3,4,Alto
8509,2023-02-23,Sunset Park,Costa Rica,35,2023,2,23,1,Medio
8510,2023-03-03,Sunset Park,Nicaragua,60,2023,3,3,1,Alto
8511,2024-12-30,Sunset Park,Guatemala,28,2024,12,30,4,Bajo
8512,2021-12-12,Amulapa,España,9,2021,12,12,4,Bajo
8513,2024-07-25,Amulapa,Costa Rica,12,2024,7,25,3,Bajo
8514,2021-07-30,Cerro Verde,Mexico,48,2021,7,30,3,Medio
8515,2023-04-02,Cerro Verde,Guatemala,18,2023,4,2,2,Bajo
8516,2024-05-11,Amulapa,Nicaragua,78,2024,5,11,2,Alto
8517,2023-12-24,Apulo,Estados Unidos,27,2023,12,24,4,Bajo
8518,2023-10-22,Puerta Del Diablo,España,17,2023,10,22,4,Bajo
8519,2024-06-04,Amulapa,Costa Rica,7,2024,6,4,2,Bajo
8520,2022-12-19,Puerta Del Diablo,Nicaragua,14,2022,12,19,4,Bajo
8521,2021-04-19,Apulo,España,30,2021,4,19,2,Medio
8522,2021-04-27,Balboa,Mexico,63,2021,4,27,2,Alto
8523,2022-01-16,Puerta Del Diablo,España,32,2022,1,16,1,Medio
8524,2021-06-29,Amulapa,Mexico,50,2021,6,29,2,Medio
8525,2022-08-09,Amulapa,Honduras,46,2022,8,9,3,Medio
8526,2024-11-11,Apulo,España,15,2024,11,11,4,Bajo
8527,2023-02-17,Amulapa,Nicaragua,24,2023,2,17,1,Bajo
8528,2024-04-08,Puerta Del Diablo,Nicaragua,28,2024,4,8,2,Bajo
8529,2023-03-05,Amulapa,España,26,2023,3,5,1,Bajo
8530,2021-10-05,Cerro Verde,Mexico,13,2021,10,5,4,Bajo
8531,2021-01-31,Amulapa,Costa Rica,57,2021,1,31,1,Medio
8532,2024-04-02,Apulo,Honduras,54,2024,4,2,2,Medio
8533,2024-05-07,Amulapa,Nicaragua,26,2024,5,7,2,Bajo
8534,2021-03-13,Balboa,Estados Unidos,35,2021,3,13,1,Medio
8535,2022-05-10,Apulo,Canada,24,2022,5,10,2,Bajo
8536,2023-03-08,Sunset Park,Honduras,53,2023,3,8,1,Medio
8537,2023-08-24,Balboa,Estados Unidos,65,2023,8,24,3,Alto
8538,2023-01-27,Balboa,Guatemala,56,2023,1,27,1,Medio
8539,2021-04-29,Amulapa,Nicaragua,13,2021,4,29,2,Bajo
8540,2024-01-18,Puerta Del Diablo,Costa Rica,41,2024,1,18,1,Medio
8541,2022-11-13,Balboa,Nicaragua,41,2022,11,13,4,Medio
8542,2022-11-27,Puerta Del Diablo,Estados Unidos,65,2022,11,27,4,Alto
8543,2021-02-06,Apulo,Canada,14,2021,2,6,1,Bajo
8544,2021-12-14,Cerro Verde,España,61,2021,12,14,4,Alto
8545,2021-06-09,Amulapa,España,78,2021,6,9,2,Alto
8546,2021-06-12,Sunset Park,Honduras,69,2021,6,12,2,Alto
8547,2022-04-06,Balboa,Guatemala,68,2022,4,6,2,Alto
8548,2024-02-10,Cerro Verde,Nicaragua,25,2024,2,10,1,Bajo
8549,2024-10-30,Cerro Verde,Guatemala,60,2024,10,30,4,Alto
8550,2022-09-24,Puerta Del Diablo,Estados Unidos,61,2022,9,24,3,Alto
8551,2021-09-09,Puerta Del Diablo,Mexico,36,2021,9,9,3,Medio
8552,2024-11-18,Sunset Park,Honduras,38,2024,11,18,4,Medio
8553,2023-05-09,Apulo,Honduras,11,2023,5,9,2,Bajo
8554,2021-03-11,Amulapa,Honduras,7,2021,3,11,1,Bajo
8555,2023-08-13,Puerta Del Diablo,Guatemala,78,2023,8,13,3,Alto
8556,2022-10-09,Apulo,España,55,2022,10,9,4,Medio
8557,2021-10-27,Apulo,Nicaragua,24,2021,10,27,4,Bajo
8558,2023-07-03,Amulapa,Honduras,22,2023,7,3,3,Bajo
8559,2022-08-12,Amulapa,Costa Rica,72,2022,8,12,3,Alto
8560,2023-06-28,Cerro Verde,Estados Unidos,37,2023,6,28,2,Medio
8561,2023-06-09,Balboa,Nicaragua,70,2023,6,9,2,Alto
8562,2024-11-24,Cerro Verde,Estados Unidos,20,2024,11,24,4,Bajo
8563,2022-06-14,Sunset Park,Nicaragua,58,2022,6,14,2,Medio
8564,2024-04-28,Amulapa,Canada,76,2024,4,28,2,Alto
8565,2024-02-06,Amulapa,Guatemala,41,2024,2,6,1,Medio
8566,2021-04-04,Balboa,Mexico,57,2021,4,4,2,Medio
8567,2022-06-09,Amulapa,Honduras,11,2022,6,9,2,Bajo
8568,2023-10-19,Cerro Verde,Estados Unidos,21,2023,10,19,4,Bajo
8569,2024-03-20,Sunset Park,Costa Rica,47,2024,3,20,1,Medio
8570,2024-07-22,Amulapa,Estados Unidos,12,2024,7,22,3,Bajo
8571,2024-01-01,Amulapa,Guatemala,23,2024,1,1,1,Bajo
8572,2022-04-10,Balboa,Guatemala,32,2022,4,10,2,Medio
8573,2023-03-15,Amulapa,Canada,17,2023,3,15,1,Bajo
8574,2024-11-16,Amulapa,Mexico,41,2024,11,16,4,Medio
8575,2023-05-16,Apulo,Estados Unidos,71,2023,5,16,2,Alto
8576,2021-06-07,Sunset Park,España,77,2021,6,7,2,Alto
8577,2023-10-27,Apulo,Costa Rica,52,2023,10,27,4,Medio
8578,2023-09-27,Balboa,Canada,46,2023,9,27,3,Medio
8579,2022-01-17,Sunset Park,España,18,2022,1,17,1,Bajo
8580,2021-08-23,Amulapa,Nicaragua,15,2021,8,23,3,Bajo
8581,2023-10-03,Sunset Park,Mexico,30,2023,10,3,4,Medio
8582,2023-10-24,Amulapa,Estados Unidos,63,2023,10,24,4,Alto
8583,2024-03-21,Cerro Verde,Nicaragua,36,2024,3,21,1,Medio
8584,2024-01-21,Apulo,España,40,2024,1,21,1,Medio
8585,2023-03-03,Apulo,Mexico,31,2023,3,3,1,Medio
8586,2022-06-08,Sunset Park,Canada,16,2022,6,8,2,Bajo
8587,2022-04-12,Sunset Park,Honduras,40,2022,4,12,2,Medio
8588,2023-12-08,Puerta Del Diablo,Nicaragua,59,2023,12,8,4,Medio
8589,2022-05-14,Cerro Verde,Estados Unidos,7,2022,5,14,2,Bajo
8590,2023-03-16,Apulo,Mexico,23,2023,3,16,1,Bajo
8591,2021-06-16,Apulo,Honduras,22,2021,6,16,2,Bajo
8592,2023-04-12,Sunset Park,Guatemala,55,2023,4,12,2,Medio
8593,2021-12-04,Apulo,Canada,40,2021,12,4,4,Medio
8594,2022-01-22,Amulapa,Guatemala,62,2022,1,22,1,Alto
8595,2024-09-14,Balboa,Canada,72,2024,9,14,3,Alto
8596,2021-08-26,Sunset Park,Mexico,5,2021,8,26,3,Bajo
8597,2023-08-05,Apulo,España,50,2023,8,5,3,Medio
8598,2022-02-26,Amulapa,Honduras,72,2022,2,26,1,Alto
8599,2022-12-26,Balboa,Mexico,69,2022,12,26,4,Alto
8600,2023-02-22,Sunset Park,Canada,23,2023,2,22,1,Bajo
8601,2021-04-22,Amulapa,Costa Rica,47,2021,4,22,2,Medio
8602,2021-03-16,Puerta Del Diablo,Honduras,27,2021,3,16,1,Bajo
8603,2024-01-20,Apulo,Canada,37,2024,1,20,1,Medio
8604,2024-02-23,Cerro Verde,Honduras,21,2024,2,23,1,Bajo
8605,2021-10-17,Balboa,España,63,2021,10,17,4,Alto
8606,2023-08-09,Sunset Park,España,37,2023,8,9,3,Medio
8607,2023-11-26,Apulo,Guatemala,79,2023,11,26,4,Alto
8608,2023-01-27,Amulapa,Nicaragua,42,2023,1,27,1,Medio
8609,2023-02-13,Apulo,Mexico,43,2023,2,13,1,Medio
8610,2022-06-08,Apulo,Costa Rica,75,2022,6,8,2,Alto
8611,2021-09-27,Puerta Del Diablo,Honduras,25,2021,9,27,3,Bajo
8612,2024-09-20,Amulapa,Estados Unidos,29,2024,9,20,3,Bajo
8613,2023-05-14,Apulo,Guatemala,12,2023,5,14,2,Bajo
8614,2022-03-23,Cerro Verde,Estados Unidos,34,2022,3,23,1,Medio
8615,2022-03-03,Cerro Verde,Honduras,76,2022,3,3,1,Alto
8616,2024-10-05,Puerta Del Diablo,Costa Rica,24,2024,10,5,4,Bajo
8617,2021-09-01,Puerta Del Diablo,Honduras,39,2021,9,1,3,Medio
8618,2021-10-22,Balboa,Nicaragua,71,2021,10,22,4,Alto
8619,2024-07-15,Apulo,Guatemala,29,2024,7,15,3,Bajo
8620,2021-04-20,Apulo,Canada,49,2021,4,20,2,Medio
8621,2022-04-26,Sunset Park,Guatemala,51,2022,4,26,2,Medio
8622,2024-03-11,Amulapa,Costa Rica,72,2024,3,11,1,Alto
8623,2021-08-11,Balboa,Guatemala,8,2021,8,11,3,Bajo
8624,2022-02-25,Puerta Del Diablo,Mexico,66,2022,2,25,1,Alto
8625,2023-08-06,Amulapa,Guatemala,19,2023,8,6,3,Bajo
8626,2024-04-16,Sunset Park,Nicaragua,10,2024,4,16,2,Bajo
8627,2024-10-05,Puerta Del Diablo,Costa Rica,11,2024,10,5,4,Bajo
8628,2023-11-16,Cerro Verde,España,7,2023,11,16,4,Bajo
8629,2023-03-16,Amulapa,Mexico,39,2023,3,16,1,Medio
8630,2022-02-06,Cerro Verde,Estados Unidos,23,2022,2,6,1,Bajo
8631,2023-07-20,Puerta Del Diablo,Costa Rica,73,2023,7,20,3,Alto
8632,2024-06-17,Cerro Verde,Costa Rica,56,2024,6,17,2,Medio
8633,2021-04-24,Cerro Verde,Costa Rica,18,2021,4,24,2,Bajo
8634,2022-10-20,Sunset Park,España,9,2022,10,20,4,Bajo
8635,2022-10-03,Puerta Del Diablo,Mexico,66,2022,10,3,4,Alto
8636,2022-03-05,Sunset Park,Estados Unidos,47,2022,3,5,1,Medio
8637,2023-02-10,Amulapa,Honduras,11,2023,2,10,1,Bajo
8638,2023-03-24,Balboa,Estados Unidos,49,2023,3,24,1,Medio
8639,2023-01-16,Cerro Verde,Costa Rica,41,2023,1,16,1,Medio
8640,2022-08-05,Puerta Del Diablo,Guatemala,36,2022,8,5,3,Medio
8641,2022-10-24,Sunset Park,Estados Unidos,46,2022,10,24,4,Medio
8642,2022-08-28,Amulapa,Guatemala,9,2022,8,28,3,Bajo
8643,2023-05-22,Cerro Verde,España,14,2023,5,22,2,Bajo
8644,2021-12-13,Balboa,España,48,2021,12,13,4,Medio
8645,2023-09-10,Apulo,España,14,2023,9,10,3,Bajo
8646,2023-02-24,Balboa,Costa Rica,22,2023,2,24,1,Bajo
8647,2022-09-12,Balboa,Mexico,67,2022,9,12,3,Alto
8648,2023-11-27,Cerro Verde,Estados Unidos,79,2023,11,27,4,Alto
8649,2022-05-16,Apulo,Costa Rica,47,2022,5,16,2,Medio
8650,2023-01-12,Cerro Verde,Honduras,77,2023,1,12,1,Alto
8651,2024-11-27,Puerta Del Diablo,Guatemala,58,2024,11,27,4,Medio
8652,2022-04-11,Cerro Verde,Costa Rica,64,2022,4,11,2,Alto
8653,2022-04-29,Puerta Del Diablo,Estados Unidos,15,2022,4,29,2,Bajo
8654,2023-06-26,Sunset Park,Mexico,42,2023,6,26,2,Medio
8655,2024-09-29,Cerro Verde,Guatemala,58,2024,9,29,3,Medio
8656,2024-09-19,Balboa,Estados Unidos,61,2024,9,19,3,Alto
8657,2024-06-18,Cerro Verde,Guatemala,78,2024,6,18,2,Alto
8658,2021-05-19,Apulo,Costa Rica,12,2021,5,19,2,Bajo
8659,2022-06-26,Balboa,Nicaragua,28,2022,6,26,2,Bajo
8660,2022-10-02,Cerro Verde,España,37,2022,10,2,4,Medio
8661,2022-07-01,Balboa,Nicaragua,51,2022,7,1,3,Medio
8662,2024-12-07,Amulapa,Mexico,47,2024,12,7,4,Medio
8663,2023-05-09,Puerta Del Diablo,Honduras,45,2023,5,9,2,Medio
8664,2023-03-30,Puerta Del Diablo,España,79,2023,3,30,1,Alto
8665,2021-09-18,Apulo,España,76,2021,9,18,3,Alto
8666,2023-12-29,Amulapa,Canada,10,2023,12,29,4,Bajo
8667,2024-05-23,Cerro Verde,Nicaragua,18,2024,5,23,2,Bajo
8668,2024-07-25,Amulapa,Costa Rica,26,2024,7,25,3,Bajo
8669,2024-07-31,Balboa,Mexico,69,2024,7,31,3,Alto
8670,2022-01-23,Puerta Del Diablo,Nicaragua,22,2022,1,23,1,Bajo
8671,2022-11-04,Apulo,Mexico,26,2022,11,4,4,Bajo
8672,2024-10-02,Apulo,España,28,2024,10,2,4,Bajo
8673,2021-05-02,Balboa,Honduras,52,2021,5,2,2,Medio
8674,2024-03-20,Amulapa,Nicaragua,44,2024,3,20,1,Medio
8675,2024-04-19,Puerta Del Diablo,Nicaragua,51,2024,4,19,2,Medio
8676,2022-12-04,Apulo,Estados Unidos,10,2022,12,4,4,Bajo
8677,2021-09-17,Sunset Park,Mexico,21,2021,9,17,3,Bajo
8678,2023-07-22,Balboa,Guatemala,38,2023,7,22,3,Medio
8679,2023-06-05,Cerro Verde,Mexico,57,2023,6,5,2,Medio
8680,2023-06-04,Sunset Park,Canada,72,2023,6,4,2,Alto
8681,2022-08-28,Balboa,Canada,28,2022,8,28,3,Bajo
8682,2024-11-09,Apulo,Mexico,15,2024,11,9,4,Bajo
8683,2022-03-27,Apulo,Nicaragua,47,2022,3,27,1,Medio
8684,2021-05-12,Cerro Verde,Nicaragua,26,2021,5,12,2,Bajo
8685,2024-04-12,Puerta Del Diablo,Mexico,53,2024,4,12,2,Medio
8686,2023-10-28,Amulapa,Mexico,60,2023,10,28,4,Alto
8687,2023-02-08,Amulapa,Mexico,33,2023,2,8,1,Medio
8688,2023-01-03,Cerro Verde,Canada,15,2023,1,3,1,Bajo
8689,2023-12-17,Puerta Del Diablo,Costa Rica,70,2023,12,17,4,Alto
8690,2021-01-13,Sunset Park,Costa Rica,68,2021,1,13,1,Alto
8691,2021-03-31,Amulapa,Costa Rica,16,2021,3,31,1,Bajo
8692,2021-06-01,Sunset Park,Honduras,64,2021,6,1,2,Alto
8693,2023-11-18,Apulo,Nicaragua,66,2023,11,18,4,Alto
8694,2022-11-23,Cerro Verde,Guatemala,9,2022,11,23,4,Bajo
8695,2023-04-18,Balboa,España,41,2023,4,18,2,Medio
8696,2023-09-24,Amulapa,Guatemala,7,2023,9,24,3,Bajo
8697,2023-11-17,Balboa,Guatemala,69,2023,11,17,4,Alto
8698,2024-01-30,Amulapa,Guatemala,12,2024,1,30,1,Bajo
8699,2022-03-14,Balboa,Guatemala,12,2022,3,14,1,Bajo
8700,2022-02-19,Balboa,Costa Rica,40,2022,2,19,1,Medio
8701,2022-03-04,Amulapa,España,15,2022,3,4,1,Bajo
8702,2023-01-26,Apulo,Guatemala,14,2023,1,26,1,Bajo
8703,2023-05-02,Amulapa,Honduras,21,2023,5,2,2,Bajo
8704,2022-08-20,Balboa,Estados Unidos,40,2022,8,20,3,Medio
8705,2021-08-20,Apulo,Guatemala,45,2021,8,20,3,Medio
8706,2024-09-09,Balboa,Honduras,34,2024,9,9,3,Medio
8707,2023-06-28,Apulo,Honduras,78,2023,6,28,2,Alto
8708,2021-06-13,Cerro Verde,Canada,49,2021,6,13,2,Medio
8709,2024-08-17,Sunset Park,Honduras,7,2024,8,17,3,Bajo
8710,2023-10-18,Apulo,Guatemala,22,2023,10,18,4,Bajo
8711,2023-01-30,Amulapa,Nicaragua,40,2023,1,30,1,Medio
8712,2022-10-12,Amulapa,Estados Unidos,23,2022,10,12,4,Bajo
8713,2022-10-23,Amulapa,Estados Unidos,40,2022,10,23,4,Medio
8714,2022-05-13,Apulo,Estados Unidos,8,2022,5,13,2,Bajo
8715,2022-09-13,Sunset Park,Costa Rica,73,2022,9,13,3,Alto
8716,2024-02-10,Apulo,Costa Rica,49,2024,2,10,1,Medio
8717,2022-05-17,Cerro Verde,Guatemala,50,2022,5,17,2,Medio
8718,2021-06-30,Puerta Del Diablo,Guatemala,75,2021,6,30,2,Alto
8719,2023-01-05,Sunset Park,Canada,12,2023,1,5,1,Bajo
8720,2022-11-27,Apulo,Mexico,71,2022,11,27,4,Alto
8721,2024-01-07,Amulapa,España,63,2024,1,7,1,Alto
8722,2023-02-04,Cerro Verde,Canada,56,2023,2,4,1,Medio
8723,2022-12-04,Balboa,Honduras,40,2022,12,4,4,Medio
8724,2024-07-21,Amulapa,Guatemala,62,2024,7,21,3,Alto
8725,2022-01-16,Sunset Park,Estados Unidos,24,2022,1,16,1,Bajo
8726,2022-12-20,Balboa,Estados Unidos,79,2022,12,20,4,Alto
8727,2024-05-01,Cerro Verde,Guatemala,43,2024,5,1,2,Medio
8728,2024-12-11,Amulapa,Costa Rica,6,2024,12,11,4,Bajo
8729,2022-05-12,Sunset Park,Guatemala,51,2022,5,12,2,Medio
8730,2024-08-04,Amulapa,Nicaragua,69,2024,8,4,3,Alto
8731,2021-04-12,Apulo,Canada,50,2021,4,12,2,Medio
8732,2022-12-21,Puerta Del Diablo,Mexico,75,2022,12,21,4,Alto
8733,2021-04-28,Puerta Del Diablo,Guatemala,18,2021,4,28,2,Bajo
8734,2022-01-23,Apulo,Canada,71,2022,1,23,1,Alto
8735,2022-11-21,Cerro Verde,Guatemala,64,2022,11,21,4,Alto
8736,2022-01-11,Balboa,Mexico,60,2022,1,11,1,Alto
8737,2022-02-02,Cerro Verde,Mexico,53,2022,2,2,1,Medio
8738,2024-06-10,Sunset Park,Estados Unidos,62,2024,6,10,2,Alto
8739,2024-08-07,Puerta Del Diablo,Canada,20,2024,8,7,3,Bajo
8740,2024-10-28,Amulapa,Honduras,70,2024,10,28,4,Alto
8741,2022-11-17,Puerta Del Diablo,España,25,2022,11,17,4,Bajo
8742,2023-02-15,Apulo,Canada,52,2023,2,15,1,Medio
8743,2021-04-20,Sunset Park,Guatemala,14,2021,4,20,2,Bajo
8744,2023-03-18,Sunset Park,Guatemala,77,2023,3,18,1,Alto
8745,2024-08-20,Puerta Del Diablo,Nicaragua,20,2024,8,20,3,Bajo
8746,2021-08-14,Balboa,Nicaragua,33,2021,8,14,3,Medio
