id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio,anio,mes,dia,trimestre,porcentaje_ocupacion,nivel_ocupacion,ingreso_estimado
2490,2024-11-20,La Libertad,Montaña,194,150,102,2024,11,20,4,77.31958762886599,Alta,15300
2492,2024-04-01,San Miguel,Ciudad,123,87,201,2024,4,1,2,70.73170731707317,Alta,17487
2493,2021-02-02,La Paz,Montaña,134,90,64,2021,2,2,1,67.16417910447761,Media,5760
2494,2022-06-29,Santa Ana,Playa,127,15,112,2022,6,29,2,11.811023622047244,Baja,1680
2495,2024-10-08,San Salvador,Rural,31,9,221,2024,10,8,4,29.03225806451613,Baja,1989
2496,2023-12-14,Ahuachapan,Ciudad,65,56,234,2023,12,14,4,86.15384615384616,Alta,13104
2498,2022-12-11,La Paz,Rural,97,61,232,2022,12,11,4,62.88659793814433,Media,14152
2500,2023-03-24,Sonsonate,Playa,125,74,92,2023,3,24,1,59.199999999999996,Media,6808
2501,2023-03-14,San Salvador,Ciudad,160,156,246,2023,3,14,1,97.5,Alta,38376
2502,2023-11-01,San Miguel,Ciudad,172,149,220,2023,11,1,4,86.62790697674419,Alta,32780
2503,2022-09-27,La Paz,Ciudad,116,79,169,2022,9,27,3,68.10344827586206,Media,13351
2505,2024-01-11,Sonsonate,Rural,112,88,91,2024,1,11,1,78.57142857142857,Alta,8008
2506,2024-02-15,Usulutan,Montaña,157,135,94,2024,2,15,1,85.98726114649682,Alta,12690
2507,2023-10-20,Usulutan,Ciudad,163,105,203,2023,10,20,4,64.41717791411043,Media,21315
2509,2024-07-11,San Miguel,Ciudad,53,17,133,2024,7,11,3,32.075471698113205,Baja,2261
2511,2023-09-28,Sonsonate,Playa,129,36,241,2023,9,28,3,27.906976744186046,Baja,8676
2513,2022-08-21,San Salvador,Montaña,163,22,208,2022,8,21,3,13.496932515337424,Baja,4576
2516,2022-03-30,La Libertad,Montaña,67,30,150,2022,3,30,1,44.776119402985074,Media,4500
2517,2023-10-24,Usulutan,Playa,180,176,96,2023,10,24,4,97.77777777777777,Alta,16896
2519,2023-05-19,Santa Ana,Montaña,113,5,60,2023,5,19,2,4.424778761061947,Baja,300
2520,2021-08-28,Ahuachapan,Playa,75,55,205,2021,8,28,3,73.33333333333333,Alta,11275
2523,2022-10-31,San Salvador,Ciudad,149,58,189,2022,10,31,4,38.92617449664429,Baja,10962
2524,2023-09-02,La Paz,Montaña,65,40,176,2023,9,2,3,61.53846153846154,Media,7040
2525,2024-10-12,La Libertad,Rural,42,21,112,2024,10,12,4,50.0,Media,2352
2526,2021-08-25,San Salvador,Playa,118,79,60,2021,8,25,3,66.94915254237289,Media,4740
2530,2024-04-30,La Libertad,Rural,134,122,162,2024,4,30,2,91.04477611940298,Alta,19764
2531,2024-06-27,Santa Ana,Ciudad,153,121,158,2024,6,27,2,79.08496732026144,Alta,19118
2532,2023-12-29,San Salvador,Playa,60,19,79,2023,12,29,4,31.666666666666664,Baja,1501
2533,2022-08-08,San Miguel,Ciudad,189,28,92,2022,8,8,3,14.814814814814813,Baja,2576
2535,2023-03-14,Santa Ana,Rural,184,129,164,2023,3,14,1,70.1086956521739,Alta,21156
2536,2021-11-13,La Paz,Rural,171,81,213,2021,11,13,4,47.368421052631575,Media,17253
2538,2021-08-05,Sonsonate,Ciudad,79,53,186,2021,8,5,3,67.08860759493672,Media,9858
2540,2021-05-29,La Paz,Rural,57,55,47,2021,5,29,2,96.49122807017544,Alta,2585
2542,2023-03-23,San Miguel,Rural,185,71,244,2023,3,23,1,38.37837837837838,Baja,17324
2544,2022-09-30,Santa Ana,Rural,130,120,128,2022,9,30,3,92.3076923076923,Alta,15360
2545,2024-02-12,Ahuachapan,Playa,115,78,134,2024,2,12,1,67.82608695652173,Media,10452
2546,2022-04-06,La Paz,Montaña,92,87,68,2022,4,6,2,94.56521739130434,Alta,5916
2550,2021-01-06,San Salvador,Rural,164,144,49,2021,1,6,1,87.8048780487805,Alta,7056
2551,2021-01-04,Sonsonate,Rural,93,11,108,2021,1,4,1,11.827956989247312,Baja,1188
2556,2022-04-14,Sonsonate,Rural,125,87,51,2022,4,14,2,69.6,Media,4437
2557,2021-09-28,San Salvador,Playa,199,162,92,2021,9,28,3,81.4070351758794,Alta,14904
2558,2021-05-07,Ahuachapan,Rural,190,77,127,2021,5,7,2,40.526315789473685,Media,9779
2560,2021-05-17,Santa Ana,Rural,87,21,146,2021,5,17,2,24.137931034482758,Baja,3066
2563,2023-09-28,Santa Ana,Ciudad,90,49,132,2023,9,28,3,54.44444444444444,Media,6468
2564,2024-04-04,La Libertad,Montaña,168,47,242,2024,4,4,2,27.976190476190478,Baja,11374
2566,2021-07-29,San Miguel,Rural,141,110,143,2021,7,29,3,78.01418439716312,Alta,15730
2567,2022-09-13,Ahuachapan,Montaña,148,116,92,2022,9,13,3,78.37837837837837,Alta,10672
2568,2023-07-19,La Libertad,Ciudad,78,20,137,2023,7,19,3,25.64102564102564,Baja,2740
2569,2021-07-08,Santa Ana,Ciudad,196,50,71,2021,7,8,3,25.510204081632654,Baja,3550
2570,2024-10-23,Ahuachapan,Playa,172,170,135,2024,10,23,4,98.83720930232558,Alta,22950
2573,2021-03-30,San Salvador,Montaña,196,60,178,2021,3,30,1,30.612244897959183,Baja,10680
2575,2022-03-23,Ahuachapan,Montaña,41,28,217,2022,3,23,1,68.29268292682927,Media,6076
2576,2021-06-14,San Miguel,Rural,157,142,112,2021,6,14,2,90.44585987261146,Alta,15904
2577,2023-05-03,Santa Ana,Ciudad,99,86,243,2023,5,3,2,86.86868686868688,Alta,20898
2579,2022-09-16,San Miguel,Ciudad,178,87,117,2022,9,16,3,48.87640449438202,Media,10179
2582,2023-04-29,La Paz,Rural,172,14,239,2023,4,29,2,8.13953488372093,Baja,3346
2583,2022-02-17,Santa Ana,Playa,190,155,234,2022,2,17,1,81.57894736842105,Alta,36270
2584,2021-12-01,Sonsonate,Playa,182,61,64,2021,12,1,4,33.51648351648351,Baja,3904
2586,2022-12-02,San Salvador,Rural,173,143,80,2022,12,2,4,82.65895953757226,Alta,11440
2592,2021-05-21,San Salvador,Montaña,124,119,181,2021,5,21,2,95.96774193548387,Alta,21539
2594,2022-12-15,La Paz,Montaña,148,71,217,2022,12,15,4,47.97297297297297,Media,15407
2595,2021-05-24,La Libertad,Montaña,122,13,109,2021,5,24,2,10.655737704918032,Baja,1417
2596,2022-04-30,La Libertad,Playa,171,73,174,2022,4,30,2,42.69005847953216,Media,12702
2597,2023-11-05,San Salvador,Ciudad,25,10,96,2023,11,5,4,40.0,Media,960
2598,2022-01-29,Ahuachapan,Playa,74,55,181,2022,1,29,1,74.32432432432432,Alta,9955
2599,2024-03-08,La Paz,Montaña,175,43,41,2024,3,8,1,24.571428571428573,Baja,1763
2600,2021-09-07,Sonsonate,Rural,52,46,66,2021,9,7,3,88.46153846153845,Alta,3036
2601,2021-02-06,La Paz,Ciudad,148,79,51,2021,2,6,1,53.37837837837838,Media,4029
2602,2022-12-15,San Salvador,Rural,144,65,177,2022,12,15,4,45.13888888888889,Media,11505
2605,2023-08-18,Sonsonate,Montaña,125,45,104,2023,8,18,3,36.0,Baja,4680
2608,2022-04-29,San Salvador,Montaña,113,30,247,2022,4,29,2,26.548672566371685,Baja,7410
2609,2022-10-10,La Libertad,Ciudad,174,110,93,2022,10,10,4,63.2183908045977,Media,10230
2610,2021-01-02,Usulutan,Montaña,164,45,213,2021,1,2,1,27.439024390243905,Baja,9585
2611,2021-10-15,La Libertad,Playa,119,72,83,2021,10,15,4,60.50420168067227,Media,5976
2612,2021-12-25,Santa Ana,Ciudad,126,106,75,2021,12,25,4,84.12698412698413,Alta,7950
2613,2022-12-28,Sonsonate,Montaña,42,32,80,2022,12,28,4,76.19047619047619,Alta,2560
2614,2021-05-05,La Paz,Playa,138,107,144,2021,5,5,2,77.53623188405797,Alta,15408
2615,2024-02-01,San Miguel,Rural,91,18,71,2024,2,1,1,19.78021978021978,Baja,1278
2617,2023-12-27,La Libertad,Ciudad,168,96,91,2023,12,27,4,57.14285714285714,Media,8736
2621,2024-07-22,Usulutan,Playa,173,111,73,2024,7,22,3,64.16184971098265,Media,8103
2625,2024-06-28,San Salvador,Playa,158,148,90,2024,6,28,2,93.67088607594937,Alta,13320
2626,2024-10-03,San Salvador,Rural,178,15,116,2024,10,3,4,8.426966292134832,Baja,1740
2627,2021-11-08,San Miguel,Montaña,171,89,176,2021,11,8,4,52.046783625730995,Media,15664
2631,2024-01-09,La Libertad,Montaña,57,31,60,2024,1,9,1,54.385964912280706,Media,1860
2632,2024-04-02,Ahuachapan,Playa,74,35,70,2024,4,2,2,47.2972972972973,Media,2450
2635,2022-03-27,Sonsonate,Ciudad,194,104,222,2022,3,27,1,53.608247422680414,Media,23088
2637,2023-04-21,San Salvador,Rural,181,17,126,2023,4,21,2,9.392265193370166,Baja,2142
2639,2023-07-28,San Salvador,Ciudad,153,63,187,2023,7,28,3,41.17647058823529,Media,11781
2640,2024-09-20,Usulutan,Ciudad,155,144,147,2024,9,20,3,92.90322580645162,Alta,21168
2644,2023-06-08,La Libertad,Ciudad,79,45,196,2023,6,8,2,56.9620253164557,Media,8820
2645,2024-04-02,Ahuachapan,Playa,160,40,188,2024,4,2,2,25.0,Baja,7520
2646,2024-02-14,Santa Ana,Playa,190,128,190,2024,2,14,1,67.36842105263158,Media,24320
2647,2023-08-17,Santa Ana,Ciudad,86,66,115,2023,8,17,3,76.74418604651163,Alta,7590
2648,2022-12-29,Sonsonate,Rural,140,77,212,2022,12,29,4,55.00000000000001,Media,16324
2649,2021-11-05,Usulutan,Ciudad,79,72,214,2021,11,5,4,91.13924050632912,Alta,15408
2650,2022-08-18,Santa Ana,Rural,44,16,118,2022,8,18,3,36.36363636363637,Baja,1888
2652,2024-03-14,San Salvador,Ciudad,195,89,48,2024,3,14,1,45.64102564102564,Media,4272
2653,2022-03-31,Ahuachapan,Ciudad,161,107,119,2022,3,31,1,66.45962732919256,Media,12733
2656,2023-07-04,Santa Ana,Rural,147,81,201,2023,7,4,3,55.10204081632652,Media,16281
2658,2022-10-02,Sonsonate,Ciudad,149,120,245,2022,10,2,4,80.53691275167785,Alta,29400
2661,2024-04-26,Ahuachapan,Playa,89,51,130,2024,4,26,2,57.30337078651685,Media,6630
2662,2022-07-22,Ahuachapan,Montaña,70,66,118,2022,7,22,3,94.28571428571428,Alta,7788
2663,2023-06-29,Sonsonate,Ciudad,136,12,53,2023,6,29,2,8.823529411764707,Baja,636
2664,2024-02-28,San Salvador,Montaña,107,71,122,2024,2,28,1,66.35514018691589,Media,8662
2665,2023-12-01,La Paz,Rural,43,40,187,2023,12,1,4,93.02325581395348,Alta,7480
2666,2023-09-02,Usulutan,Montaña,194,112,46,2023,9,2,3,57.73195876288659,Media,5152
2667,2023-12-10,San Salvador,Rural,146,20,93,2023,12,10,4,13.698630136986301,Baja,1860
2668,2024-10-11,San Salvador,Rural,67,9,237,2024,10,11,4,13.432835820895523,Baja,2133
2670,2024-04-21,Usulutan,Playa,129,76,229,2024,4,21,2,58.91472868217055,Media,17404
2671,2023-11-10,Santa Ana,Montaña,138,97,175,2023,11,10,4,70.28985507246377,Alta,16975
2672,2021-10-21,San Miguel,Playa,125,110,119,2021,10,21,4,88.0,Alta,13090
2674,2022-07-21,Ahuachapan,Rural,173,86,154,2022,7,21,3,49.71098265895954,Media,13244
2675,2023-07-06,San Miguel,Ciudad,106,54,192,2023,7,6,3,50.943396226415096,Media,10368
2676,2022-06-12,Usulutan,Rural,122,107,98,2022,6,12,2,87.70491803278688,Alta,10486
2677,2022-02-15,San Salvador,Playa,116,26,85,2022,2,15,1,22.413793103448278,Baja,2210
2679,2021-05-16,Santa Ana,Ciudad,77,76,191,2021,5,16,2,98.7012987012987,Alta,14516
2680,2022-08-07,Usulutan,Playa,115,5,137,2022,8,7,3,4.3478260869565215,Baja,685
2681,2023-04-13,San Salvador,Rural,173,5,63,2023,4,13,2,2.8901734104046244,Baja,315
2682,2023-08-02,Usulutan,Ciudad,129,20,47,2023,8,2,3,15.503875968992247,Baja,940
2684,2024-06-13,La Paz,Montaña,127,79,77,2024,6,13,2,62.20472440944882,Media,6083
2689,2024-08-13,San Miguel,Rural,75,66,61,2024,8,13,3,88.0,Alta,4026
2690,2021-01-18,Sonsonate,Ciudad,175,130,83,2021,1,18,1,74.28571428571429,Alta,10790
2691,2024-03-26,San Miguel,Rural,144,12,159,2024,3,26,1,8.333333333333332,Baja,1908
2692,2023-01-25,La Paz,Playa,109,22,153,2023,1,25,1,20.18348623853211,Baja,3366
2694,2021-01-30,La Libertad,Ciudad,79,48,100,2021,1,30,1,60.75949367088608,Media,4800
2697,2022-01-03,La Libertad,Rural,117,69,66,2022,1,3,1,58.97435897435898,Media,4554
2698,2023-09-06,La Paz,Montaña,94,37,85,2023,9,6,3,39.361702127659576,Baja,3145
2700,2022-12-22,Ahuachapan,Rural,151,115,120,2022,12,22,4,76.15894039735099,Alta,13800
2701,2023-06-01,Usulutan,Rural,92,23,180,2023,6,1,2,25.0,Baja,4140
2703,2021-02-20,Sonsonate,Rural,116,22,68,2021,2,20,1,18.96551724137931,Baja,1496
2707,2024-08-03,San Salvador,Playa,85,20,243,2024,8,3,3,23.52941176470588,Baja,4860
2709,2024-11-04,Santa Ana,Playa,98,76,90,2024,11,4,4,77.55102040816327,Alta,6840
2711,2024-08-24,Ahuachapan,Playa,85,51,216,2024,8,24,3,60.0,Media,11016
2713,2021-10-23,Santa Ana,Montaña,107,79,227,2021,10,23,4,73.83177570093457,Alta,17933
2714,2022-07-01,Sonsonate,Rural,165,55,68,2022,7,1,3,33.33333333333333,Baja,3740
2715,2023-05-08,La Paz,Rural,133,92,101,2023,5,8,2,69.17293233082707,Media,9292
2716,2023-08-11,La Libertad,Montaña,171,86,40,2023,8,11,3,50.29239766081871,Media,3440
2717,2023-08-09,La Paz,Playa,196,99,151,2023,8,9,3,50.51020408163265,Media,14949
2722,2021-02-12,Usulutan,Ciudad,77,34,114,2021,2,12,1,44.15584415584416,Media,3876
2723,2023-07-28,San Miguel,Montaña,165,128,113,2023,7,28,3,77.57575757575758,Alta,14464
2724,2023-03-23,Ahuachapan,Rural,123,23,44,2023,3,23,1,18.69918699186992,Baja,1012
2726,2021-11-08,San Miguel,Playa,188,39,223,2021,11,8,4,20.74468085106383,Baja,8697
2727,2022-01-19,Sonsonate,Playa,187,37,166,2022,1,19,1,19.786096256684495,Baja,6142
2728,2021-12-05,San Miguel,Ciudad,181,140,145,2021,12,5,4,77.34806629834254,Alta,20300
2729,2024-05-19,San Miguel,Montaña,126,99,180,2024,5,19,2,78.57142857142857,Alta,17820
2731,2023-11-01,Usulutan,Playa,164,87,83,2023,11,1,4,53.04878048780488,Media,7221
2732,2022-09-11,Ahuachapan,Rural,181,176,202,2022,9,11,3,97.23756906077348,Alta,35552
2733,2023-01-17,San Miguel,Montaña,151,79,95,2023,1,17,1,52.317880794701985,Media,7505
2734,2023-07-24,Ahuachapan,Rural,152,132,105,2023,7,24,3,86.8421052631579,Alta,13860
2736,2023-04-18,Ahuachapan,Montaña,64,42,231,2023,4,18,2,65.625,Media,9702
2737,2021-05-23,Ahuachapan,Playa,101,19,105,2021,5,23,2,18.81188118811881,Baja,1995
2738,2021-03-04,San Salvador,Playa,56,34,235,2021,3,4,1,60.71428571428571,Media,7990
2739,2023-08-12,Santa Ana,Rural,129,23,118,2023,8,12,3,17.829457364341085,Baja,2714
2741,2023-07-07,Ahuachapan,Rural,146,69,125,2023,7,7,3,47.26027397260274,Media,8625
2743,2021-12-30,San Salvador,Montaña,100,29,147,2021,12,30,4,28.999999999999996,Baja,4263
2746,2023-07-30,San Salvador,Rural,131,97,190,2023,7,30,3,74.04580152671755,Alta,18430
2747,2022-02-19,Sonsonate,Ciudad,144,98,167,2022,2,19,1,68.05555555555556,Media,16366
2748,2022-06-16,La Libertad,Ciudad,117,30,220,2022,6,16,2,25.64102564102564,Baja,6600
2751,2024-08-05,La Paz,Rural,134,96,192,2024,8,5,3,71.64179104477611,Alta,18432
2752,2022-04-07,La Paz,Ciudad,106,55,36,2022,4,7,2,51.886792452830186,Media,1980
2753,2024-10-07,Ahuachapan,Rural,197,173,105,2024,10,7,4,87.81725888324873,Alta,18165
2754,2023-04-12,Santa Ana,Playa,58,19,103,2023,4,12,2,32.758620689655174,Baja,1957
2755,2023-06-19,La Libertad,Rural,143,61,187,2023,6,19,2,42.65734265734265,Media,11407
2756,2024-11-20,Ahuachapan,Rural,170,65,215,2024,11,20,4,38.23529411764706,Baja,13975
2757,2022-03-07,La Libertad,Ciudad,112,30,144,2022,3,7,1,26.785714285714285,Baja,4320
2758,2022-11-11,Ahuachapan,Ciudad,42,33,115,2022,11,11,4,78.57142857142857,Alta,3795
2759,2021-09-30,San Salvador,Montaña,197,42,91,2021,9,30,3,21.31979695431472,Baja,3822
2760,2023-03-23,La Paz,Rural,121,47,192,2023,3,23,1,38.84297520661157,Baja,9024
2761,2022-05-07,Usulutan,Rural,114,93,128,2022,5,7,2,81.57894736842105,Alta,11904
2762,2024-11-22,San Salvador,Ciudad,68,67,61,2024,11,22,4,98.52941176470588,Alta,4087
2763,2021-01-18,La Paz,Playa,136,136,89,2021,1,18,1,100.0,Alta,12104
2764,2024-11-30,San Miguel,Ciudad,79,7,205,2024,11,30,4,8.860759493670885,Baja,1435
2765,2024-07-28,San Miguel,Ciudad,59,30,125,2024,7,28,3,50.847457627118644,Media,3750
2766,2023-05-24,San Salvador,Montaña,163,76,63,2023,5,24,2,46.62576687116564,Media,4788
2767,2023-06-15,San Salvador,Playa,54,15,56,2023,6,15,2,27.77777777777778,Baja,840
2771,2023-10-11,Ahuachapan,Ciudad,152,97,195,2023,10,11,4,63.81578947368421,Media,18915
2774,2024-04-02,San Salvador,Ciudad,116,13,68,2024,4,2,2,11.206896551724139,Baja,884
2776,2021-05-12,San Miguel,Ciudad,180,129,62,2021,5,12,2,71.66666666666667,Alta,7998
2777,2023-04-20,Ahuachapan,Ciudad,66,51,133,2023,4,20,2,77.27272727272727,Alta,6783
2782,2024-06-17,San Salvador,Playa,63,61,82,2024,6,17,2,96.82539682539682,Alta,5002
2783,2024-04-28,La Paz,Montaña,69,42,103,2024,4,28,2,60.86956521739131,Media,4326
2786,2021-05-04,Sonsonate,Montaña,199,125,57,2021,5,4,2,62.8140703517588,Media,7125
2788,2023-06-28,San Salvador,Montaña,173,90,192,2023,6,28,2,52.02312138728323,Media,17280
2789,2024-02-27,La Libertad,Playa,187,140,54,2024,2,27,1,74.8663101604278,Alta,7560
2790,2023-10-20,Usulutan,Playa,68,65,223,2023,10,20,4,95.58823529411765,Alta,14495
2791,2023-11-15,La Libertad,Playa,160,84,105,2023,11,15,4,52.5,Media,8820
2793,2022-01-13,La Paz,Playa,126,87,239,2022,1,13,1,69.04761904761905,Media,20793
2794,2021-09-24,La Libertad,Playa,197,47,227,2021,9,24,3,23.85786802030457,Baja,10669
2796,2021-03-04,San Salvador,Playa,181,87,240,2021,3,4,1,48.06629834254144,Media,20880
2797,2024-10-26,Usulutan,Rural,179,35,79,2024,10,26,4,19.553072625698324,Baja,2765
2799,2021-10-12,La Libertad,Rural,198,12,244,2021,10,12,4,6.0606060606060606,Baja,2928
2800,2024-03-05,Usulutan,Ciudad,22,22,94,2024,3,5,1,100.0,Alta,2068
2802,2024-08-11,Santa Ana,Rural,129,84,244,2024,8,11,3,65.11627906976744,Media,20496
2803,2022-09-03,Usulutan,Playa,150,29,208,2022,9,3,3,19.333333333333332,Baja,6032
2805,2024-03-22,San Salvador,Ciudad,139,39,108,2024,3,22,1,28.05755395683453,Baja,4212
2806,2023-05-15,Santa Ana,Rural,117,78,50,2023,5,15,2,66.66666666666666,Media,3900
2808,2021-04-24,Sonsonate,Montaña,102,55,121,2021,4,24,2,53.92156862745098,Media,6655
2811,2021-07-12,San Salvador,Rural,185,156,165,2021,7,12,3,84.32432432432432,Alta,25740
2815,2022-11-22,Sonsonate,Montaña,164,107,246,2022,11,22,4,65.2439024390244,Media,26322
2816,2022-05-26,San Miguel,Montaña,157,65,96,2022,5,26,2,41.40127388535032,Media,6240
2818,2022-10-16,La Libertad,Montaña,136,127,114,2022,10,16,4,93.38235294117648,Alta,14478
2819,2021-06-14,Usulutan,Playa,125,16,41,2021,6,14,2,12.8,Baja,656
2821,2023-12-26,La Paz,Playa,79,42,55,2023,12,26,4,53.16455696202531,Media,2310
2822,2022-10-12,La Paz,Montaña,152,124,174,2022,10,12,4,81.57894736842105,Alta,21576
2823,2023-08-30,San Miguel,Montaña,167,91,84,2023,8,30,3,54.49101796407185,Media,7644
2827,2024-03-02,La Paz,Rural,181,63,53,2024,3,2,1,34.806629834254146,Baja,3339
2828,2024-12-09,San Miguel,Playa,189,101,155,2024,12,9,4,53.43915343915344,Media,15655
2831,2023-12-27,Santa Ana,Rural,121,62,207,2023,12,27,4,51.2396694214876,Media,12834
2832,2023-04-13,San Salvador,Rural,147,85,71,2023,4,13,2,57.82312925170068,Media,6035
2834,2023-02-17,Usulutan,Playa,156,10,55,2023,2,17,1,6.41025641025641,Baja,550
2837,2021-06-17,San Salvador,Playa,193,150,181,2021,6,17,2,77.720207253886,Alta,27150
2838,2023-08-01,La Libertad,Montaña,128,104,194,2023,8,1,3,81.25,Alta,20176
2839,2021-07-13,San Miguel,Playa,193,78,173,2021,7,13,3,40.41450777202073,Media,13494
2842,2021-02-23,Santa Ana,Montaña,141,22,212,2021,2,23,1,15.602836879432624,Baja,4664
2845,2022-07-31,San Miguel,Playa,174,151,96,2022,7,31,3,86.7816091954023,Alta,14496
2846,2024-09-10,San Miguel,Rural,100,6,204,2024,9,10,3,6.0,Baja,1224
2849,2022-08-07,Sonsonate,Montaña,136,113,156,2022,8,7,3,83.08823529411765,Alta,17628
2850,2022-08-01,Ahuachapan,Montaña,78,75,63,2022,8,1,3,96.15384615384616,Alta,4725
2852,2023-09-10,San Salvador,Ciudad,161,84,108,2023,9,10,3,52.17391304347826,Media,9072
2853,2024-06-17,La Libertad,Montaña,190,117,36,2024,6,17,2,61.578947368421055,Media,4212
2855,2021-04-26,San Salvador,Rural,136,120,226,2021,4,26,2,88.23529411764706,Alta,27120
2858,2023-09-26,Santa Ana,Montaña,140,103,147,2023,9,26,3,73.57142857142858,Alta,15141
2859,2021-11-10,San Salvador,Ciudad,126,69,39,2021,11,10,4,54.761904761904766,Media,2691
2861,2023-06-29,La Paz,Montaña,170,61,65,2023,6,29,2,35.88235294117647,Baja,3965
2862,2023-03-22,Ahuachapan,Ciudad,116,7,129,2023,3,22,1,6.0344827586206895,Baja,903
2866,2023-08-05,Sonsonate,Rural,193,97,173,2023,8,5,3,50.259067357512954,Media,16781
2867,2024-03-06,Ahuachapan,Ciudad,173,104,38,2024,3,6,1,60.115606936416185,Media,3952
2868,2023-10-07,Santa Ana,Playa,156,155,102,2023,10,7,4,99.35897435897436,Alta,15810
2869,2024-03-22,Sonsonate,Ciudad,187,9,58,2024,3,22,1,4.81283422459893,Baja,522
2870,2024-08-29,Usulutan,Playa,175,84,213,2024,8,29,3,48.0,Media,17892
2871,2021-11-03,La Paz,Playa,182,20,76,2021,11,3,4,10.989010989010989,Baja,1520
2877,2021-01-02,La Libertad,Playa,116,109,142,2021,1,2,1,93.96551724137932,Alta,15478
2878,2021-05-09,San Miguel,Montaña,155,89,171,2021,5,9,2,57.41935483870968,Media,15219
2879,2023-04-23,Usulutan,Rural,174,69,40,2023,4,23,2,39.6551724137931,Baja,2760
2882,2023-04-24,Ahuachapan,Rural,49,25,175,2023,4,24,2,51.02040816326531,Media,4375
2883,2021-04-22,La Paz,Ciudad,193,69,221,2021,4,22,2,35.751295336787564,Baja,15249
2884,2024-01-07,San Miguel,Playa,171,95,166,2024,1,7,1,55.55555555555556,Media,15770
2885,2023-01-06,La Libertad,Ciudad,183,116,180,2023,1,6,1,63.387978142076506,Media,20880
2888,2022-05-26,Usulutan,Rural,184,16,179,2022,5,26,2,8.695652173913043,Baja,2864
2889,2024-11-01,San Miguel,Ciudad,65,63,125,2024,11,1,4,96.92307692307692,Alta,7875
2891,2023-01-18,San Miguel,Playa,110,103,99,2023,1,18,1,93.63636363636364,Alta,10197
2894,2024-08-05,La Libertad,Ciudad,138,32,249,2024,8,5,3,23.18840579710145,Baja,7968
2895,2023-09-20,La Libertad,Rural,190,73,168,2023,9,20,3,38.421052631578945,Baja,12264
2896,2021-08-21,San Salvador,Ciudad,118,69,51,2021,8,21,3,58.47457627118644,Media,3519
2897,2021-02-07,San Salvador,Ciudad,147,127,210,2021,2,7,1,86.39455782312925,Alta,26670
2900,2023-12-29,Sonsonate,Rural,122,50,140,2023,12,29,4,40.98360655737705,Media,7000
2905,2023-02-25,Usulutan,Playa,132,79,126,2023,2,25,1,59.84848484848485,Media,9954
2906,2023-03-09,Santa Ana,Playa,94,76,186,2023,3,9,1,80.85106382978722,Alta,14136
2907,2024-06-26,Ahuachapan,Montaña,175,54,239,2024,6,26,2,30.857142857142854,Baja,12906
2908,2021-11-16,Usulutan,Ciudad,138,110,79,2021,11,16,4,79.71014492753623,Alta,8690
2909,2024-11-23,Santa Ana,Montaña,173,86,94,2024,11,23,4,49.71098265895954,Media,8084
2910,2022-04-07,San Salvador,Rural,191,55,218,2022,4,7,2,28.79581151832461,Baja,11990
2911,2022-07-09,San Miguel,Playa,97,67,53,2022,7,9,3,69.0721649484536,Media,3551
2912,2023-09-27,San Salvador,Ciudad,44,23,218,2023,9,27,3,52.27272727272727,Media,5014
2913,2023-12-28,San Salvador,Rural,145,88,201,2023,12,28,4,60.689655172413794,Media,17688
2915,2023-12-24,Sonsonate,Rural,114,83,144,2023,12,24,4,72.80701754385966,Alta,11952
2916,2022-06-21,Sonsonate,Rural,113,69,103,2022,6,21,2,61.06194690265486,Media,7107
2917,2022-10-22,San Salvador,Ciudad,133,37,154,2022,10,22,4,27.819548872180448,Baja,5698
2918,2021-03-19,Sonsonate,Rural,176,14,110,2021,3,19,1,7.954545454545454,Baja,1540
2919,2021-08-13,San Salvador,Rural,112,18,233,2021,8,13,3,16.071428571428573,Baja,4194
2921,2022-11-17,Santa Ana,Rural,191,90,185,2022,11,17,4,47.12041884816754,Media,16650
2922,2022-09-26,Ahuachapan,Rural,158,90,89,2022,9,26,3,56.9620253164557,Media,8010
2923,2024-12-01,San Miguel,Ciudad,136,28,67,2024,12,1,4,20.588235294117645,Baja,1876
2924,2021-05-24,Sonsonate,Montaña,135,108,201,2021,5,24,2,80.0,Alta,21708
2925,2023-06-01,Ahuachapan,Ciudad,102,93,230,2023,6,1,2,91.17647058823529,Alta,21390
2926,2022-08-29,Sonsonate,Ciudad,182,117,36,2022,8,29,3,64.28571428571429,Media,4212
2927,2022-05-24,Usulutan,Montaña,132,102,119,2022,5,24,2,77.27272727272727,Alta,12138
2928,2021-02-06,La Paz,Montaña,166,75,101,2021,2,6,1,45.18072289156627,Media,7575
2929,2022-10-04,La Paz,Playa,160,55,53,2022,10,4,4,34.375,Baja,2915
2931,2024-02-29,Ahuachapan,Montaña,58,21,186,2024,2,29,1,36.206896551724135,Baja,3906
2937,2023-07-18,Santa Ana,Playa,177,10,123,2023,7,18,3,5.649717514124294,Baja,1230
2939,2021-06-14,San Miguel,Ciudad,93,79,40,2021,6,14,2,84.94623655913979,Alta,3160
2941,2022-01-07,Usulutan,Ciudad,55,46,68,2022,1,7,1,83.63636363636363,Alta,3128
2942,2021-04-11,Sonsonate,Rural,140,96,81,2021,4,11,2,68.57142857142857,Media,7776
2943,2023-12-22,Usulutan,Montaña,28,24,164,2023,12,22,4,85.71428571428571,Alta,3936
